order_id,restaurant_id,rider_id,order_time,order_hour,is_weekend,is_peak_hour,user_lat,user_lon,restaurant_lat,restaurant_lon,rider_start_lat,rider_start_lon,distance_km,distance_rest_to_user_km,distance_rider_to_rest_km,food_type,prep_time_min,rider_avg_speed,has_elevator,floor,is_office_building,elevator_wait_min,weather_condition,weather_impact,traffic_index,traffic_impact,rider_experience_months,rider_rating,is_new_restaurant,restaurant_on_time_rate,restaurant_total_orders,delivery_time_min,delay_minutes,delay_reasons
ORD000027,R030,Rider005,2024-01-01 09:42:00,9,False,False,39.933188954315774,116.33868823616767,39.89749611644023,116.42882001482276,39.846276626340114,116.35110144902494,17.41,8.67,8.75,日料,16.1,23.832876080535232,True,22,0,2.2,晴天,1.0,0.94,1.47,17,4.9,1,0.76,62,92.9,30.7,交通拥堵; 新餐厅备餐波动
ORD000028,R021,Rider015,2024-01-07 20:22:00,20,True,False,39.80964126022992,116.36519286111587,39.90504298390045,116.37148738809985,39.90125555536833,116.39611115244051,12.75,10.61,2.15,西餐,14.7,17.377588964523813,True,9,1,3.0,多云,1.0,0.27,1.13,18,5.0,0,0.95,863,65.2,3.4,无
ORD000029,R020,Rider030,2024-01-07 21:42:00,21,True,False,39.86034390055395,116.44092947518284,39.927930958411295,116.38011837635615,39.911325137030445,116.40882541839402,12.2,9.13,3.07,西餐,34.2,29.275052046388133,True,28,0,4.2,晴天,1.0,0.71,1.35,22,3.9,0,0.9,297,85.1,21.7,交通拥堵
ORD000030,R031,Rider025,2024-01-04 13:57:00,13,False,True,39.91209169062525,116.41985234693772,39.875714428644635,116.38949308005311,39.85202121997981,116.4341869019532,9.44,4.8,4.64,中餐,41.1,20.72788005276628,True,26,0,3.5,多云,1.0,0.74,1.37,23,3.7,0,0.86,117,100.5,28.6,交通拥堵; 用餐高峰期
ORD000031,R022,Rider010,2024-01-03 23:42:00,23,False,False,40.002178391958324,116.36034786972307,39.92367260197888,116.37071379389974,39.876127462298896,116.36871555781596,14.04,8.76,5.28,快餐,22.8,18.162560962848918,True,13,1,2.0,晴天,1.0,0.3,1.15,3,4.9,1,0.76,91,83.6,12.4,写字楼电梯等待; 新餐厅备餐波动
ORD000032,R012,Rider019,2024-01-06 09:19:00,9,True,False,39.96145467127325,116.40023400969346,39.9031252188267,116.45433930967441,39.93266459512356,116.36241431632648,16.47,7.96,8.52,西餐,18.2,19.877522485757407,True,20,0,2.8,晴天,1.0,0.24,1.12,28,3.9,0,0.85,1677,73.7,3.0,无
ORD000033,R006,Rider030,2024-01-04 12:12:00,12,False,True,39.891698290516,116.39222382004056,39.897316486385044,116.41908046739768,39.911325137030445,116.40882541839402,4.17,2.38,1.79,中餐,41.3,32.14228754981611,True,24,1,3.7,晴天,1.0,0.81,1.4,22,3.9,0,0.82,1513,76.8,24.0,交通拥堵; 写字楼电梯等待; 用餐高峰期
ORD000034,R021,Rider020,2024-01-03 22:58:00,22,False,False,39.83276534032264,116.45692951762585,39.90504298390045,116.37148738809985,39.95521852994615,116.403737357574,17.07,10.86,6.22,西餐,10.4,18.18917685964458,True,5,1,2.4,多云,1.0,0.48,1.24,12,4.7,0,0.95,863,87.7,18.6,无
ORD000035,R012,Rider005,2024-01-03 19:42:00,19,False,True,39.89188766115445,116.36113856060649,39.9031252188267,116.45433930967441,39.846276626340114,116.35110144902494,18.92,8.07,10.86,西餐,30.4,21.072525374029667,True,21,0,4.7,晴天,1.0,0.73,1.37,17,4.9,0,0.85,1677,122.5,33.4,交通拥堵; 用餐高峰期
ORD000036,R007,Rider029,2024-01-04 19:03:00,19,False,True,39.956034871274525,116.45282480588732,39.926353997399865,116.4125410484357,39.9827701186798,116.39951113316586,11.13,4.77,6.36,火锅,41.2,26.49075563462568,True,25,0,5.0,小雨,1.15,0.8,1.4,30,3.7,1,0.71,49,109.5,38.0,天气影响(小雨); 交通拥堵; 用餐高峰期; 新餐厅备餐波动
ORD000037,R043,Rider019,2024-01-01 11:25:00,11,False,True,39.91551154785935,116.39577157026586,39.94743819867199,116.36432413546461,39.93266459512356,116.36241431632648,6.1,4.45,1.65,日料,32.2,21.988828747718536,True,13,0,1.6,大雨,1.35,0.79,1.4,28,3.9,0,0.95,1448,92.9,42.5,天气影响(大雨); 交通拥堵; 用餐高峰期
ORD000038,R029,Rider029,2024-01-01 10:29:00,10,False,False,39.912293151856915,116.47267427596356,39.929703617463716,116.41923019854394,39.9827701186798,116.39951113316586,11.09,4.96,6.13,快餐,12.9,21.665278737071173,True,29,0,3.5,晴天,1.0,0.46,1.23,30,3.7,0,0.86,1639,61.7,14.6,无
ORD000039,R027,Rider028,2024-01-05 11:16:00,11,False,True,39.923848306616485,116.39307882481012,39.94449504636891,116.38536357050157,39.8468364452307,116.39973868704347,13.3,2.39,10.91,西餐,26.1,16.861027361268096,False,10,0,5.0,晴天,1.0,0.84,1.42,14,4.0,0,0.82,787,104.5,26.0,交通拥堵; 无电梯高楼层; 用餐高峰期
ORD000040,R040,Rider001,2024-01-04 11:08:00,11,False,True,39.88543434539684,116.35027406018219,39.91551888796381,116.45694052959438,39.91716665409954,116.40219427782529,14.4,9.71,4.68,西餐,29.6,18.712533040930236,True,15,0,1.7,晴天,1.0,0.89,1.45,19,4.2,0,0.85,1199,112.9,35.4,交通拥堵; 用餐高峰期
ORD000041,R006,Rider015,2024-01-05 15:41:00,15,False,False,39.92894520480439,116.35474919835703,39.897316486385044,116.41908046739768,39.90125555536833,116.39611115244051,8.54,6.53,2.01,中餐,27.5,16.732044481461333,False,10,1,5.0,晴天,1.0,0.2,1.1,18,5.0,0,0.82,1513,72.5,9.4,无电梯高楼层
ORD000042,R029,Rider010,2024-01-07 07:40:00,7,True,False,39.90086425515485,116.27988754095838,39.929703617463716,116.41923019854394,39.876127462298896,116.36871555781596,19.69,12.34,7.35,快餐,10.9,16.000184313072296,True,27,0,4.0,晴天,1.0,0.43,1.22,3,4.9,0,0.86,1639,109.6,20.9,无
ORD000043,R034,Rider029,2024-01-03 15:42:00,15,False,False,39.94105656722698,116.37724345882533,39.86870203135637,116.42224986962574,39.9827701186798,116.39951113316586,21.72,8.91,12.81,日料,33.0,26.009193589838002,True,16,1,3.7,多云,1.0,0.34,1.17,30,3.7,1,0.71,96,104.9,18.0,写字楼电梯等待; 新餐厅备餐波动
ORD000044,R023,Rider007,2024-01-02 18:16:00,18,False,True,39.85338365024083,116.50518331010329,39.89349764922696,116.42408365395602,39.8812319420477,116.34772102698165,14.92,8.24,6.67,日料,36.1,28.00912607594021,True,6,0,1.0,小雨,1.15,0.91,1.46,20,3.7,0,0.94,1116,114.8,45.8,天气影响(小雨); 交通拥堵; 用餐高峰期
ORD000045,R038,Rider014,2024-01-07 17:38:00,17,True,True,39.90727815960903,116.38539538868254,39.93564059231985,116.38854290757573,39.93387852066118,116.46646634501718,9.82,3.16,6.66,中餐,17.8,22.504894678952077,True,11,0,2.5,小雨,1.15,0.69,1.34,10,4.9,0,0.85,1469,69.4,23.0,天气影响(小雨); 交通拥堵; 用餐高峰期
ORD000046,R001,Rider030,2024-01-06 15:48:00,15,True,False,39.9230442319945,116.34189580330172,39.91910142459034,116.40325207096485,39.911325137030445,116.40882541839402,6.25,5.26,0.99,西餐,28.4,27.679124509201028,True,11,0,2.4,晴天,1.0,0.33,1.16,22,3.9,0,0.89,1738,56.3,11.9,无
ORD000047,R035,Rider025,2024-01-04 18:21:00,18,False,True,39.85600257595088,116.46212393927055,39.868196047868096,116.44344141332652,39.85202121997981,116.4341869019532,4.06,2.09,1.96,快餐,40.4,19.90903893559364,True,23,0,5.0,晴天,1.0,0.95,1.48,23,3.7,1,0.83,67,79.4,21.8,交通拥堵; 用餐高峰期; 新餐厅备餐波动
ORD000048,R004,Rider005,2024-01-06 16:05:00,16,True,False,39.87519613116103,116.41540059404687,39.90622584614064,116.3646575544136,39.846276626340114,116.35110144902494,12.3,5.54,6.76,火锅,15.2,20.88659089730588,True,10,0,2.3,多云,1.0,0.24,1.12,17,4.9,0,0.76,1942,59.4,6.5,无
ORD000049,R019,Rider001,2024-01-05 10:58:00,10,False,False,39.90462568972931,116.3984307917358,39.94131048218809,116.36460563345823,39.91716665409954,116.40219427782529,9.18,5.0,4.18,日料,13.1,23.67983745290531,False,24,0,12.0,小雨,1.15,0.47,1.24,19,4.2,0,0.87,829,74.2,25.9,天气影响(小雨); 无电梯高楼层
ORD000050,R046,Rider020,2024-01-01 15:04:00,15,False,False,39.89818142400708,116.43410643170587,39.90750898735901,116.3944992384245,39.95521852994615,116.403737357574,8.9,3.54,5.36,中餐,20.1,17.509319939133924,True,16,0,2.1,多云,1.0,0.08,1.04,12,4.7,0,0.9,704,57.8,5.1,无
ORD000051,R023,Rider019,2024-01-02 09:37:00,9,False,False,39.92799114383298,116.42212646780213,39.89349764922696,116.42408365395602,39.93266459512356,116.36241431632648,10.67,3.83,6.83,日料,25.8,17.259922635267653,False,1,0,0.5,晴天,1.0,0.94,1.47,28,3.9,0,0.94,1116,89.2,25.8,交通拥堵
ORD000052,R035,Rider016,2024-01-07 09:45:00,9,True,False,39.91352370610059,116.42518928936651,39.868196047868096,116.44344141332652,39.917836887942364,116.40394345972673,11.73,5.27,6.46,快餐,40.4,25.71115889686835,True,25,1,7.4,晴天,1.0,0.45,1.22,13,3.6,1,0.83,67,92.5,17.4,写字楼电梯等待; 新餐厅备餐波动
ORD000053,R024,Rider009,2024-01-03 20:30:00,20,False,False,39.956331121492646,116.35742419187761,39.91199648382746,116.43085468615331,39.91316369927242,116.40790369603127,9.94,7.98,1.97,西餐,21.7,24.15943562584791,True,7,0,2.4,晴天,1.0,0.45,1.23,35,4.5,0,0.83,915,52.2,3.4,无
ORD000054,R029,Rider027,2024-01-04 04:14:00,4,False,False,39.9168341379979,116.34712506724787,39.929703617463716,116.41923019854394,39.886332661172375,116.38837314608125,11.82,6.33,5.49,快餐,12.0,20.396882791544094,False,26,0,13.0,晴天,1.0,0.2,1.1,21,3.8,0,0.86,1639,67.2,7.5,无电梯高楼层
ORD000055,R020,Rider021,2024-01-04 14:18:00,14,False,False,39.90013119897788,116.45738019602824,39.927930958411295,116.38011837635615,39.920748511998084,116.46108354017223,14.26,7.29,6.97,西餐,27.0,35.52060288238644,True,4,1,1.2,雾,1.25,0.37,1.18,23,4.6,0,0.9,297,68.9,16.6,天气影响(雾)
ORD000056,R004,Rider015,2024-01-04 10:35:00,10,False,False,39.96442180767624,116.40232477143591,39.90622584614064,116.3646575544136,39.90125555536833,116.39611115244051,9.97,7.22,2.75,火锅,13.5,16.82107099951814,True,22,0,3.8,大雨,1.35,0.44,1.22,18,5.0,0,0.76,1942,79.6,26.7,天气影响(大雨)
ORD000057,R015,Rider015,2024-01-06 09:11:00,9,True,False,39.87215732038401,116.44234514008298,39.945355864006494,116.41266659881865,39.90125555536833,116.39611115244051,13.61,8.51,5.1,快餐,9.9,17.321914591731804,True,30,1,5.1,晴天,1.0,0.24,1.12,18,5.0,0,0.82,1348,64.8,2.7,写字楼电梯等待
ORD000058,R019,Rider029,2024-01-03 09:45:00,9,False,False,39.905670329061984,116.3981269532303,39.94131048218809,116.36460563345823,39.9827701186798,116.39951113316586,10.37,4.89,5.49,日料,11.0,23.832090888104347,True,26,0,5.0,晴天,1.0,0.71,1.36,30,3.7,0,0.87,829,63.5,21.3,交通拥堵
ORD000059,R006,Rider005,2024-01-05 20:03:00,20,False,False,39.86292179031623,116.40137437118874,39.897316486385044,116.41908046739768,39.846276626340114,116.35110144902494,12.23,4.11,8.12,中餐,32.0,24.354421400859827,True,3,0,0.4,多云,1.0,0.25,1.13,17,4.9,0,0.82,1513,66.8,4.3,无
ORD000060,R024,Rider029,2024-01-03 17:15:00,17,False,True,39.90281912800675,116.40783515032808,39.91199648382746,116.43085468615331,39.9827701186798,116.39951113316586,10.52,2.22,8.3,西餐,34.2,25.42521284145579,True,22,0,2.5,多云,1.0,0.85,1.42,30,3.7,0,0.83,915,89.0,27.5,交通拥堵; 用餐高峰期
ORD000061,R008,Rider011,2024-01-04 15:34:00,15,False,False,39.89915584122721,116.33372408908168,39.91802448900446,116.40997770414891,39.99179211732871,116.37506806858579,15.57,6.85,8.72,火锅,26.7,27.679847499627424,False,1,1,0.5,晴天,1.0,0.34,1.17,28,4.5,0,0.81,1280,68.5,7.6,无
ORD000062,R045,Rider001,2024-01-02 20:13:00,20,False,False,39.8877237664029,116.39409380727686,39.93831052255901,116.42080670434322,39.91716665409954,116.40219427782529,8.9,6.06,2.84,日料,25.8,18.901392554309982,True,3,1,5.0,晴天,1.0,0.32,1.16,19,4.2,0,0.8,384,65.7,6.6,无
ORD000063,R038,Rider004,2024-01-03 18:52:00,18,False,True,39.859392662452514,116.48533370579159,39.93564059231985,116.38854290757573,39.8938632905673,116.45473929280564,19.16,11.84,7.32,中餐,21.3,24.00120359072764,True,8,1,2.1,大雨,1.35,0.85,1.42,9,4.7,0,0.85,1469,134.4,63.1,天气影响(大雨); 交通拥堵; 用餐高峰期
ORD000064,R009,Rider001,2024-01-05 22:32:00,22,False,False,39.91033314648549,116.38888175589565,39.84792969683381,116.3663965358334,39.91716665409954,116.40219427782529,15.47,7.19,8.27,西餐,21.8,22.859538542235935,True,2,1,2.9,雪,1.4,0.38,1.19,19,4.2,0,0.75,1622,104.4,39.1,天气影响(雪)
ORD000065,R007,Rider003,2024-01-07 16:39:00,16,True,False,39.91814380479444,116.41029047603895,39.926353997399865,116.4125410484357,39.97674666303516,116.42358331580469,6.61,0.93,5.67,火锅,41.2,30.097395568212377,True,14,0,2.2,小雨,1.15,0.45,1.23,12,4.5,1,0.71,49,74.7,18.1,天气影响(小雨); 新餐厅备餐波动
ORD000066,R048,Rider005,2024-01-02 11:42:00,11,False,True,39.897853059780836,116.45749468386643,39.87933014967234,116.39059456879409,39.846276626340114,116.35110144902494,11.07,6.08,4.99,日料,17.7,19.564371124947783,True,17,0,1.8,多云,1.0,0.94,1.47,17,4.9,0,0.94,1812,79.9,26.4,交通拥堵; 用餐高峰期
ORD000067,R040,Rider006,2024-01-02 18:32:00,18,False,True,39.94669334649681,116.4044677937164,39.91551888796381,116.45694052959438,39.8754622311499,116.39886211393153,12.33,5.67,6.67,西餐,35.1,25.86996646026807,True,29,0,4.2,小雨,1.15,0.91,1.46,27,3.9,0,0.85,1199,109.2,41.3,天气影响(小雨); 交通拥堵; 用餐高峰期
ORD000068,R007,Rider004,2024-01-01 20:52:00,20,False,False,39.858793526838724,116.34315048930101,39.926353997399865,116.4125410484357,39.8938632905673,116.45473929280564,14.67,9.57,5.1,火锅,41.2,26.49486580055398,False,12,0,6.0,晴天,1.0,0.32,1.16,9,4.7,1,0.71,49,87.5,7.1,无电梯高楼层; 新餐厅备餐波动
ORD000069,R004,Rider009,2024-01-07 10:57:00,10,True,False,39.97746489138634,116.39745536584932,39.90622584614064,116.3646575544136,39.91316369927242,116.40790369603127,12.17,8.39,3.78,火锅,17.9,23.787018399753954,False,7,0,3.5,多云,1.0,0.31,1.15,35,4.5,0,0.76,1942,59.4,7.3,无电梯高楼层
ORD000070,R045,Rider004,2024-01-06 15:43:00,15,True,False,39.941549848353525,116.44561076948828,39.93831052255901,116.42080670434322,39.8938632905673,116.45473929280564,7.87,2.15,5.72,日料,21.9,23.346439098468664,False,8,0,4.0,晴天,1.0,0.33,1.16,9,4.7,0,0.8,384,50.8,4.6,无电梯高楼层
ORD000071,R017,Rider021,2024-01-02 17:58:00,17,False,True,39.92859406175199,116.41899297266201,39.899361428650025,116.41952152570443,39.920748511998084,116.46108354017223,7.52,3.25,4.27,中餐,35.6,36.11151595251964,True,5,1,2.6,多云,1.0,0.89,1.45,23,4.6,0,0.91,1236,68.5,17.8,交通拥堵; 用餐高峰期
ORD000072,R031,Rider013,2024-01-06 10:54:00,10,True,False,39.914181927583925,116.35184491961468,39.875714428644635,116.38949308005311,39.92705390041307,116.44622095280053,12.83,5.35,7.49,中餐,34.9,33.455684890618066,False,15,0,7.5,多云,1.0,0.45,1.22,13,4.9,0,0.86,117,75.0,9.6,无电梯高楼层
ORD000073,R001,Rider026,2024-01-02 18:18:00,18,False,True,39.92662869129171,116.40409414127893,39.91910142459034,116.40325207096485,39.86014992380612,116.42690693099692,7.69,0.84,6.85,西餐,42.7,28.79884678619189,False,18,0,9.0,小雨,1.15,0.91,1.46,25,4.8,0,0.89,1738,113.3,45.6,天气影响(小雨); 交通拥堵; 无电梯高楼层; 用餐高峰期
ORD000074,R009,Rider025,2024-01-07 14:38:00,14,True,False,39.876075157813375,116.37492313363568,39.84792969683381,116.3663965358334,39.85202121997981,116.4341869019532,9.03,3.21,5.82,西餐,25.2,19.942545926388906,True,18,0,1.9,多云,1.0,0.14,1.07,23,3.7,0,0.75,1622,39.5,0.0,无
ORD000075,R038,Rider007,2024-01-01 06:08:00,6,False,False,39.97439247502399,116.39465006739015,39.93564059231985,116.38854290757573,39.8812319420477,116.34772102698165,11.31,4.33,6.98,中餐,10.9,33.31354591566609,False,21,0,10.5,晴天,1.0,0.42,1.21,20,3.7,0,0.85,1469,55.6,13.8,无电梯高楼层
ORD000076,R029,Rider028,2024-01-03 09:06:00,9,False,False,39.855772680567725,116.41046436281806,39.929703617463716,116.41923019854394,39.8468364452307,116.39973868704347,17.59,8.24,9.35,快餐,10.5,22.816644393553513,False,16,0,8.0,晴天,1.0,0.71,1.36,14,4.0,0,0.86,1639,86.9,22.1,交通拥堵; 无电梯高楼层
ORD000077,R046,Rider007,2024-01-07 09:41:00,9,True,False,39.92522451417794,116.41816089077047,39.90750898735901,116.3944992384245,39.8812319420477,116.34772102698165,7.77,2.82,4.95,中餐,20.1,36.18486861054355,False,15,0,7.5,晴天,1.0,0.45,1.22,20,3.7,0,0.9,704,46.0,5.5,无电梯高楼层
ORD000078,R015,Rider022,2024-01-06 19:39:00,19,True,True,39.90202163442158,116.38817408234047,39.945355864006494,116.41266659881865,39.88685398692913,116.39370765445501,11.94,5.25,6.69,快餐,20.6,27.29709573045137,True,19,0,2.0,晴天,1.0,0.72,1.36,34,4.0,0,0.82,1348,72.8,23.9,交通拥堵; 用餐高峰期
