origin,destination,route,airline,departure_date,search_date,booking_days,oil_price,oil_futures_price,oil_volatility,fuel_surcharge,is_holiday,is_promotion,discount_amount,event_impact,seasonal_effect,month,day_of_week,price
深圳,成都,深圳-成都,东方航空,2024-06-19,2024-04-25,55,67.99893581400583,78.50591362224681,0.025,80.0,0.0,0,0.0,1.171107353878041,1.171107353878041,6,2,1170.0
上海,深圳,上海-深圳,东方航空,2025-01-06,2024-12-13,24,100.28593456347346,83.11400204647953,0.02,110.43,0.0,0,0.0,0.886476816125799,0.886476816125799,1,0,827.0
上海,广州,上海-广州,中国国航,2024-02-19,2024-01-22,28,64.52449808212604,82.15953877746223,0.02,80.0,0.0,0,0.0,1.5659874991623366,1.5659874991623366,2,0,1849.0
深圳,成都,深圳-成都,深圳航空,2024-06-03,2024-05-30,4,68.01092082813545,79.3791782980909,0.02,80.0,0.0,0,0.0,1.2935085666444577,1.2935085666444577,6,0,1961.0
北京,上海,北京-上海,东方航空,2025-02-06,2024-11-27,71,100.96998307287969,80.55319174236985,0.03,70.97,0.0,0,0.0,0.769912871731751,0.769912871731751,2,3,377.0
北京,成都,北京-成都,东方航空,2024-06-23,2024-05-02,52,71.19366552857677,77.6285724486504,0.02,150.0,0.5,0,0.0,1.3286814363861104,1.3286814363861104,6,6,1659.0
北京,成都,北京-成都,深圳航空,2025-04-19,2025-01-24,85,102.19486731702511,78.42983995107112,0.03,205.49,0.5,0,0.0,1.4818017588539056,1.4818017588539056,4,5,1510.0
北京,广州,北京-广州,海南航空,2025-03-30,2025-03-27,3,102.8437467553479,81.34706528663752,0.02,207.11,0.5,0,0.0,0.8393572156656919,0.8393572156656919,3,6,1261.0
北京,广州,北京-广州,海南航空,2025-06-05,2025-04-14,52,104.30205039712577,78.1268510292356,0.025,210.76,0.0,0,0.0,1.3529546985896763,1.3529546985896763,6,3,1239.0
上海,深圳,上海-深圳,海南航空,2025-02-02,2025-01-31,2,101.45209396274488,80.58285488350867,0.02,112.18,0.5,0,0.0,1.4774351227015847,1.4774351227015847,2,6,2714.0
深圳,成都,深圳-成都,四川航空,2024-11-27,2024-10-24,34,87.27558781767263,76.84484217293806,0.02,90.91,0.0,0,0.0,1.364506302365514,1.364506302365514,11,2,1260.0
深圳,成都,深圳-成都,中国国航,2024-08-22,2024-07-17,36,73.24101004780229,84.39004155420734,0.02,80.0,0.0,0,0.0,1.2602927813345726,1.2602927813345726,8,3,1311.0
上海,广州,上海-广州,四川航空,2025-02-16,2024-12-02,76,101.18542167234138,78.9620241048775,0.025,111.78,0.5,0,0.0,0.7911867639010071,0.7911867639010071,2,6,836.0
北京,广州,北京-广州,东方航空,2025-05-05,2025-03-06,60,98.17405155566719,77.72773839353351,0.025,195.44,1.0,0,0.0,0.8358100651491815,0.8358100651491815,5,0,1016.0
北京,上海,北京-上海,海南航空,2024-03-21,2024-01-24,57,66.00607169547366,75.7428860434258,0.025,50.0,0.0,0,0.0,1.5102972210498682,1.5102972210498682,3,3,955.0
北京,上海,北京-上海,深圳航空,2024-06-13,2024-04-11,63,69.47519773209858,79.33581200151858,0.025,50.0,0.0,0,0.0,1.165386986401165,1.165386986401165,6,3,446.0
北京,上海,北京-上海,四川航空,2024-04-22,2024-03-10,43,72.1258703873752,74.41788889845888,0.02,50.0,0.0,0,0.0,0.8077324961454764,0.8077324961454764,4,0,528.0
深圳,成都,深圳-成都,深圳航空,2024-11-15,2024-10-25,21,88.21396504408506,79.13144159506139,0.02,92.32,0.0,0,0.0,1.3893940019774287,1.3893940019774287,11,4,1359.0
北京,成都,北京-成都,中国国航,2024-03-31,2024-01-31,60,65.75327737728786,75.54980530109998,0.025,150.0,0.5,0,0.0,1.3579266193000028,1.3579266193000028,3,6,1665.0
北京,上海,北京-上海,深圳航空,2025-01-28,2024-12-08,51,98.36632047503248,78.60064567538356,0.02,68.37,1.0,0,0.0,0.8529768689813073,0.8529768689813073,1,1,872.0
北京,上海,北京-上海,南方航空,2025-01-12,2024-12-05,38,100.11742027332131,79.37372950940603,0.02,70.12,0.5,0,0.0,0.7667514678437298,0.7667514678437298,1,6,518.0
北京,广州,北京-广州,中国国航,2024-11-05,2024-08-12,85,72.66771545988391,75.97928844042063,0.03,150.0,0.0,1,0.20632364118625796,1.0030000521044469,1.263739357946314,11,1,693.0
上海,深圳,上海-深圳,中国国航,2024-02-29,2024-01-14,46,67.09334239957398,84.27566751067917,0.02,80.0,0.0,0,0.0,1.4383207106443034,1.4383207106443034,2,3,1192.0
北京,上海,北京-上海,中国国航,2024-01-26,2024-01-09,17,67.51006691171072,79.66985070423064,0.02,50.0,0.0,0,0.0,1.317947407933762,1.317947407933762,1,4,971.0
北京,上海,北京-上海,南方航空,2024-02-16,2024-02-05,11,64.61951476156581,81.22472716291146,0.02,50.0,1.0,0,0.0,1.533657311728494,1.533657311728494,2,4,2488.0
北京,上海,北京-上海,四川航空,2024-07-22,2024-06-08,44,72.24343154676258,81.41035444679468,0.02,50.0,0.0,0,0.0,1.0,1.0,7,0,641.0
上海,广州,上海-广州,南方航空,2024-04-11,2024-02-28,43,71.51306021946458,80.05508718800597,0.025,80.0,0.0,1,0.2355691843547535,1.1869000539173609,1.5526585658579362,4,3,1225.0
上海,深圳,上海-深圳,南方航空,2024-05-15,2024-02-23,82,71.15129559710145,79.58051261968984,0.03,80.0,0.0,0,0.0,1.3224732006498925,1.3224732006498925,5,2,1014.0
上海,广州,上海-广州,东方航空,2024-08-23,2024-06-15,69,69.90701990221302,79.847807221244,0.025,80.0,0.0,0,0.0,1.0,1.0,8,4,1078.0
北京,广州,北京-广州,东方航空,2025-05-02,2025-03-25,38,104.62822613380102,77.5617514256293,0.025,211.57,1.0,0,0.0,0.8241257158776958,0.8241257158776958,5,4,1433.0
北京,广州,北京-广州,东方航空,2024-03-25,2024-01-13,72,68.60846743689967,75.48337666277095,0.025,150.0,0.0,0,0.0,1.4604437443654947,1.4604437443654947,3,0,1267.0
深圳,成都,深圳-成都,海南航空,2025-02-27,2024-12-11,78,98.6151554620309,80.23931869900917,0.025,107.92,0.0,0,0.0,0.8967041738942348,0.8967041738942348,2,3,718.0
上海,深圳,上海-深圳,四川航空,2024-11-03,2024-09-13,51,85.08050005390001,75.12921077356731,0.025,87.62,0.5,0,0.0,1.398823869555335,1.398823869555335,11,6,1128.0
北京,上海,北京-上海,深圳航空,2025-01-28,2024-11-01,88,90.32918824175992,81.47971868681849,0.025,60.33,1.0,0,0.0,0.7916923592010066,0.7916923592010066,1,1,735.0
北京,广州,北京-广州,四川航空,2025-01-31,2025-01-02,29,97.81721879674538,77.4941322595135,0.02,194.54,1.0,0,0.0,1.4633348331018814,1.4633348331018814,1,4,2851.0
北京,成都,北京-成都,南方航空,2025-05-23,2025-03-05,79,98.56553099251317,78.33130400100738,0.025,196.41,0.0,0,0.0,0.7251212527729061,0.7251212527729061,5,4,901.0
北京,广州,北京-广州,中国国航,2024-04-08,2024-04-05,3,65.4119227330615,79.27444889868362,0.02,150.0,0.0,0,0.0,1.2569043598062017,1.2569043598062017,4,0,2113.0
北京,广州,北京-广州,中国国航,2024-08-09,2024-06-25,45,73.69582625086404,83.46138154860934,0.025,150.0,0.0,0,0.0,1.0,1.0,8,4,1171.0
北京,上海,北京-上海,海南航空,2024-02-22,2024-01-31,22,65.75327737728786,80.0520914396557,0.02,50.0,0.0,0,0.0,1.521910060767366,1.521910060767366,2,3,999.0
北京,上海,北京-上海,海南航空,2025-05-08,2025-02-25,72,99.88798108470378,79.4395609843408,0.03,69.89,0.0,0,0.0,1.543121453654705,1.543121453654705,5,3,1044.0
北京,成都,北京-成都,海南航空,2024-03-28,2024-03-21,7,70.94646799134115,79.794649153421,0.02,150.0,0.0,0,0.0,0.7915376791688713,0.7915376791688713,3,3,1721.0
上海,广州,上海-广州,海南航空,2024-04-29,2024-03-23,37,68.23426842062604,77.45828824766265,0.02,80.0,0.0,0,0.0,0.7261472163578518,0.7261472163578518,4,0,622.0
深圳,成都,深圳-成都,四川航空,2024-09-07,2024-08-18,20,76.25121110272161,79.38159186705361,0.02,80.0,0.5,0,0.0,1.2521928668603284,1.2521928668603284,9,5,1782.0
北京,上海,北京-上海,深圳航空,2024-12-23,2024-11-01,52,90.32918824175992,80.83113469649923,0.02,60.33,0.0,0,0.0,0.7656815222447017,0.7656815222447017,12,0,381.0
上海,广州,上海-广州,深圳航空,2024-12-12,2024-09-16,87,86.64172637264521,75.38106221141742,0.03,89.96,0.0,0,0.0,1.4415302876675513,1.4415302876675513,12,3,1012.0
上海,深圳,上海-深圳,海南航空,2025-06-13,2025-03-24,81,103.57403227976093,75.86314702176134,0.03,115.36,0.0,0,0.0,0.8244895228527332,0.8244895228527332,6,4,582.0
北京,成都,北京-成都,南方航空,2025-01-30,2024-11-25,66,99.35585633031606,80.93414456869442,0.025,198.39,1.0,0,0.0,0.8299085336673898,0.8299085336673898,1,3,1601.0
北京,上海,北京-上海,海南航空,2024-07-10,2024-06-02,38,68.94606567772557,81.15016715616807,0.02,50.0,0.0,0,0.0,1.0,1.0,7,2,750.0
北京,广州,北京-广州,中国国航,2024-01-28,2024-01-13,15,68.60846743689967,78.32745777193517,0.02,150.0,0.5,0,0.0,1.3645641308651004,1.3645641308651004,1,6,2377.0
上海,深圳,上海-深圳,南方航空,2024-07-12,2024-06-22,20,73.99926249808807,81.58555914966878,0.02,80.0,0.0,0,0.0,1.0,1.0,7,4,966.0
北京,广州,北京-广州,海南航空,2024-12-19,2024-10-02,78,92.45317013068578,79.43596829501837,0.025,181.13,0.0,0,0.0,1.543797743997584,1.543797743997584,12,3,1322.0
上海,深圳,上海-深圳,中国国航,2024-11-11,2024-08-28,75,76.90836923610834,76.45859419543731,0.03,80.0,0.0,0,0.0,1.3541158414894774,1.3541158414894774,11,0,951.0
北京,成都,北京-成都,南方航空,2024-08-09,2024-07-15,25,73.2071406434324,84.26235988989808,0.02,150.0,0.0,0,0.0,1.3751022438481513,1.3751022438481513,8,4,1742.0
北京,上海,北京-上海,东方航空,2024-06-05,2024-03-20,77,69.59332090407703,79.36018435686623,0.03,50.0,0.0,0,0.0,0.7276399881094107,0.7276399881094107,6,2,377.0
北京,广州,北京-广州,南方航空,2024-05-28,2024-03-03,86,75.17078390297628,79.16093679637862,0.025,150.0,0.0,0,0.0,0.8467964950622373,0.8467964950622373,5,1,1006.0
上海,广州,上海-广州,深圳航空,2025-05-05,2025-04-02,33,106.62534144591022,81.50187463053697,0.02,119.94,1.0,0,0.0,1.1876739578217397,1.1876739578217397,5,0,1630.0
北京,广州,北京-广州,中国国航,2024-08-15,2024-08-06,9,72.65873552599066,80.91547602127673,0.02,150.0,0.0,0,0.0,1.4545090239717087,1.4545090239717087,8,3,2639.0
深圳,成都,深圳-成都,东方航空,2024-10-26,2024-10-17,9,89.62838582132927,76.24992981398192,0.02,94.44,0.5,0,0.0,1.2520428484675403,1.2520428484675403,10,5,2267.0
北京,广州,北京-广州,东方航空,2024-02-09,2024-01-16,24,66.3188066593957,79.03243181695726,0.02,150.0,0.0,0,0.0,1.430320628128279,1.430320628128279,2,4,1890.0
上海,深圳,上海-深圳,东方航空,2025-05-01,2025-03-20,42,103.3646601721706,75.95472161027268,0.025,115.05,1.0,0,0.0,0.7993975730272231,0.7993975730272231,5,3,778.0
北京,上海,北京-上海,东方航空,2025-02-17,2024-12-10,69,99.03811580321901,77.85333358596921,0.025,69.04,0.0,0,0.0,0.7521758614546487,0.7521758614546487,2,0,500.0
北京,上海,北京-上海,深圳航空,2025-06-10,2025-05-30,11,96.94377882891219,77.77787452300578,0.02,66.94,0.0,0,0.0,1.3987220860035008,1.3987220860035008,6,1,1152.0
上海,广州,上海-广州,东方航空,2025-05-27,2025-03-20,68,103.3646601721706,76.1017150826443,0.025,115.05,0.0,0,0.0,0.8356533771023419,0.8356533771023419,5,1,711.0
北京,广州,北京-广州,四川航空,2024-10-30,2024-09-21,39,87.92577162392449,73.68931462085791,0.02,169.81,0.0,0,0.0,1.4231005140531963,1.4231005140531963,10,2,1640.0
深圳,成都,深圳-成都,深圳航空,2025-06-17,2025-05-19,29,102.9916626699238,78.67944364239438,0.02,114.49,0.0,0,0.0,1.2939900950075613,1.2939900950075613,6,1,1410.0
上海,深圳,上海-深圳,深圳航空,2025-05-19,2025-05-17,2,104.49595338210453,75.6726710467633,0.02,116.74,0.0,0,0.0,1.3587945776700452,1.3587945776700452,5,0,1787.0
上海,深圳,上海-深圳,深圳航空,2025-01-16,2024-11-15,62,99.02112063664477,83.82084351498102,0.025,108.53,0.0,0,0.0,0.8103485798080095,0.8103485798080095,1,3,713.0
上海,深圳,上海-深圳,南方航空,2025-04-30,2025-03-28,33,103.3070564697084,76.14609941270113,0.02,114.96,0.0,1,0.16792347304045435,0.6117316677390426,0.7351867862134563,4,2,438.0
北京,上海,北京-上海,南方航空,2024-09-10,2024-06-19,83,72.83555421462532,79.71691533743967,0.03,50.0,0.0,0,0.0,1.0,1.0,9,1,631.0
上海,深圳,上海-深圳,深圳航空,2024-11-18,2024-08-30,80,77.90677297372204,75.28911630225656,0.03,80.0,0.0,0,0.0,1.2666439705992092,1.2666439705992092,11,0,974.0
上海,深圳,上海-深圳,四川航空,2025-06-08,2025-05-27,12,98.9586360086829,78.65111373979369,0.02,108.44,0.5,0,0.0,1.1927238412760852,1.1927238412760852,6,6,1194.0
上海,广州,上海-广州,海南航空,2024-04-28,2024-04-23,5,71.03773262283197,79.58577552520214,0.02,80.0,0.5,0,0.0,1.2431115398750658,1.2431115398750658,4,6,2386.0
北京,上海,北京-上海,南方航空,2025-04-02,2025-03-21,12,102.18805791986362,76.45388736659581,0.02,72.19,0.0,0,0.0,0.8147618720270547,0.8147618720270547,4,2,742.0
深圳,成都,深圳-成都,中国国航,2025-01-11,2024-10-18,85,89.30570910089651,84.07547360533042,0.03,93.96,0.5,0,0.0,1.505658427774695,1.505658427774695,1,5,1759.0
深圳,成都,深圳-成都,四川航空,2025-04-15,2025-02-24,50,101.94610270293387,74.97487257604955,0.025,112.92,0.0,0,0.0,1.430256134487896,1.430256134487896,4,1,1439.0
上海,深圳,上海-深圳,中国国航,2025-01-25,2025-01-13,12,99.15787236796369,80.80915262037884,0.02,108.74,0.5,0,0.0,1.4699296462882716,1.4699296462882716,1,5,2097.0
北京,成都,北京-成都,东方航空,2025-01-20,2024-12-11,40,98.6151554620309,81.7944166521104,0.02,196.54,0.0,0,0.0,0.8030966512874438,0.8030966512874438,1,0,1181.0
上海,深圳,上海-深圳,中国国航,2025-01-01,2024-12-06,26,98.08088800204344,80.46446321214279,0.02,107.12,1.0,0,0.0,0.8601555033780585,0.8601555033780585,1,2,1265.0
上海,深圳,上海-深圳,深圳航空,2024-05-25,2024-03-12,74,72.05939474547654,77.18063265227775,0.025,80.0,0.5,0,0.0,0.7461467511863955,0.7461467511863955,5,5,492.0
深圳,成都,深圳-成都,东方航空,2025-03-04,2025-01-22,41,99.8315646063431,73.98586175365406,0.025,109.75,0.0,0,0.0,1.5919471788449302,1.5919471788449302,3,1,1506.0
北京,成都,北京-成都,南方航空,2025-01-11,2024-11-07,65,96.4644237676743,80.7926568761156,0.025,191.16,0.5,0,0.0,0.7246546372543579,0.7246546372543579,1,5,1206.0
北京,成都,北京-成都,东方航空,2024-11-23,2024-10-23,31,89.68944638794629,79.64221213093519,0.02,174.22,0.5,0,0.0,1.2690550075399734,1.2690550075399734,11,5,1357.0
北京,广州,北京-广州,深圳航空,2024-05-11,2024-04-30,11,69.31479944984721,82.49176842382286,0.02,150.0,0.5,0,0.0,1.3109061108319762,1.3109061108319762,5,5,1907.0
上海,深圳,上海-深圳,中国国航,2025-02-15,2025-02-13,2,106.94280435368653,78.84802138278035,0.02,120.41,0.5,0,0.0,1.509196505084841,1.509196505084841,2,5,2700.0
北京,上海,北京-上海,四川航空,2024-03-20,2024-02-04,45,64.66404239192488,73.6750901022334,0.02,50.0,0.0,0,0.0,1.5003818003310057,1.5003818003310057,3,2,864.0
深圳,成都,深圳-成都,南方航空,2024-06-06,2024-04-06,61,66.13421205180362,78.02421876148702,0.025,80.0,0.0,0,0.0,1.2314662528554072,1.2314662528554072,6,3,1180.0
北京,成都,北京-成都,南方航空,2024-08-20,2024-06-13,68,72.3863136113484,81.57472886502485,0.025,150.0,0.0,0,0.0,1.0,1.0,8,1,1021.0
上海,深圳,上海-深圳,中国国航,2024-11-09,2024-10-01,39,93.31413413766712,75.07852482500587,0.02,99.97,0.5,0,0.0,1.5314062400512582,1.5314062400512582,11,5,1341.0
上海,深圳,上海-深圳,深圳航空,2025-05-15,2025-05-13,2,102.95641669886506,80.08583032924405,0.02,114.43,0.0,0,0.0,1.2409037812056318,1.2409037812056318,5,3,1897.0
上海,深圳,上海-深圳,东方航空,2025-03-02,2025-02-16,14,107.70429039321074,78.4260651424068,0.02,121.56,0.5,0,0.0,1.4706147148284463,1.4706147148284463,3,6,1759.0
北京,成都,北京-成都,南方航空,2024-03-08,2024-01-01,67,74.69889727712014,73.15191899840448,0.025,150.0,0.0,0,0.0,1.31361059352437,1.31361059352437,3,4,1317.0
北京,广州,北京-广州,东方航空,2024-07-20,2024-06-27,23,77.94662612488743,79.8908578607497,0.02,150.0,0.5,0,0.0,1.0,1.0,7,5,1498.0
北京,广州,北京-广州,中国国航,2025-05-31,2025-03-18,74,103.02465299276095,80.07061628680178,0.025,207.56,1.0,0,0.0,0.7768630105319481,0.7768630105319481,5,5,989.0
北京,上海,北京-上海,深圳航空,2024-09-04,2024-08-05,30,70.32830611320283,76.10695414226586,0.02,50.0,0.0,0,0.0,1.2880909733493806,1.2880909733493806,9,2,1048.0
上海,深圳,上海-深圳,海南航空,2024-11-15,2024-11-11,4,100.03300837291167,76.57013813249748,0.02,110.05,0.0,0,0.0,0.8080815866485012,0.8080815866485012,11,4,879.0
北京,成都,北京-成都,东方航空,2024-06-27,2024-05-27,31,68.5310815880592,81.60719859024267,0.02,150.0,0.0,0,0.0,1.3396868746895918,1.3396868746895918,6,3,1319.0
上海,广州,上海-广州,中国国航,2024-12-26,2024-11-06,50,95.26097055927212,78.25772322516003,0.02,102.89,0.0,0,0.0,0.8466812038318402,0.8466812038318402,12,3,751.0
北京,上海,北京-上海,海南航空,2024-10-19,2024-09-04,45,80.36223881946098,77.51288933137937,0.02,50.36,0.5,0,0.0,1.4749485881072244,1.4749485881072244,10,5,1060.0
深圳,成都,深圳-成都,中国国航,2025-01-04,2024-11-21,44,100.79699083004803,81.65892281080048,0.025,111.2,0.5,0,0.0,0.8278412038928055,0.8278412038928055,1,5,1092.0
深圳,成都,深圳-成都,南方航空,2024-11-18,2024-09-13,66,85.08050005390001,75.71056736125925,0.025,87.62,0.0,0,0.0,1.3722665333869852,1.3722665333869852,11,0,1044.0
深圳,成都,深圳-成都,深圳航空,2025-02-28,2024-12-30,60,93.60802146672964,79.66430944594988,0.025,100.41,0.0,0,0.0,0.7796480258307562,0.7796480258307562,2,4,1064.0
北京,广州,北京-广州,四川航空,2024-05-13,2024-04-30,13,69.31479944984721,78.94781946237867,0.02,150.0,0.0,0,0.0,1.3619313685604608,1.3619313685604608,5,0,1532.0
北京,广州,北京-广州,海南航空,2024-10-27,2024-08-30,58,77.90677297372204,79.02822748613698,0.025,150.0,0.5,0,0.0,1.4822584540310888,1.4822584540310888,10,6,1657.0
北京,广州,北京-广州,中国国航,2025-01-16,2024-11-19,58,98.71981792440467,78.64731978656549,0.025,196.8,0.0,0,0.0,0.8029600017584693,0.8029600017584693,1,3,965.0
深圳,成都,深圳-成都,深圳航空,2025-05-21,2025-04-19,32,107.86469307689616,78.2408764779024,0.02,121.8,0.0,0,0.0,1.3083513807273588,1.3083513807273588,5,2,1307.0
北京,成都,北京-成都,四川航空,2024-12-18,2024-10-30,49,90.20382150110039,81.01665951848521,0.025,175.51,0.0,0,0.0,1.4874481868195382,1.4874481868195382,12,2,1494.0
北京,上海,北京-上海,南方航空,2024-06-05,2024-05-12,24,72.36760427194017,76.79132113551115,0.02,50.0,0.0,0,0.0,1.3759065508394333,1.3759065508394333,6,2,827.0
北京,成都,北京-成都,中国国航,2024-11-23,2024-09-02,82,80.84553975086466,79.0620775997314,0.025,152.11,0.5,0,0.0,1.3182553844237643,1.3182553844237643,11,5,1265.0
北京,成都,北京-成都,南方航空,2024-08-09,2024-08-08,1,71.91951950306417,80.21856421681471,0.02,150.0,0.0,0,0.0,1.4933589000833813,1.4933589000833813,8,4,2945.0
深圳,成都,深圳-成都,海南航空,2024-03-30,2024-03-19,11,70.65074601153941,77.62572652357768,0.02,80.0,0.5,0,0.0,0.7227344388729117,0.7227344388729117,3,5,1101.0
北京,广州,北京-广州,四川航空,2024-06-02,2024-05-28,5,68.83453443627627,76.02544039422656,0.02,150.0,0.5,0,0.0,1.2282810581000507,1.2282810581000507,6,6,2466.0
北京,广州,北京-广州,中国国航,2024-11-14,2024-09-29,46,91.29927639882145,75.73412799440005,0.025,178.25,0.0,0,0.0,1.2551225498506955,1.2551225498506955,11,3,1291.0
北京,上海,北京-上海,深圳航空,2025-04-24,2025-02-05,78,100.7965689391393,76.94626869762129,0.025,70.8,0.0,0,0.0,1.319768905925073,1.319768905925073,4,3,693.0
上海,深圳,上海-深圳,中国国航,2024-11-14,2024-08-20,86,76.39509236080916,75.92082108972019,0.03,80.0,0.0,0,0.0,1.4223831896227213,1.4223831896227213,11,3,846.0
北京,上海,北京-上海,南方航空,2025-04-11,2025-03-04,38,98.225922168586,74.77563516600408,0.02,68.23,0.0,0,0.0,0.7860491548536406,0.7860491548536406,4,4,432.0
北京,成都,北京-成都,中国国航,2024-09-11,2024-08-17,25,76.62821012994868,80.55001489163847,0.02,150.0,0.0,0,0.0,1.4245085530280641,1.4245085530280641,9,2,1776.0
北京,上海,北京-上海,中国国航,2025-06-26,2025-05-03,54,107.29711002046139,77.36676209912143,0.02,77.3,0.0,0,0.0,1.2648343059748033,1.2648343059748033,6,3,845.0
北京,广州,北京-广州,东方航空,2024-11-06,2024-08-12,86,72.66771545988391,78.70985376441462,0.03,150.0,0.0,0,0.0,1.427450289345415,1.427450289345415,11,2,1191.0
北京,广州,北京-广州,四川航空,2024-11-13,2024-11-02,11,90.75029508243396,80.04038462469661,0.02,176.88,0.0,0,0.0,0.8353669399942676,0.8353669399942676,11,2,1117.0
上海,深圳,上海-深圳,深圳航空,2024-08-12,2024-06-30,43,76.94777649204332,81.50827155970477,0.025,80.0,0.0,0,0.0,1.0,1.0,8,0,1021.0
北京,成都,北京-成都,南方航空,2025-01-04,2024-11-01,64,90.32918824175992,78.02386899093374,0.025,175.82,0.5,0,0.0,0.7093014672288317,0.7093014672288317,1,5,867.0
