user_id,movie_id,rating,rating_date
U041,M091,3.4,2026-02-04
U074,M069,2.5,2026-02-22
U096,M175,3.4,2026-02-18
U064,M189,1.6,2026-02-13
U031,M189,2.3,2026-01-23
U034,M053,3.0,2026-01-29
U026,M064,2.5,2025-07-14
U046,M040,3.8,2026-04-02
U016,M021,2.4,2025-06-14
U085,M127,2.6,2025-07-16
U001,M196,3.3,2025-08-22
U006,M124,3.9,2025-11-17
U080,M081,2.3,2025-09-16
U074,M071,3.3,2025-09-17
U024,M196,2.9,2025-09-07
U036,M102,2.4,2026-02-02
U097,M148,3.3,2026-03-22
U007,M135,3.2,2025-10-22
U062,M139,2.9,2026-05-10
U065,M089,3.0,2025-11-06
U088,M199,2.9,2026-02-26
U059,M031,3.4,2025-06-03
U067,M118,3.5,2025-12-16
U089,M003,3.6,2026-05-20
U087,M054,2.6,2025-11-13
U075,M026,4.2,2025-12-11
U047,M157,1.9,2026-01-14
U024,M141,2.8,2026-01-12
U031,M069,3.5,2025-09-27
U079,M088,3.2,2025-11-20
U024,M128,2.8,2025-10-21
U027,M108,3.2,2025-06-02
U097,M096,2.8,2025-11-21
U052,M072,3.0,2025-10-08
U024,M147,3.4,2026-03-20
U074,M176,3.5,2026-01-29
U013,M185,3.1,2026-01-08
U031,M143,3.5,2025-10-17
U049,M051,3.4,2026-03-13
U095,M039,3.5,2025-09-26
U002,M046,3.3,2025-10-23
U064,M035,2.6,2025-07-08
U067,M137,2.5,2025-12-16
U063,M077,3.4,2026-01-18
U072,M146,3.9,2026-05-02
U051,M026,2.9,2025-06-07
U021,M016,2.9,2026-02-05
U033,M122,3.9,2025-07-08
U013,M116,2.9,2025-12-06
U034,M093,3.3,2025-11-23
U072,M143,3.0,2026-01-15
U045,M006,3.0,2025-10-28
U016,M090,3.6,2025-06-13
U078,M051,3.5,2025-08-04
U074,M167,3.4,2025-06-28
U069,M045,4.0,2026-01-01
U046,M084,3.1,2025-06-16
U066,M125,3.2,2025-10-10
U011,M098,2.8,2025-07-16
U037,M119,3.2,2025-07-07
U019,M043,3.0,2025-07-03
U044,M108,3.1,2025-07-07
U079,M147,3.3,2025-10-31
U010,M021,2.4,2026-03-05
U044,M059,4.3,2025-12-17
U041,M168,2.5,2025-12-28
U091,M069,2.6,2025-07-21
U083,M102,3.8,2026-01-08
U057,M200,3.6,2025-11-22
U096,M151,3.7,2025-09-02
U058,M106,3.2,2026-03-02
U024,M006,2.8,2026-03-23
U094,M061,2.8,2025-06-22
U033,M191,2.9,2025-06-02
U096,M021,2.9,2026-02-08
U022,M102,3.2,2026-04-04
U013,M017,2.8,2025-09-26
U071,M014,3.2,2026-05-13
U099,M102,3.0,2025-08-31
U098,M022,3.1,2026-04-03
U034,M159,3.5,2026-03-08
U011,M168,2.0,2025-11-08
U040,M059,3.4,2026-01-20
U095,M073,3.3,2025-10-12
U081,M033,2.8,2026-03-20
U068,M044,2.8,2026-05-12
U005,M170,3.4,2025-11-25
U042,M122,2.0,2025-09-29
U070,M070,2.4,2025-08-19
U057,M035,2.8,2025-06-03
U070,M046,2.8,2025-07-28
U077,M117,3.2,2025-07-07
U096,M163,4.0,2025-08-11
U056,M135,3.3,2025-07-03
U082,M137,3.4,2025-12-19
U045,M124,3.1,2025-08-23
U030,M023,2.3,2025-10-12
U040,M094,3.5,2025-10-27
U034,M040,3.4,2025-12-22
U002,M001,3.3,2025-09-01
U098,M035,3.3,2025-12-01
U037,M121,3.7,2025-08-26
U002,M177,3.7,2025-09-17
U097,M123,3.4,2025-12-24
U002,M197,3.5,2025-10-18
U038,M153,3.3,2026-01-28
U001,M141,3.2,2025-11-16
U025,M106,3.2,2025-08-12
U056,M102,3.2,2026-01-19
U021,M184,3.2,2025-06-30
U050,M097,2.3,2026-02-03
U034,M021,3.0,2025-10-22
U081,M062,3.1,2025-09-04
U098,M157,4.0,2025-06-05
U088,M070,3.7,2026-01-01
U084,M191,4.6,2025-08-27
U035,M106,2.5,2026-02-19
U009,M047,3.9,2026-03-18
U038,M029,2.8,2025-07-04
U059,M159,4.2,2025-10-07
U035,M180,2.3,2025-07-12
U063,M049,2.5,2025-12-13
U003,M039,2.8,2026-05-01
U069,M006,2.2,2026-02-20
U014,M073,3.1,2026-01-09
U017,M184,2.4,2025-10-14
U094,M003,3.1,2026-01-27
U012,M039,3.0,2026-05-19
U064,M056,3.8,2025-12-02
U054,M080,3.7,2025-09-13
U048,M119,3.0,2025-06-04
U005,M085,2.9,2026-04-15
U097,M038,3.7,2026-04-28
U035,M199,2.1,2025-11-07
U010,M140,4.2,2025-09-28
U024,M050,3.6,2026-01-18
U049,M004,2.4,2026-03-25
U099,M183,2.5,2026-01-19
U050,M198,3.5,2025-10-12
U032,M189,3.2,2026-05-09
U026,M118,3.3,2026-04-08
U067,M171,2.2,2026-02-09
U061,M100,3.0,2025-06-12
U040,M083,3.7,2026-03-06
U081,M187,3.1,2026-05-05
U096,M141,3.3,2025-09-02
U016,M065,3.3,2025-09-22
U082,M077,2.4,2026-02-14
U047,M014,3.0,2025-06-19
U028,M029,2.9,2026-01-26
U082,M112,3.7,2025-12-11
U002,M043,3.4,2026-01-05
U075,M031,2.5,2025-11-05
U032,M003,2.5,2026-05-05
U075,M177,3.6,2025-09-25
U089,M153,2.9,2026-03-08
U048,M198,2.9,2026-04-11
U032,M041,3.8,2025-09-13
U012,M176,2.8,2025-07-14
U044,M195,4.1,2025-07-10
U008,M016,3.3,2025-11-25
U083,M040,3.9,2025-06-01
U069,M028,3.8,2026-03-23
U063,M060,2.8,2025-12-15
U072,M166,3.8,2025-11-30
U057,M188,3.5,2026-02-17
U003,M177,3.8,2025-11-14
U046,M186,2.4,2026-03-19
U033,M011,3.4,2025-09-20
U091,M113,3.8,2025-08-13
U038,M139,2.4,2025-06-04
U024,M140,1.8,2025-11-29
U042,M188,3.0,2025-09-29
U036,M154,2.9,2025-08-16
U021,M018,4.1,2025-08-28
U020,M116,3.6,2025-12-26
U034,M139,3.7,2025-11-20
U059,M001,2.6,2025-07-04
U065,M098,2.2,2026-02-21
U003,M159,3.1,2025-11-21
U100,M159,3.7,2026-01-24
U042,M185,3.2,2026-04-24
U085,M138,1.7,2025-11-09
U025,M135,2.8,2025-06-11
U064,M197,2.4,2025-08-17
U020,M157,3.5,2026-01-02
U042,M105,3.0,2025-07-02
U042,M029,2.7,2026-04-07
U067,M169,3.2,2026-04-22
U006,M034,2.6,2026-02-24
U005,M052,3.5,2026-04-02
U063,M050,3.9,2026-04-06
U005,M147,2.6,2025-07-02
U050,M169,3.5,2025-09-18
U068,M160,2.6,2025-06-01
U076,M066,2.5,2026-05-01
U047,M057,3.3,2025-07-20
U092,M019,3.1,2026-05-20
U027,M168,2.6,2025-09-17
U011,M120,2.5,2025-07-03
U008,M093,3.9,2025-08-14
U096,M107,3.7,2025-11-19
U091,M015,2.4,2025-07-15
U035,M136,2.6,2026-05-06
U094,M019,3.2,2025-12-22
U010,M056,3.1,2025-09-03
U013,M026,3.5,2026-01-28
U069,M099,4.0,2026-02-18
U032,M146,3.3,2025-07-10
U023,M143,2.7,2025-08-14
U054,M192,1.7,2026-04-02
U099,M164,2.6,2025-08-04
U046,M173,3.7,2025-10-04
U090,M171,3.7,2025-10-20
U014,M043,3.1,2026-02-23
U071,M103,3.7,2025-09-10
U044,M169,3.5,2026-03-07
U069,M154,4.6,2025-10-12
U046,M081,3.8,2025-08-18
U042,M096,2.7,2025-10-27
U098,M163,2.7,2025-10-18
U093,M083,2.5,2025-07-19
U031,M145,3.2,2025-08-20
U028,M097,2.2,2025-08-18
U096,M066,2.1,2025-11-23
U058,M115,2.7,2025-11-04
U001,M186,2.4,2026-05-09
U037,M153,4.0,2026-05-18
U067,M035,3.7,2025-12-23
U001,M077,2.9,2026-02-02
U028,M081,4.1,2026-05-15
U099,M177,3.6,2026-01-05
U071,M131,2.9,2025-08-15
U074,M147,4.3,2026-03-08
U013,M010,3.2,2025-10-03
U034,M094,3.4,2025-08-01
U032,M060,2.8,2026-01-15
U039,M024,2.3,2025-08-07
U052,M146,3.4,2026-02-04
U062,M045,2.4,2025-09-19
U089,M180,3.1,2025-08-04
U013,M153,2.6,2025-07-02
U039,M010,2.9,2025-08-04
U049,M021,2.7,2026-04-28
U099,M086,2.4,2025-11-29
U056,M107,3.2,2026-03-26
U099,M059,2.8,2025-06-26
U078,M003,3.3,2025-07-06
U100,M162,3.2,2025-11-12
U007,M079,3.2,2025-08-31
U006,M082,2.5,2025-08-23
U073,M039,2.8,2025-12-10
U065,M179,3.4,2026-02-02
U020,M013,3.4,2025-06-16
U094,M101,2.8,2025-10-10
U097,M153,3.1,2025-08-05
U065,M024,3.3,2026-02-02
U056,M075,2.4,2025-11-06
U019,M034,3.6,2025-12-05
U011,M122,2.5,2025-08-07
U096,M013,3.8,2025-08-19
U052,M068,2.5,2026-04-13
U052,M129,2.0,2025-10-16
U100,M179,2.4,2026-03-21
U072,M051,3.7,2025-09-19
U051,M167,2.4,2025-08-07
U026,M144,3.8,2025-07-15
U095,M135,2.4,2026-01-20
U032,M019,3.2,2026-01-10
U100,M111,2.6,2025-12-12
U088,M148,2.7,2026-04-11
U015,M172,3.4,2025-10-27
U055,M094,2.4,2025-11-29
U025,M083,2.6,2025-12-01
U077,M168,3.5,2026-05-14
U099,M079,3.0,2026-03-01
U045,M158,3.6,2025-10-12
U080,M038,2.8,2025-10-13
U006,M060,3.1,2026-02-13
U088,M096,3.8,2026-03-08
U097,M187,2.0,2026-04-13
U015,M190,2.8,2026-04-29
U032,M159,3.5,2026-03-12
U037,M004,2.6,2025-12-02
U089,M029,3.3,2025-12-21
U058,M121,2.5,2026-05-15
U043,M054,2.8,2025-08-24
U028,M053,2.4,2025-08-20
U067,M193,3.8,2026-01-14
U071,M124,3.3,2025-07-12
U094,M037,3.2,2025-06-05
U090,M172,3.0,2026-05-17
U049,M150,2.8,2025-06-21
U068,M012,3.5,2026-01-16
U022,M016,3.4,2026-01-01
U026,M179,3.0,2025-07-14
U035,M014,3.3,2025-09-30
U084,M003,3.9,2026-04-22
U050,M170,3.3,2026-01-08
U085,M169,2.5,2025-11-23
U084,M099,3.3,2026-01-28
U049,M131,2.6,2025-05-28
U013,M081,2.6,2025-09-20
U077,M137,2.3,2026-04-11
U024,M051,2.9,2025-09-12
U059,M144,3.0,2025-05-27
U003,M011,3.9,2026-01-20
U068,M079,3.5,2025-12-07
U063,M101,2.8,2026-03-07
U003,M089,3.5,2025-06-10
U046,M091,1.8,2025-07-10
U039,M061,3.5,2025-09-12
U036,M016,3.6,2025-07-10
U033,M100,2.1,2026-05-11
U072,M072,4.0,2026-01-31
U020,M088,3.4,2025-11-06
U085,M036,2.7,2026-04-12
U094,M098,3.3,2025-09-02
U087,M157,4.6,2025-07-10
U088,M059,3.3,2025-10-25
U031,M147,3.0,2026-03-09
U055,M080,2.7,2025-07-21
U043,M115,2.6,2025-08-22
U017,M053,3.6,2025-06-26
U018,M149,3.0,2025-08-22
U088,M052,3.3,2026-03-17
U040,M177,3.5,2025-05-30
U068,M035,3.5,2025-10-18
U099,M038,3.2,2025-06-25
U073,M041,4.3,2025-12-15
U009,M143,2.9,2025-08-27
U093,M031,3.1,2026-02-21
U041,M038,2.6,2026-05-11
U098,M082,2.9,2025-10-27
U053,M078,3.0,2025-10-12
U096,M164,3.6,2026-01-06
U020,M200,3.3,2026-02-19
U014,M034,3.2,2026-02-21
U004,M196,3.5,2025-07-17
U079,M069,3.5,2025-07-20
U073,M157,4.2,2026-01-28
U077,M060,2.6,2026-01-28
U088,M007,2.5,2025-11-24
U011,M177,2.7,2025-09-24
U018,M129,3.5,2025-07-21
U061,M183,3.8,2025-06-28
U048,M048,3.1,2025-11-09
U063,M122,3.3,2026-03-17
U021,M050,2.9,2026-01-31
U005,M105,4.4,2026-05-19
U096,M172,3.7,2026-02-12
U023,M113,3.1,2025-07-15
U063,M177,3.0,2025-12-11
U059,M064,2.9,2025-10-20
U052,M199,3.3,2026-05-05
U078,M189,4.2,2025-11-13
U093,M081,4.1,2025-11-06
U079,M191,3.7,2025-08-07
U077,M138,2.9,2025-08-31
U083,M181,2.8,2026-05-07
U067,M028,3.0,2025-10-07
U059,M011,3.2,2026-01-21
U067,M138,3.3,2025-11-05
U095,M011,2.4,2025-08-14
U050,M133,3.7,2025-07-08
U007,M049,2.8,2025-12-28
U057,M102,3.0,2025-12-22
U100,M074,2.9,2025-10-02
U022,M109,2.2,2025-12-27
U079,M014,3.6,2025-06-07
U067,M037,3.0,2025-10-01
U083,M116,2.8,2026-04-10
U093,M129,2.5,2026-03-30
U024,M200,3.0,2025-07-31
U090,M140,3.7,2026-03-18
U051,M106,2.9,2025-12-12
U058,M007,2.1,2026-02-24
U059,M152,3.1,2025-05-27
U026,M117,3.3,2026-04-10
U033,M083,2.2,2025-06-06
U084,M183,3.1,2026-03-04
U092,M188,2.8,2026-03-24
U012,M030,3.2,2025-05-30
U058,M163,3.9,2025-11-22
U011,M135,3.3,2025-05-29
U050,M187,2.9,2025-09-07
U079,M041,2.6,2025-11-14
U071,M098,4.2,2026-05-04
U099,M044,3.2,2025-12-06
U073,M169,3.6,2026-03-11
U021,M038,3.0,2026-02-24
U054,M079,3.7,2025-12-19
U094,M197,2.9,2025-10-10
U037,M161,2.8,2026-02-23
U016,M034,3.3,2026-02-12
U001,M160,2.6,2026-01-17
U002,M118,2.9,2025-09-14
U064,M140,3.1,2026-05-24
U078,M127,3.1,2026-01-25
U028,M151,3.7,2025-06-23
U061,M117,2.1,2025-10-29
U057,M021,3.2,2025-07-23
U077,M002,3.7,2026-01-21
U071,M072,2.0,2025-07-13
U081,M143,2.8,2026-02-09
U007,M048,3.1,2026-03-12
U008,M168,2.2,2025-11-29
U005,M038,2.8,2026-05-10
U086,M148,2.7,2025-07-22
U039,M085,4.1,2026-04-12
U007,M028,3.5,2025-10-25
U023,M042,3.6,2025-06-16
U037,M157,3.6,2025-06-22
U074,M144,2.5,2026-02-25
U059,M192,3.1,2025-08-03
U047,M010,2.1,2026-04-09
U099,M077,3.5,2025-12-12
U048,M098,2.8,2026-04-22
U098,M110,2.7,2025-08-18
U009,M075,3.2,2025-09-27
U018,M032,3.2,2025-06-05
U036,M085,2.9,2025-08-30
U053,M135,3.4,2026-02-08
U090,M054,2.4,2025-07-17
U008,M028,3.4,2025-08-07
U094,M162,3.4,2025-08-29
U078,M181,3.2,2025-12-30
U055,M156,2.3,2025-12-15
U034,M135,3.6,2025-08-05
U080,M091,2.7,2026-03-21
U079,M145,2.8,2025-09-14
U067,M187,3.7,2025-07-07
U064,M127,2.7,2026-02-23
U079,M060,2.2,2025-05-29
U038,M050,3.0,2026-05-26
U016,M007,3.4,2025-09-30
U081,M031,2.3,2026-02-09
U079,M107,4.0,2025-10-27
U006,M086,1.9,2025-11-28
U072,M164,3.6,2026-02-07
U002,M164,2.9,2026-02-12
U089,M073,3.2,2026-01-16
U009,M079,3.2,2025-12-24
U065,M141,3.2,2025-12-12
U099,M002,3.0,2026-03-29
U088,M086,3.9,2025-12-03
U051,M186,3.1,2025-08-08
U079,M008,3.0,2026-02-26
U025,M085,2.8,2025-12-04
U087,M123,3.0,2025-09-26
U005,M166,3.2,2026-03-18
U062,M040,2.1,2025-07-09
U059,M138,2.7,2025-12-06
U060,M106,3.5,2026-04-28
U067,M077,3.3,2025-08-10
U093,M174,3.4,2025-12-16
U072,M138,3.0,2026-05-17
U027,M148,2.9,2025-06-10
U043,M091,2.5,2026-04-23
U020,M072,2.7,2026-05-11
U044,M097,2.8,2025-07-10
U069,M043,2.4,2025-08-07
U078,M100,3.4,2026-02-20
U077,M030,2.1,2025-12-20
U091,M081,3.3,2025-05-28
U005,M070,3.1,2025-10-27
U012,M128,3.1,2026-01-25
U048,M116,3.9,2025-12-23
U028,M135,3.7,2025-12-23
U023,M029,3.3,2025-11-16
U005,M200,2.5,2026-02-12
U012,M114,1.8,2025-09-09
U020,M049,3.1,2025-12-03
U062,M188,3.3,2025-08-31
U040,M199,2.8,2025-12-10
U019,M197,3.3,2026-04-06
U067,M174,3.1,2026-03-20
U027,M186,2.8,2026-05-08
U059,M100,2.2,2025-09-01
U015,M002,2.8,2025-12-18
U006,M176,2.9,2025-07-26
U012,M086,2.4,2025-09-29
U006,M027,3.4,2025-09-02
U099,M169,2.5,2025-12-18
U003,M148,4.2,2025-12-18
U082,M054,3.1,2025-12-13
U026,M050,3.7,2025-12-31
U036,M137,2.9,2025-12-14
U099,M113,3.5,2025-06-17
U016,M070,2.7,2026-03-11
U021,M071,3.2,2026-03-29
U002,M160,4.2,2025-08-13
U066,M027,2.9,2026-02-10
U070,M090,3.8,2025-08-18
U041,M070,2.6,2026-03-15
U091,M073,3.0,2025-08-06
U032,M044,4.1,2026-04-20
U040,M157,3.2,2025-12-04
U070,M114,3.9,2026-05-01
U017,M008,3.5,2025-09-27
U087,M013,3.0,2026-04-02
U050,M014,3.4,2026-04-12
U055,M101,3.6,2026-02-24
U091,M153,3.6,2025-07-27
U081,M177,2.9,2025-06-02
U058,M158,2.4,2025-11-25
U040,M086,2.4,2026-02-14
U092,M195,2.9,2025-06-17
U069,M021,3.4,2025-09-30
U073,M034,2.9,2026-04-09
U090,M120,2.2,2026-04-07
U059,M080,3.1,2025-06-10
U083,M182,3.7,2025-09-30
U061,M060,3.3,2026-02-01
U019,M158,3.5,2026-01-14
U042,M117,2.7,2025-09-19
U004,M017,2.0,2025-09-25
U015,M090,3.3,2025-09-23
U060,M044,2.9,2026-01-02
U099,M090,3.1,2025-07-21
U074,M033,2.1,2025-09-08
U014,M104,2.5,2026-04-02
U042,M143,3.5,2025-06-28
U010,M078,3.3,2025-08-27
U060,M103,3.5,2025-07-28
U053,M062,3.1,2025-07-13
U032,M141,3.6,2026-03-06
U062,M099,3.5,2026-04-23
U044,M054,2.5,2025-06-05
U076,M111,3.0,2025-10-16
U073,M088,3.3,2025-08-21
U089,M061,2.9,2026-02-27
U085,M172,2.5,2026-04-17
U095,M183,3.8,2025-08-06
U063,M030,2.7,2025-07-27
U077,M119,3.6,2025-12-11
U072,M025,2.9,2025-10-11
U023,M079,3.0,2025-10-31
U009,M154,2.9,2026-04-01
U088,M153,3.5,2025-11-13
U042,M127,3.0,2025-06-30
U085,M016,3.7,2026-04-10
U028,M036,1.9,2025-08-02
U097,M163,2.9,2026-05-26
U038,M100,4.0,2025-07-15
U074,M115,2.9,2026-02-15
U027,M175,3.5,2025-12-15
U039,M146,3.9,2025-06-13
U039,M112,2.6,2025-12-01
U012,M150,2.4,2026-05-22
U079,M131,3.7,2025-11-01
U017,M076,4.2,2026-04-25
U048,M141,3.0,2026-04-29
U001,M181,2.9,2025-08-13
U046,M029,2.7,2026-01-02
U004,M061,2.4,2025-10-17
U090,M152,2.6,2025-11-06
U081,M082,2.6,2025-05-27
U049,M104,2.8,2025-11-12
U056,M140,3.1,2026-02-07
U085,M045,3.1,2025-09-25
U018,M049,3.5,2025-08-15
U050,M093,2.7,2025-10-25
U020,M074,3.5,2025-06-17
U017,M035,2.4,2026-05-21
