employee_id,department,role,level,age,tenure_years,commute_distance,late_rate_raw,late_rate_adjusted,risk_score,risk_level
EMP0011,产品部,客服代表,P7,36,1.1,2.5,0.08008213552361396,0.07913509502517159,1.269524791798468e-07,低风险
EMP0091,市场部,HR专员,M1,22,2.2,22.8,0.14989733059548255,0.13883191003473488,1.0569134234596466e-07,低风险
EMP0164,销售部,客服代表,P4,35,1.1,9.0,0.10882956878850103,0.10464265290065056,8.879574122952516e-08,低风险
EMP0111,产品部,HR专员,P5,38,3.2,11.7,0.16632443531827515,0.16079172503790132,8.825662104756987e-08,低风险
EMP0137,市场部,客服代表,P4,40,2.0,3.9,0.1375770020533881,0.135932142240304,7.408975235833857e-08,低风险
EMP0009,销售部,HR专员,M2,52,1.7,7.9,0.1026694045174538,0.0990307752339647,7.282808534202334e-08,低风险
EMP0069,人力资源部,客服代表,P4,34,1.7,8.0,0.1273100616016427,0.1236215880813935,6.995683708819017e-08,低风险
EMP0181,人力资源部,产品经理,P5,30,3.8,37.2,0.17864476386036962,0.160401773206164,6.756053748259555e-08,低风险
EMP0055,市场部,产品经理,M1,37,1.9,11.5,0.17248459958932238,0.1670515777824688,6.593090693884548e-08,低风险
EMP0172,市场部,初级工程师,M1,28,1.8,0.8,0.07597535934291581,0.07587567086939556,5.839420511579452e-08,低风险
EMP0045,财务部,客服代表,P5,32,1.5,4.4,0.12525667351129363,0.1233625925144089,5.5437700396983345e-08,低风险
EMP0189,客服部,初级工程师,P4,29,0.6,19.1,0.13141683778234087,0.12219565398171782,5.3410404250846706e-08,低风险
EMP0068,产品部,市场专员,P5,33,2.7,8.1,0.10677618069815195,0.1030378629411426,5.277727351900898e-08,低风险
EMP0066,财务部,客服代表,P4,32,1.5,45.0,0.16632443531827515,0.14419359419677982,5.267078375232201e-08,低风险
EMP0051,财务部,市场专员,P4,27,2.2,5.9,0.11909650924024641,0.11645476469195981,4.538175296304245e-08,低风险
EMP0136,客服部,高级工程师,P6,44,5.4,1.6,0.14168377823408623,0.141185335866485,4.3033985716311926e-08,低风险
EMP0144,销售部,销售经理,P5,37,2.0,7.9,0.13141683778234087,0.12777820849885177,4.2489924864064246e-08,低风险
EMP0020,产品部,市场专员,M2,50,1.5,14.3,0.08829568788501027,0.0814670274488732,4.109587930357363e-08,低风险
EMP0058,工程部,财务分析师,M2,35,2.3,1.9,0.10061601642710473,0.0999680413492231,3.8466963839355786e-08,低风险
EMP0001,客服部,销售经理,M1,35,2.6,3.5,0.1437371663244353,0.1422916834583917,3.613202920512002e-08,低风险
EMP0114,财务部,HR专员,M1,31,2.3,3.5,0.1273100616016427,0.1258645787355991,3.610433800336523e-08,低风险
EMP0147,财务部,中级工程师,P7,37,0.7,11.3,0.13141683778234087,0.12608350444900754,3.5103485480331426e-08,低风险
EMP0043,产品部,中级工程师,P6,29,3.5,32.0,0.13141683778234087,0.11576574743966174,3.4608377544702065e-08,低风险
EMP0096,财务部,产品经理,P4,22,1.1,4.6,0.12525667351129363,0.12326290404088865,3.2259464668166304e-08,低风险
EMP0019,工程部,销售经理,P4,24,1.4,14.8,0.1375770020533881,0.1304991204334504,3.009107417461798e-08,低风险
EMP0166,工程部,中级工程师,M1,23,0.7,13.2,0.11498973305954825,0.10870935922777256,2.7677149673612455e-08,低风险
EMP0052,客服部,产品经理,M2,37,3.7,4.8,0.0944558521560575,0.09236239421213226,2.757244994117081e-08,低风险
EMP0146,产品部,高级工程师,P7,25,6.0,4.9,0.13141683778234087,0.1292735356016555,2.7521140904573143e-08,低风险
EMP0072,市场部,初级工程师,M2,31,1.7,6.1,0.1437371663244353,0.14099573330262846,2.529012921083581e-08,低风险
EMP0044,财务部,客服代表,P4,31,1.6,6.8,0.11704312114989733,0.11395277847076961,2.5050290062876062e-08,低风险
EMP0184,市场部,初级工程师,P6,29,0.8,9.4,0.10472279260780287,0.10033649977291191,2.4893078655993138e-08,低风险
EMP0047,财务部,销售代表,M2,47,3.3,5.6,0.07597535934291581,0.07348314750490959,2.459329234799917e-08,低风险
EMP0163,人力资源部,市场专员,P6,35,3.8,23.3,0.13347022587268995,0.12215558412814166,2.3591976687886646e-08,低风险
EMP0095,客服部,高级工程师,P4,35,6.9,4.7,0.12320328542094455,0.12115967171377945,2.3511335674132025e-08,低风险
EMP0129,产品部,客服代表,P6,45,2.6,25.2,0.12114989733059549,0.10888821508760484,2.204557345988426e-08,低风险
EMP0006,财务部,中级工程师,M1,32,2.5,10.3,0.10061601642710473,0.09578112546137264,2.179923896967691e-08,低风险
EMP0094,市场部,财务分析师,P7,29,4.7,5.3,0.1026694045174538,0.10032672538972794,2.15275496563419e-08,低风险
EMP0175,人力资源部,产品经理,M1,41,5.1,5.0,0.06570841889117043,0.06351527247372495,2.1431624781908527e-08,低风险
EMP0037,工程部,中级工程师,P6,39,3.4,5.0,0.06981519507186858,0.06762204865442309,2.1431617969135526e-08,低风险
EMP0113,客服部,产品经理,P7,34,3.6,5.0,0.09856262833675565,0.09636948191931016,2.1431617969135526e-08,低风险
EMP0018,市场部,高级工程师,P7,34,6.0,4.2,0.10677618069815195,0.10498178817478747,2.1431615881845448e-08,低风险
EMP0022,市场部,高级工程师,P7,36,1.2,5.6,0.09650924024640657,0.09401702840840034,2.143161452557951e-08,低风险
EMP0185,工程部,HR专员,P4,25,1.7,10.4,0.10061601642710473,0.09573128122461252,2.143134263967169e-08,低风险
EMP0150,工程部,销售代表,P7,37,2.2,3.2,0.11088295687885011,0.10958700672308687,2.1431321775350837e-08,低风险
EMP0035,工程部,销售经理,P7,34,3.1,2.5,0.11704312114989733,0.11609608065145496,2.14313190343969e-08,低风险
EMP0042,人力资源部,销售代表,P4,30,0.4,4.4,0.1273100616016427,0.12541598060475798,2.0995481365062583e-08,低风险
EMP0015,工程部,市场专员,M1,29,0.9,15.0,0.14168377823408623,0.1345062081406283,2.0369557914918602e-08,低风险
EMP0126,工程部,初级工程师,M2,41,0.6,16.5,0.0944558521560575,0.08653061851119768,2.0240395500942556e-08,低风险
EMP0036,财务部,HR专员,P4,42,9.0,15.0,0.13141683778234087,0.12423926768888292,2.0086097932186218e-08,低风险
EMP0133,销售部,HR专员,M1,28,4.2,3.8,0.1026694045174538,0.1010743889411298,1.942944666170782e-08,低风险
EMP0162,产品部,市场专员,P6,33,3.6,9.6,0.0944558521560575,0.08996987084764628,1.937223001382506e-08,低风险
EMP0200,工程部,高级工程师,P6,34,1.1,7.9,0.055441478439425054,0.05180284915593596,1.937222753621812e-08,低风险
EMP0158,产品部,销售经理,M2,37,1.3,7.0,0.07186858316221766,0.06867855200956968,1.937222753621812e-08,低风险
EMP0161,工程部,中级工程师,M1,33,3.8,6.6,0.10882956878850103,0.10583891458289356,1.937211304074937e-08,低风险
EMP0062,市场部,初级工程师,P4,34,4.9,9.7,0.09856262833675565,0.09402680279158432,1.9370279998553675e-08,低风险
EMP0079,财务部,销售代表,M2,22,4.0,5.5,0.11293634496919917,0.11049397736795306,1.9140437993534123e-08,低风险
EMP0099,市场部,财务分析师,P7,34,5.1,13.1,0.08829568788501027,0.0820651582899947,1.9134422369384196e-08,低风险
EMP0190,人力资源部,高级工程师,P6,32,1.2,16.8,0.06981519507186858,0.06174042871672839,1.8984767645699353e-08,低风险
EMP0196,产品部,中级工程师,M1,27,4.8,3.5,0.08008213552361396,0.07863665265757035,1.844606641531034e-08,低风险
EMP0078,工程部,HR专员,M1,22,5.9,4.9,0.09650924024640657,0.09436593806572122,1.844606641531034e-08,低风险
EMP0169,产品部,初级工程师,M2,28,3.3,5.0,0.045174537987679675,0.042981391570234194,1.844606055159889e-08,低风险
EMP0025,人力资源部,初级工程师,P7,22,3.1,3.6,0.08213552361396304,0.08064019651115929,1.844606055159889e-08,低风险
EMP0027,市场部,HR专员,P7,24,3.7,4.1,0.06981519507186858,0.06807064678526421,1.844606055159889e-08,低风险
EMP0038,产品部,HR专员,P6,27,1.7,4.7,0.053388090349075976,0.051344476641910865,1.844606055159889e-08,低风险
EMP0054,产品部,初级工程师,P6,27,1.5,4.4,0.043121149897330596,0.04122706890044586,1.844606055159889e-08,低风险
EMP0097,市场部,中级工程师,P7,30,1.5,3.5,0.06981519507186858,0.06836971220582497,1.844606055159889e-08,低风险
EMP0106,工程部,产品经理,P7,25,2.3,5.3,0.08213552361396304,0.07979284448623718,1.844606055159889e-08,低风险
EMP0153,财务部,销售经理,M1,27,2.0,3.6,0.06776180698151951,0.06626647987871577,1.8446057587751593e-08,低风险
EMP0131,市场部,销售代表,P6,30,6.8,4.0,0.11293634496919917,0.11124164091935494,1.8446035401296248e-08,低风险
EMP0186,工程部,初级工程师,P4,28,9.4,2.7,0.09034907597535935,0.08930234700339673,1.844581208776123e-08,低风险
EMP0171,人力资源部,HR专员,P4,26,7.8,2.5,0.10882956878850103,0.10788252829005866,1.844581208776123e-08,低风险
EMP0084,产品部,中级工程师,M2,31,1.1,2.8,0.0944558521560575,0.09335927894733476,1.8445807413774986e-08,低风险
EMP0016,市场部,产品经理,P4,22,0.9,10.1,0.15605749486652978,0.15132229237431793,1.8117917894945638e-08,低风险
EMP0128,产品部,市场专员,P4,38,2.7,1.5,0.10882956878850103,0.1083809706576599,1.809827707981923e-08,低风险
EMP0188,工程部,销售代表,P6,29,1.8,13.6,0.11498973305954825,0.10850998228073205,1.792561788852373e-08,低风险
EMP0048,人力资源部,产品经理,M2,37,1.2,33.9,0.11498973305954825,0.09839160221842676,1.7442405206282326e-08,低风险
EMP0056,财务部,市场专员,P7,37,1.4,7.6,0.11909650924024641,0.11560741266703768,1.7426909929433836e-08,低风险
EMP0191,财务部,中级工程师,P6,34,6.2,33.8,0.13141683778234087,0.11486855117797949,1.7391564982402243e-08,低风险
EMP0141,客服部,产品经理,P5,31,3.8,21.1,0.11704312114989733,0.10682505261407178,1.667347284824533e-08,低风险
EMP0085,工程部,产品经理,P4,25,1.6,26.6,0.12525667351129363,0.11229717195366123,1.6673471772905962e-08,低风险
EMP0110,工程部,市场专员,M2,28,4.0,16.8,0.10061601642710473,0.09254125007196454,1.667347122632166e-08,低风险
EMP0154,产品部,客服代表,M1,33,7.5,9.6,0.053388090349075976,0.04890210904066476,1.6599254282343134e-08,低风险
EMP0176,产品部,中级工程师,P6,32,7.2,6.8,0.06776180698151951,0.06467146430239179,1.6599254282343134e-08,低风险
EMP0023,销售部,初级工程师,M2,33,11.8,7.7,0.08829568788501027,0.08475674707504142,1.6599254282343134e-08,低风险
EMP0073,工程部,销售经理,M2,35,5.2,8.3,0.08418891170431211,0.08035090547378251,1.6599251615234082e-08,低风险
EMP0124,产品部,销售经理,P5,35,9.1,9.2,0.09650924024640657,0.09222263588503586,1.6599251615234082e-08,低风险
EMP0017,工程部,中级工程师,P4,33,1.3,20.9,0.07392197125256673,0.06380359119026144,1.659924900570391e-08,低风险
EMP0076,客服部,中级工程师,M1,39,1.0,7.5,0.07392197125256673,0.07048271891611814,1.659924900570391e-08,低风险
EMP0120,产品部,客服代表,M1,37,1.7,12.4,0.0944558521560575,0.08857423221836279,1.659924900570391e-08,低风险
EMP0138,人力资源部,初级工程师,P7,38,3.5,11.6,0.0944558521560575,0.08897298611244378,1.659924900570391e-08,低风险
EMP0170,工程部,中级工程师,P7,36,1.2,10.6,0.09650924024640657,0.09152481657039412,1.659924900570391e-08,低风险
EMP0148,销售部,市场专员,M1,32,1.4,18.5,0.10677618069815195,0.09785406231808964,1.6599248461552754e-08,低风险
EMP0145,工程部,销售代表,P6,35,0.8,21.1,0.11909650924024641,0.10887844070442086,1.6599248461552754e-08,低风险
EMP0008,客服部,财务分析师,M1,38,3.6,9.4,0.11088295687885011,0.10649666404395915,1.6599248461552754e-08,低风险
EMP0197,工程部,财务分析师,M1,35,3.3,6.8,0.08418891170431211,0.08109856902518439,1.6599248461552754e-08,低风险
EMP0074,市场部,高级工程师,M1,38,2.5,17.0,0.10677618069815195,0.09860172586949151,1.659924633859571e-08,低风险
EMP0031,人力资源部,销售经理,P7,41,1.8,12.8,0.07802874743326489,0.07194775054852968,1.659924633859571e-08,低风险
EMP0065,客服部,高级工程师,P7,38,3.7,16.6,0.11088295687885011,0.10290787899723017,1.659924633859571e-08,低风险
EMP0071,销售部,产品经理,P6,35,1.6,7.8,0.09650924024640657,0.09292045519967759,1.659924465272657e-08,低风险
EMP0168,人力资源部,初级工程师,M1,41,2.4,27.2,0.12114989733059549,0.10789133035240234,1.6599221640958476e-08,低风险
EMP0127,财务部,市场专员,M2,34,6.8,6.6,0.08624229979466119,0.08325164558905372,1.6599153091502916e-08,低风险
EMP0087,产品部,财务分析师,P4,36,6.1,16.8,0.14168377823408623,0.13360901187894605,1.6010944973671095e-08,低风险
EMP0192,产品部,初级工程师,P6,28,3.7,6.2,0.08418891170431211,0.08139763444574513,1.5940626298107902e-08,低风险
EMP0174,工程部,销售经理,M1,26,1.0,6.2,0.09650924024640657,0.09371796298783959,1.5940623736824795e-08,低风险
EMP0198,产品部,销售经理,P4,25,2.1,6.1,0.10061601642710473,0.09787458340529788,1.5940623736824795e-08,低风险
EMP0178,工程部,财务分析师,M1,29,2.3,8.9,0.1026694045174538,0.09853233286636345,1.567318350250901e-08,低风险
EMP0151,人力资源部,市场专员,M2,30,0.8,6.8,0.10061601642710473,0.09752567374797701,1.5433637122939005e-08,低风险
EMP0109,客服部,市场专员,P6,29,3.3,10.8,0.12525667351129363,0.12017256136176092,1.530398612202003e-08,低风险
EMP0030,财务部,销售经理,P5,24,1.1,7.9,0.11909650924024641,0.11545787995675731,1.4825537862541852e-08,低风险
EMP0104,工程部,市场专员,P6,31,7.5,20.9,0.11498973305954825,0.10487135299724296,1.4286801113116625e-08,低风险
EMP0049,人力资源部,财务分析师,M1,31,10.1,6.9,0.059548254620123205,0.05640806770423536,1.4286801113116625e-08,低风险
EMP0002,财务部,中级工程师,P7,29,7.3,25.3,0.08829568788501027,0.07598416140525949,1.428680066004855e-08,低风险
EMP0177,工程部,初级工程师,P6,24,9.2,18.8,0.09650924024640657,0.0874375891560639,1.428680066004855e-08,低风险
EMP0135,工程部,客服代表,P6,27,4.6,31.7,0.10882956878850103,0.09332801115610227,1.428680066004855e-08,低风险
EMP0077,人力资源部,财务分析师,P5,22,4.4,7.8,0.10677618069815195,0.10318739565142299,1.4286800191703319e-08,低风险
EMP0193,工程部,销售经理,M1,30,8.5,17.6,0.06981519507186858,0.06134167482264739,1.4286798364496254e-08,低风险
EMP0100,产品部,HR专员,M1,29,3.7,9.9,0.10882956878850103,0.10419405476980945,1.4286796118501585e-08,低风险
EMP0119,市场部,产品经理,P4,22,1.6,25.3,0.12320328542094455,0.11089175894119377,1.4286796118501585e-08,低风险
EMP0063,市场部,客服代表,M2,30,1.4,15.8,0.09034907597535935,0.08277275198782041,1.4286796118501585e-08,低风险
EMP0187,销售部,产品经理,M1,29,1.0,8.1,0.08213552361396304,0.07839720585695369,1.4286796118501585e-08,低风险
EMP0180,产品部,客服代表,P6,28,0.7,18.7,0.11293634496919917,0.10391453811561661,1.4286796118501585e-08,低风险
EMP0132,客服部,初级工程师,P5,26,2.7,15.7,0.12114989733059549,0.11362341757981667,1.4286796118501585e-08,低风险
EMP0117,产品部,初级工程师,M1,28,1.9,12.2,0.057494866529774126,0.05171293506559967,1.4286796118501585e-08,低风险
EMP0108,人力资源部,产品经理,M2,28,2.9,15.1,0.07597535934291581,0.06874794501269775,1.4286796118501585e-08,低风险
EMP0014,客服部,财务分析师,P6,22,1.0,22.7,0.11498973305954825,0.10397415673556071,1.4286795650156504e-08,低风险
EMP0123,销售部,销售经理,M1,22,1.9,11.1,0.07186858316221766,0.06663493830240458,1.428679382295002e-08,低风险
EMP0070,产品部,销售经理,M2,29,1.2,11.4,0.08213552361396304,0.07675234604386957,1.428679382295002e-08,低风险
EMP0118,产品部,中级工程师,M1,31,1.0,6.5,0.10472279260780287,0.10178198263895552,1.4286784867016582e-08,低风险
EMP0125,客服部,HR专员,P5,33,1.5,8.4,0.12320328542094455,0.11931543495365483,1.3417242955437555e-08,低风险
EMP0107,客服部,初级工程师,M1,24,0.7,10.9,0.13141683778234087,0.12628288139604804,1.2651655689833878e-08,低风险
EMP0060,市场部,高级工程师,M2,26,0.5,4.6,0.11498973305954825,0.11299596358914327,1.2504428181668501e-08,低风险
EMP0050,客服部,市场专员,P7,28,6.0,38.2,0.15811088295687886,0.139369449935072,1.2456288612481474e-08,低风险
EMP0165,市场部,中级工程师,P4,26,1.5,60.3,0.15811088295687886,0.12835387361108447,1.2427860587172712e-08,低风险
EMP0040,人力资源部,销售代表,M2,37,0.5,5.1,0.10061601642710473,0.09837302577289912,1.2336149567356292e-08,低风险
EMP0157,产品部,财务分析师,P5,22,0.4,4.0,0.09856262833675565,0.09686792428691142,9.076282679837418e-09,低风险
EMP0182,市场部,市场专员,P7,22,0.5,2.5,0.10472279260780287,0.1037757521093605,8.354217151702447e-09,低风险
EMP0194,产品部,销售代表,M1,31,0.4,1.9,0.11909650924024641,0.11844853416236478,5.839244579739221e-09,低风险
