employee_id,department,role,level,age,tenure_years,salary,commute_distance,hire_date,risk_score,is_attrited,attrition_date,avg_overtime_hours,avg_work_hours,late_rate_raw,absent_rate,commute_distance_norm,late_rate_adjusted,avg_internal_emails,avg_external_emails,avg_total_emails,avg_response_hours,avg_completion_rate,avg_ontime_rate,avg_task_hours,satisfaction_score,work_life_balance_score,leadership_score,career_growth_score,compensation_score,overall_satisfaction,dept_encoded,role_encoded,level_encoded,target
EMP0014,客服部,财务分析师,P6,22,1.0,56700,22.7,2023-01-01,0.3139,False,,0.17248459958932238,8.029363449691992,0.11498973305954825,0.07392197125256673,0.13769470404984424,0.10397415673556071,4.9222222222222225,4.877777777777778,9.8,3.4722222222222223,0.6042403846153847,0.6895096153846154,7.309615384615385,3.25,2.875,3.0,2.625,3.0,2.95,2,6,4,0
EMP0015,工程部,市场专员,M1,29,0.9,84400,15.0,2023-02-07,0.3948,False,,0.16694045174537986,7.997535934291581,0.14168377823408623,0.10882956878850103,0.08971962616822429,0.1345062081406283,9.588888888888889,0.6444444444444445,10.233333333333333,4.116666666666666,0.5304423076923077,0.5918173076923077,7.483653846153846,3.0,2.875,2.75,2.5,2.125,2.65,3,5,0,0
EMP0016,市场部,产品经理,P4,22,0.9,126600,10.1,2023-02-07,0.4578,False,,0.17659137577002054,7.9872689938398365,0.15605749486652978,0.11088295687885011,0.05919003115264797,0.15132229237431793,2.1666666666666665,2.9555555555555557,5.122222222222222,4.241111111111111,0.47886538461538464,0.5208653846153847,7.679807692307692,2.375,2.375,2.875,2.375,2.375,2.475,4,2,2,0
EMP0017,工程部,中级工程师,P4,33,1.3,81900,20.9,2022-09-14,0.2214,False,,0.21991786447638603,8.12505133470226,0.07392197125256673,0.061601642710472276,0.1264797507788162,0.06380359119026144,6.222222222222222,2.9444444444444446,9.166666666666666,2.8744444444444444,0.6429326923076922,0.7076442307692308,6.7548076923076925,3.25,2.875,3.25,3.25,3.25,3.175,3,1,2,0
EMP0018,市场部,高级工程师,P7,34,6.0,67300,4.2,2018-01-02,0.3345,False,,0.2570841889117043,8.128131416837782,0.10677618069815195,0.08213552361396304,0.022429906542056077,0.10498178817478747,6.822222222222222,2.422222222222222,9.244444444444444,3.53,0.5577307692307693,0.6152788461538462,7.295192307692308,3.0,2.875,3.25,2.375,2.625,2.825,4,9,5,0
EMP0019,工程部,销售经理,P4,24,1.4,59300,14.8,2022-08-09,0.3758,False,,0.17104722792607802,8.008213552361397,0.1375770020533881,0.06981519507186858,0.08847352024922119,0.1304991204334504,3.6444444444444444,1.3777777777777778,5.022222222222222,3.4533333333333336,0.5540769230769231,0.6210288461538462,7.165384615384616,2.75,2.5,2.875,2.5,2.25,2.5749999999999997,3,8,2,0
EMP0020,产品部,市场专员,M2,50,1.5,66900,14.3,2022-07-03,0.1663,False,,0.15071868583162218,8.03388090349076,0.08829568788501027,0.059548254620123205,0.0853582554517134,0.0814670274488732,6.688888888888889,1.1,7.788888888888889,2.6211111111111114,0.7041153846153846,0.7572692307692308,6.615384615384615,3.75,3.5,3.125,3.0,3.0,3.275,0,5,1,0
EMP0021,财务部,初级工程师,P7,32,0.8,56700,6.2,2023-03-15,0.4823,False,,0.1673511293634497,7.991170431211499,0.13963039014373715,0.09034907597535935,0.034890965732087234,0.13683911288517017,1.2333333333333334,6.466666666666667,7.7,4.203333333333333,0.4085384615384615,0.35515384615384615,7.538461538461538,2.5,2.375,2.375,1.875,2.5,2.325,5,3,5,0
EMP0022,市场部,高级工程师,P7,36,1.2,91000,5.6,2022-10-20,0.2069,False,,0.17761806981519507,8.051334702258726,0.09650924024640657,0.04722792607802875,0.03115264797507788,0.09401702840840034,6.311111111111111,1.6111111111111112,7.9222222222222225,2.888888888888889,0.6473557692307692,0.6786346153846154,6.710576923076923,3.5,3.0,4.375,2.875,2.875,3.325,4,9,5,0
EMP0023,销售部,初级工程师,M2,33,11.8,43300,7.7,2012-03-17,0.1643,False,,0.17638603696098565,8.062628336755647,0.08829568788501027,0.057494866529774126,0.044236760124610586,0.08475674707504142,9.344444444444445,3.611111111111111,12.955555555555556,2.8744444444444444,0.6858653846153846,0.7497596153846153,6.6557692307692315,3.625,3.125,3.5,3.125,3.25,3.325,6,3,1,0
EMP0024,客服部,客服代表,P5,38,4.5,73600,161.1,2019-07-04,0.3911,False,,0.16694045174537986,7.88829568788501,0.21765913757700206,0.10472279260780287,1.0,0.13765913757700204,7.877777777777778,0.3888888888888889,8.266666666666667,4.177777777777778,0.5612980769230769,0.6633365384615384,7.446153846153846,2.75,2.75,2.75,2.25,2.625,2.625,2,4,3,0
EMP0025,人力资源部,初级工程师,P7,22,3.1,133300,3.6,2020-11-26,0.2055,False,,0.24537987679671458,8.13305954825462,0.08213552361396304,0.045174537987679675,0.018691588785046728,0.08064019651115929,5.3,4.644444444444445,9.944444444444445,2.6844444444444444,0.6293557692307693,0.6231923076923077,6.556730769230769,3.875,3.625,3.0,2.875,2.625,3.2,1,3,5,0
EMP0026,销售部,市场专员,M2,32,2.2,88100,4.9,2021-10-20,0.4579,False,,0.19219712525667354,8.039014373716633,0.12525667351129363,0.11498973305954825,0.02679127725856698,0.12311337133060828,5.7555555555555555,1.9333333333333333,7.688888888888889,4.568888888888889,0.49938461538461537,0.5770384615384615,7.823076923076924,2.75,2.75,2.875,2.25,2.25,2.575,6,5,1,0
EMP0027,市场部,HR专员,P7,24,3.7,27000,4.1,2020-04-21,0.1119,False,,0.18747433264887062,8.097535934291582,0.06981519507186858,0.024640657084188913,0.021806853582554516,0.06807064678526421,8.055555555555555,3.6222222222222222,11.677777777777777,2.186666666666667,0.7081153846153847,0.7176634615384615,6.421153846153846,3.625,3.375,3.625,2.75,3.125,3.3,4,0,5,0
EMP0028,销售部,高级工程师,P5,27,1.0,64400,11.7,2023-01-01,0.5263,False,,0.1131416837782341,7.917659137577003,0.1437371663244353,0.12320328542094455,0.0691588785046729,0.13820445604406148,1.3444444444444446,1.8222222222222222,3.1666666666666665,5.673333333333333,0.4575961538461539,0.5169903846153846,7.713461538461539,2.25,2.75,2.75,2.0,2.25,2.4,6,9,3,0
EMP0029,市场部,客服代表,P6,30,0.6,126600,0.6,2023-05-27,0.4733,False,,0.16919917864476386,7.984394250513347,0.1457905544147844,0.10882956878850103,0.0,0.1457905544147844,15.144444444444444,2.6333333333333333,17.77777777777778,5.295555555555556,0.4443076923076923,0.46603846153846157,7.727884615384616,2.375,2.25,2.75,2.125,2.5,2.4,4,4,4,0
EMP0030,财务部,销售经理,P5,24,1.1,214200,7.9,2022-11-26,0.3376,False,,0.15256673511293634,8.003696098562628,0.11909650924024641,0.07597535934291581,0.04548286604361371,0.11545787995675731,1.6444444444444444,4.333333333333333,5.977777777777778,3.4811111111111113,0.5222788461538461,0.4314711538461538,6.9788461538461535,3.375,3.25,3.375,2.5,2.25,2.95,5,8,3,0
EMP0031,人力资源部,销售经理,P7,41,1.8,36500,12.8,2022-03-15,0.2276,False,,0.13511293634496918,8.037371663244352,0.07802874743326489,0.07597535934291581,0.07601246105919003,0.07194775054852968,13.21111111111111,3.566666666666667,16.77777777777778,2.8188888888888886,0.5861346153846154,0.5739519230769231,6.964423076923077,3.375,3.125,3.25,3.0,3.375,3.225,1,8,5,0
EMP0032,财务部,客服代表,P5,28,0.4,47300,14.6,2023-08-08,0.5367,True,2025-12-02,0.21149897330595482,8.039425051334701,0.13963039014373715,0.09034907597535935,0.08722741433021806,0.1326521969973197,1.3,4.3,5.6,4.738888888888889,0.4039903846153846,0.32402884615384614,7.996153846153846,2.625,2.5,1.875,1.75,2.5,2.25,5,4,3,1
EMP0033,人力资源部,产品经理,M1,32,1.7,73000,33.0,2022-04-21,0.4321,True,2024-05-08,0.22772073921971253,8.023203285420944,0.15811088295687886,0.1026694045174538,0.20186915887850468,0.14196135024659848,5.688888888888889,1.1333333333333333,6.822222222222222,4.652222222222222,0.4719807692307692,0.49075,7.640384615384615,3.0,2.0,3.0,2.625,2.5,2.625,1,2,0,1
EMP0034,客服部,销售代表,P7,28,1.7,83300,14.2,2022-04-21,0.4588,True,2025-12-02,0.1831622176591376,8.021560574948666,0.13141683778234087,0.1375770020533881,0.08473520249221182,0.12463802158296391,4.7,2.066666666666667,6.766666666666667,5.091111111111111,0.5212403846153847,0.6279326923076923,7.690384615384615,3.0,2.375,2.375,2.125,2.125,2.4,2,7,5,1
EMP0035,工程部,销售经理,P7,34,3.1,57000,2.5,2020-11-26,0.3585,False,,0.22176591375770022,8.0694045174538,0.11704312114989733,0.10061601642710473,0.011838006230529595,0.11609608065145496,3.511111111111111,2.7333333333333334,6.2444444444444445,3.2733333333333334,0.5474519230769231,0.6122211538461538,7.301923076923076,3.25,2.875,2.5,2.75,2.5,2.775,3,8,5,0
EMP0036,财务部,HR专员,P4,42,9.0,70400,15.0,2015-01-03,0.3801,False,,0.15051334702258726,7.981930184804928,0.13141683778234087,0.09034907597535935,0.08971962616822429,0.12423926768888292,11.433333333333334,0.5555555555555556,11.988888888888889,3.924444444444444,0.4782884615384615,0.4251057692307692,7.447115384615385,2.75,2.875,3.125,2.875,2.5,2.8249999999999997,5,0,2,0
EMP0037,工程部,中级工程师,P6,39,3.4,95000,5.0,2020-08-08,0.1068,False,,0.2326488706365503,8.136550308008214,0.06981519507186858,0.039014373716632446,0.027414330218068536,0.06762204865442309,9.6,2.566666666666667,12.166666666666666,2.19,0.721826923076923,0.7654134615384615,6.301923076923076,4.125,4.125,3.5,3.5,3.875,3.825,3,1,4,0
EMP0038,产品部,HR专员,P6,27,1.7,37500,4.7,2022-04-21,0.0725,False,,0.1862422997946612,8.117864476386037,0.053388090349075976,0.024640657084188913,0.025545171339563865,0.051344476641910865,7.2,4.811111111111111,12.011111111111111,2.1322222222222225,0.7539134615384615,0.7995769230769232,6.234615384615385,3.5,3.5,4.0,3.5,3.5,3.6,0,0,4,0
EMP0039,客服部,高级工程师,P6,36,2.5,57300,10.2,2021-07-03,0.4571,False,,0.17659137577002054,7.9940451745379875,0.13552361396303902,0.09856262833675565,0.05981308411214953,0.13073856723406707,1.5555555555555556,0.37777777777777777,1.9333333333333333,4.047777777777778,0.5294519230769231,0.6260480769230768,7.6461538461538465,2.5,3.125,2.625,2.0,2.375,2.525,2,9,4,0
EMP0040,人力资源部,销售代表,M2,37,0.5,39100,5.1,2023-07-03,0.2648,False,,0.20225872689938398,8.08110882956879,0.10061601642710473,0.06570841889117043,0.028037383177570093,0.09837302577289912,3.422222222222222,3.7444444444444445,7.166666666666667,3.0266666666666664,0.6092115384615384,0.5972019230769231,6.991346153846154,3.5,3.0,2.625,2.875,3.125,3.025,1,7,1,0
EMP0041,销售部,财务分析师,M2,27,1.8,33500,13.8,2022-03-15,0.4471,False,,0.1537987679671458,7.959342915811088,0.15811088295687886,0.07802874743326489,0.08224299065420561,0.1515314437045424,9.155555555555555,2.533333333333333,11.688888888888888,4.921111111111111,0.4910192307692308,0.5679423076923077,7.940384615384615,2.375,2.75,3.0,3.125,2.375,2.725,6,6,1,0
EMP0042,人力资源部,销售代表,P4,30,0.4,30800,4.4,2023-08-08,0.3554,False,,0.16550308008213552,8.007186858316222,0.1273100616016427,0.09034907597535935,0.02367601246105919,0.12541598060475798,5.166666666666667,2.388888888888889,7.555555555555555,3.8666666666666667,0.5256153846153846,0.5161538461538462,7.168269230769231,2.875,2.875,2.75,3.375,2.625,2.9,1,7,2,0
EMP0043,产品部,中级工程师,P6,29,3.5,35300,32.0,2020-07-03,0.3865,False,,0.24866529774127308,8.092813141683777,0.13141683778234087,0.11498973305954825,0.1956386292834891,0.11576574743966174,7.455555555555556,0.5777777777777777,8.033333333333333,3.598888888888889,0.5382692307692308,0.6037596153846153,7.5576923076923075,3.125,2.5,2.875,2.875,2.5,2.775,0,1,4,0
EMP0044,财务部,客服代表,P4,31,1.6,98200,6.8,2022-05-27,0.3502,False,,0.19342915811088296,8.031622176591377,0.11704312114989733,0.10677618069815195,0.03862928348909657,0.11395277847076961,8.466666666666667,1.6222222222222222,10.088888888888889,3.033333333333333,0.4764038461538461,0.3784230769230769,7.015384615384615,2.875,3.25,2.75,3.125,2.875,2.975,5,4,2,0
EMP0045,财务部,客服代表,P5,32,1.5,44500,4.4,2022-07-03,0.3271,False,,0.1946611909650924,8.034702258726899,0.12525667351129363,0.06981519507186858,0.02367601246105919,0.1233625925144089,10.011111111111111,3.6,13.61111111111111,3.03,0.5219038461538461,0.4978653846153846,7.2817307692307685,2.875,2.625,2.75,3.0,2.75,2.8,5,4,3,0
EMP0046,销售部,财务分析师,P5,22,4.8,53800,15.6,2019-03-16,0.4328,True,2024-06-16,0.17905544147843944,8.006365503080081,0.1437371663244353,0.09034907597535935,0.09345794392523364,0.1362605308104166,4.388888888888889,0.7,5.088888888888889,4.446666666666666,0.5237499999999999,0.5941538461538461,7.552884615384615,2.5,2.875,2.125,2.625,2.125,2.45,6,6,3,1
EMP0047,财务部,销售代表,M2,47,3.3,50300,5.6,2020-09-14,0.0898,False,,0.19486652977412733,8.093839835728952,0.07597535934291581,0.030800821355236138,0.03115264797507788,0.07348314750490959,6.811111111111111,5.477777777777778,12.28888888888889,1.9588888888888891,0.6569807692307693,0.5765288461538461,6.2182692307692315,4.125,3.75,3.75,3.125,3.0,3.55,5,7,1,0
EMP0048,人力资源部,产品经理,M2,37,1.2,57400,33.9,2022-10-20,0.1843,False,,0.226694045174538,8.079671457905544,0.11498973305954825,0.057494866529774126,0.20747663551401868,0.09839160221842676,12.033333333333333,1.1,13.133333333333333,2.8766666666666665,0.6319134615384615,0.6350192307692308,6.707692307692308,3.625,3.375,4.125,3.625,2.625,3.475,1,2,1,0
EMP0049,人力资源部,财务分析师,M1,31,10.1,26200,6.9,2013-11-28,0.0891,False,,0.224435318275154,8.142299794661191,0.059548254620123205,0.04106776180698152,0.03925233644859813,0.05640806770423536,5.933333333333334,5.333333333333333,11.266666666666667,1.9277777777777778,0.7018461538461539,0.6625000000000001,6.124038461538461,3.75,3.875,3.375,3.125,3.25,3.475,1,6,0,0
EMP0050,客服部,市场专员,P7,28,6.0,39200,38.2,2018-01-02,0.3573,False,,0.16180698151950718,7.959958932238193,0.15811088295687886,0.09034907597535935,0.23426791277258568,0.139369449935072,2.3444444444444446,1.8777777777777778,4.222222222222222,3.7488888888888887,0.5899038461538462,0.6804711538461539,7.188461538461539,2.875,2.5,3.5,2.375,2.5,2.75,2,5,5,0
EMP0051,财务部,市场专员,P4,27,2.2,82000,5.9,2021-10-20,0.4203,False,,0.19158110882956877,8.031622176591377,0.11909650924024641,0.08624229979466119,0.03302180685358255,0.11645476469195981,2.3222222222222224,2.577777777777778,4.9,3.8466666666666667,0.4699038461538461,0.3797019230769231,7.459615384615384,2.375,2.375,2.375,2.0,2.125,2.25,5,5,2,0
EMP0052,客服部,产品经理,M2,37,3.7,46700,4.8,2020-04-21,0.2016,False,,0.13880903490759752,8.01889117043121,0.0944558521560575,0.04106776180698152,0.02616822429906542,0.09236239421213226,1.6444444444444444,3.3555555555555556,5.0,2.84,0.7057596153846154,0.7669519230769232,6.628846153846154,3.375,3.125,3.0,3.5,2.75,3.15,2,2,1,0
EMP0053,销售部,客服代表,M2,30,0.7,70300,3.9,2023-04-21,0.4652,False,,0.15544147843942505,7.960369609856262,0.1437371663244353,0.08829568788501027,0.020560747663551402,0.1420923065113512,5.355555555555555,1.8333333333333333,7.188888888888889,5.176666666666667,0.4890096153846154,0.5727884615384615,7.766346153846154,2.875,2.5,2.625,2.5,2.5,2.6,6,4,1,0
EMP0054,产品部,初级工程师,P6,27,1.5,41700,4.4,2022-07-03,0.1113,False,,0.211088295687885,8.152772073921971,0.043121149897330596,0.03490759753593429,0.02367601246105919,0.04122706890044586,16.844444444444445,4.288888888888889,21.133333333333333,2.61,0.7202211538461539,0.7562211538461538,6.56923076923077,3.75,3.25,3.75,3.125,3.0,3.375,0,3,4,0
EMP0055,市场部,产品经理,M1,37,1.9,111900,11.5,2022-02-07,0.3443,False,,0.18911704312114988,7.97741273100616,0.17248459958932238,0.061601642710472276,0.06791277258566977,0.1670515777824688,1.4111111111111112,2.8222222222222224,4.233333333333333,3.3099999999999996,0.5651057692307693,0.6092211538461538,7.115384615384615,2.875,3.125,2.125,2.625,2.75,2.7,4,2,0,0
EMP0056,财务部,市场专员,P7,37,1.4,128500,7.6,2022-08-09,0.3506,False,,0.2164271047227926,8.06817248459959,0.11909650924024641,0.09034907597535935,0.043613707165109025,0.11560741266703768,9.044444444444444,1.9666666666666666,11.011111111111111,3.727777777777778,0.48822115384615383,0.43023076923076925,7.109615384615385,2.375,3.125,2.25,2.75,3.125,2.725,5,5,5,0
EMP0057,产品部,财务分析师,P4,29,0.5,22000,12.8,2023-07-03,0.4995,False,,0.1759753593429158,7.992607802874743,0.14989733059548255,0.10472279260780287,0.07601246105919003,0.14381633371074734,4.611111111111111,1.711111111111111,6.322222222222222,5.1288888888888895,0.46829807692307696,0.54825,7.7846153846153845,2.5,2.875,2.5,2.0,2.0,2.375,0,6,2,0
EMP0058,工程部,财务分析师,M2,35,2.3,65100,1.9,2021-09-14,0.3645,False,,0.14969199178644765,8.019301848049281,0.10061601642710473,0.06776180698151951,0.008099688473520248,0.0999680413492231,2.8666666666666667,0.6222222222222222,3.488888888888889,3.3211111111111107,0.5542307692307692,0.6045384615384616,7.199038461538462,3.125,2.75,2.5,2.5,3.125,2.8,3,6,1,0
EMP0059,工程部,销售经理,P4,25,2.2,88900,13.6,2021-10-20,0.4071,False,,0.1535934291581109,7.982546201232033,0.1293634496919918,0.11498973305954825,0.08099688473520249,0.12288369891317559,8.366666666666667,3.966666666666667,12.333333333333334,3.6966666666666663,0.5104519230769231,0.5431346153846154,7.528846153846154,2.625,2.75,2.5,2.625,1.75,2.45,3,8,2,0
EMP0060,市场部,高级工程师,M2,26,0.5,51300,4.6,2023-07-03,0.379,False,,0.1439425051334702,7.993223819301848,0.11498973305954825,0.09650924024640657,0.0249221183800623,0.11299596358914327,13.566666666666666,1.3333333333333333,14.9,3.861111111111111,0.5277019230769231,0.5472115384615385,7.74326923076923,2.875,2.5,2.75,2.375,3.125,2.725,4,9,1,0
EMP0061,客服部,初级工程师,M2,40,0.6,71700,12.4,2023-05-27,0.5147,True,2024-04-17,0.1735112936344969,7.960574948665298,0.17248459958932238,0.07597535934291581,0.0735202492211838,0.16660297965162768,1.3,3.6444444444444444,4.944444444444445,5.022222222222222,0.4817788461538462,0.580951923076923,7.75673076923077,2.5,2.5,2.625,1.75,1.625,2.2,2,3,1,1
EMP0062,市场部,初级工程师,P4,34,4.9,112700,9.7,2019-02-08,0.3344,False,,0.15174537987679673,8.030800821355236,0.09856262833675565,0.08624229979466119,0.05669781931464174,0.09402680279158432,4.911111111111111,1.011111111111111,5.9222222222222225,3.521111111111111,0.5575576923076923,0.596798076923077,7.0413461538461535,2.75,3.375,2.625,2.625,2.25,2.725,4,3,2,0
EMP0063,市场部,客服代表,M2,30,1.4,53700,15.8,2022-08-09,0.1344,False,,0.1837782340862423,8.070225872689939,0.09034907597535935,0.026694045174537988,0.09470404984423676,0.08277275198782041,13.122222222222222,2.9,16.022222222222222,2.422222222222222,0.7005961538461538,0.720576923076923,6.374038461538461,3.75,3.0,3.375,3.0,3.0,3.225,4,4,1,0
EMP0064,产品部,高级工程师,P4,33,1.5,54900,15.1,2022-07-03,0.4812,False,,0.1856262833675565,7.983572895277208,0.15195071868583163,0.09856262833675565,0.09034267912772585,0.14472330435561356,2.188888888888889,1.9111111111111112,4.1,4.381111111111111,0.48062499999999997,0.5450769230769231,7.8701923076923075,3.0,2.875,2.75,2.25,2.75,2.725,0,9,2,0
EMP0065,客服部,高级工程师,P7,38,3.7,83400,16.6,2020-04-21,0.2713,False,,0.15995893223819302,8.024435318275154,0.11088295687885011,0.06365503080082136,0.09968847352024922,0.10290787899723017,6.733333333333333,1.788888888888889,8.522222222222222,3.308888888888889,0.6432788461538461,0.7127115384615385,6.9653846153846155,2.875,3.125,3.0,3.0,2.875,2.975,2,9,5,0
EMP0066,财务部,客服代表,P4,32,1.5,41000,45.0,2022-07-03,0.3582,False,,0.1431211498973306,7.938603696098562,0.16632443531827515,0.057494866529774126,0.2766355140186916,0.14419359419677982,6.433333333333334,0.37777777777777777,6.811111111111111,3.4955555555555557,0.5054134615384616,0.4228269230769231,7.199038461538462,3.0,3.0,3.25,2.625,2.375,2.85,5,4,2,0
EMP0067,财务部,中级工程师,P6,49,2.9,70600,33.2,2021-02-07,0.3233,False,,0.15010266940451744,8.00965092402464,0.11909650924024641,0.08829568788501027,0.2031152647975078,0.10284728805644579,5.522222222222222,2.2555555555555555,7.777777777777778,3.2888888888888888,0.5092596153846154,0.43513461538461534,6.974038461538461,3.375,3.0,2.875,3.0,3.125,3.075,5,1,4,0
EMP0068,产品部,市场专员,P5,33,2.7,172400,8.1,2021-04-21,0.3831,False,,0.20184804928131417,8.076386036960985,0.10677618069815195,0.09240246406570841,0.046728971962616814,0.1030378629411426,1.4,1.711111111111111,3.111111111111111,3.743333333333333,0.5465096153846154,0.6013461538461539,7.403846153846154,3.375,3.375,3.0,2.5,2.5,2.95,0,5,3,0
EMP0069,人力资源部,客服代表,P4,34,1.7,64400,8.0,2022-04-21,0.2976,False,,0.19938398357289527,8.040862422997947,0.1273100616016427,0.06365503080082136,0.04610591900311527,0.1236215880813935,2.566666666666667,0.5444444444444444,3.111111111111111,2.923333333333334,0.5780096153846154,0.5721057692307693,6.974038461538461,3.625,3.5,2.875,2.5,2.875,3.075,1,4,2,0
EMP0070,产品部,销售经理,M2,29,1.2,87600,11.4,2022-10-20,0.1683,False,,0.1856262833675565,8.08993839835729,0.08213552361396304,0.04722792607802875,0.06728971962616823,0.07675234604386957,6.5,3.7111111111111112,10.21111111111111,2.457777777777778,0.6881346153846154,0.7523557692307693,6.4557692307692305,3.625,3.375,2.875,3.375,3.0,3.25,0,8,1,0
EMP0071,销售部,产品经理,P6,35,1.6,83200,7.8,2022-05-27,0.3069,False,,0.20595482546201233,8.097125256673511,0.09650924024640657,0.061601642710472276,0.044859813084112146,0.09292045519967759,7.477777777777778,5.666666666666667,13.144444444444444,3.6,0.5814615384615385,0.6784326923076923,7.377884615384615,3.375,2.875,3.125,2.25,2.625,2.85,6,2,4,0
