customer_id,switch_risk_score
CUST_000097,0.5209966537582659
CUST_000098,0.020380003502577872
CUST_000099,0.08926249784782227
CUST_000100,0.04017349210494417
CUST_000101,0.13348076425076313
CUST_000102,0.1899789423516486
CUST_000103,0.15703901837882467
CUST_000104,0.04512254709954576
CUST_000105,0.031097365714925652
CUST_000106,0.03899728599281233
CUST_000107,0.3773398114833378
CUST_000108,0.8706934188521371
CUST_000109,0.017066315639564473
CUST_000110,0.0833289038380292
CUST_000111,0.06401330945264223
CUST_000112,0.019170337096491557
CUST_000113,0.0719053342641209
CUST_000114,0.226113797421775
CUST_000115,0.061157263240669925
CUST_000116,0.5385687959998812
CUST_000117,0.2388307226692954
CUST_000118,0.024609993825529017
CUST_000119,0.09849478609705986
CUST_000120,0.023046559875564362
CUST_000121,0.03232097338037685
CUST_000122,0.0880721636021852
CUST_000123,0.03563972221387513
CUST_000124,0.4833660518692785
CUST_000125,0.13447171683889883
CUST_000126,0.11938789823526615
CUST_000127,0.08682821182048935
CUST_000128,0.049656294925610286
CUST_000129,0.11921306414814184
CUST_000130,0.11744444999711369
CUST_000131,0.05432648274650377
CUST_000132,0.052688772218687466
CUST_000133,0.0996221526555803
CUST_000134,0.023298319796586274
CUST_000135,0.27936613676950045
CUST_000136,0.06243883794517512
CUST_000137,0.04769956744072334
CUST_000138,0.025815702624531537
CUST_000139,0.3879255333015463
CUST_000140,0.8511249823017512
CUST_000141,0.8964259198775834
CUST_000142,0.08628332387882467
CUST_000143,0.677370155937755
CUST_000144,0.00792474926054801
CUST_000145,0.11818450821436956
CUST_000146,0.861778757923309
CUST_000147,0.13935041489056835
CUST_000148,0.034362069112078446
CUST_000149,0.08604091762554957
CUST_000150,0.1794606145355587
CUST_000151,0.17250421017203987
CUST_000152,0.04162178074810887
CUST_000153,0.2109869367042974
CUST_000154,0.05053353999583522
CUST_000155,0.06487837921710303
CUST_000156,0.20021390124951213
CUST_000157,0.12592749849225843
CUST_000158,0.05984429911386327
CUST_000159,0.047553397043387145
CUST_000160,0.16145516566399343
CUST_000161,0.1646508403199223
CUST_000162,0.18568760409325305
CUST_000163,0.037616805756833474
CUST_000164,0.01872000275216705
CUST_000165,0.028664050197093227
CUST_000166,0.636296006043661
CUST_000167,0.07134553677188173
CUST_000168,0.23445473375043438
CUST_000169,0.02843905326293236
CUST_000170,0.11653859663790149
CUST_000171,0.10160784872034814
CUST_000172,0.07155942470252837
CUST_000173,0.034694444169713116
CUST_000174,0.5629893134230382
CUST_000175,0.07674989886701088
CUST_000176,0.05461720865112285
CUST_000177,0.026658536019578852
CUST_000178,0.11770364335047089
CUST_000179,0.037830561536438094
CUST_000180,0.08043849142494966
CUST_000181,0.08828610991408982
CUST_000182,0.06748538800946341
CUST_000183,0.036261977901748725
CUST_000184,0.03159532015853362
CUST_000185,0.10172580615883801
CUST_000186,0.02446550107155238
CUST_000187,0.16292064554743635
CUST_000188,0.20069322868747375
CUST_000189,0.049754937147440996
CUST_000190,0.0421759974398791
CUST_000191,0.5275408681431716
CUST_000192,0.09123213076888512
CUST_000193,0.20091428307332485
CUST_000194,0.03176382776152631
CUST_000195,0.23792544032999646
CUST_000196,0.24585121617499783
CUST_000197,0.8395578116139507
CUST_000198,0.05114990154798619
CUST_000199,0.019256505213803513
CUST_000200,0.07410787917775408
CUST_000201,0.1476132300584786
CUST_000202,0.4660707660489342
CUST_000203,0.1577835180388515
CUST_000204,0.48658663018848736
CUST_000205,0.29887492958558587
CUST_000206,0.13571633275082695
CUST_000207,0.020726141273106444
CUST_000208,0.03625030839325196
CUST_000209,0.05451597298113374
CUST_000210,0.6329589173346044
CUST_000211,0.06905924289338902
CUST_000212,0.08394120552229553
CUST_000213,0.02351240564650331
CUST_000214,0.21690126408138408
CUST_000215,0.4104279194801995
CUST_000216,0.7440079189757405
CUST_000217,0.3785740466540456
CUST_000218,0.1388454899816068
CUST_000219,0.030400399133771964
CUST_000220,0.09732413460219093
CUST_000221,0.21592815263489898
CUST_000222,0.08774355003247507
CUST_000223,0.2039714599548732
CUST_000224,0.7369056831392915
CUST_000225,0.05328125110544889
CUST_000226,0.12990763135030145
CUST_000227,0.03546975291430016
CUST_000228,0.39139706070160524
CUST_000229,0.09505941299565679
CUST_000230,0.11471032803593482
CUST_000231,0.07539568960701915
CUST_000232,0.10497507690772503
CUST_000233,0.05591466306039445
CUST_000234,0.12928399666409104
CUST_000235,0.010491413071284074
CUST_000236,0.10382198521491641
CUST_000237,0.07300805115034593
CUST_000238,0.020471301537136506
CUST_000239,0.6805135845539005
CUST_000240,0.6405159661602393
CUST_000241,0.011079935974095607
CUST_000242,0.4695525323581376
CUST_000243,0.8002489882575026
CUST_000244,0.7150036415545433
CUST_000245,0.16011695802636353
CUST_000246,0.03629039341227524
CUST_000247,0.04530431227284415
CUST_000248,0.11577324621920924
CUST_000249,0.10538642886243471
CUST_000250,0.13245710318379741
CUST_000251,0.2202581897111096
CUST_000252,0.015861466281751828
CUST_000253,0.39178470257366477
CUST_000254,0.08208944538598312
CUST_000255,0.06248479840612996
CUST_000256,0.20199706346543633
CUST_000257,0.09265818011005825
CUST_000258,0.1777639084477532
CUST_000259,0.049336938413672045
CUST_000260,0.04932020293836197
CUST_000261,0.09958612637062862
CUST_000262,0.022757455004981376
CUST_000263,0.09323221492012948
CUST_000264,0.04419922735517185
CUST_000265,0.039861035671642286
CUST_000266,0.06553723808012256
CUST_000267,0.11246215011056271
CUST_000268,0.07374298589973152
CUST_000269,0.12991742591424818
CUST_000270,0.2125565216349307
CUST_000271,0.15851472011943973
CUST_000272,0.05691830288046945
CUST_000273,0.030997892229774608
CUST_000274,0.7109015700048877
CUST_000275,0.12823026767500703
CUST_000276,0.09767576098925941
CUST_000277,0.06632243041440157
CUST_000278,0.08434923398169092
CUST_000279,0.08804457063632809
CUST_000280,0.05080167012332505
CUST_000281,0.02901075337922741
CUST_000282,0.11471032803593482
CUST_000283,0.5024116347677173
CUST_000284,0.22305043573844374
CUST_000285,0.05819917239808371
CUST_000286,0.21302975743346522
CUST_000287,0.20548963284555286
CUST_000288,0.5020890707136091
CUST_000289,0.16947091478490497
CUST_000290,0.19245305875359672
CUST_000291,0.7263445416920906
CUST_000292,0.30239244859714004
CUST_000293,0.05626391542001989
CUST_000294,0.10666533722765562
CUST_000295,0.06578565690337682
CUST_000296,0.35681398288500643
CUST_000297,0.1706397824499603
CUST_000298,0.1275638383819546
CUST_000299,0.1111180955501976
CUST_000300,0.09908113805444449
CUST_000301,0.09174792748543972
CUST_000302,0.05263551424756581
CUST_000303,0.17373131331348798
CUST_000304,0.11576212685549447
CUST_000305,0.14508557485779064
CUST_000306,0.01469489313732193
CUST_000307,0.04355014858632147
CUST_000308,0.1442085934409766
CUST_000309,0.11356717384878712
CUST_000310,0.4816011986654979
CUST_000311,0.16139919084429194
CUST_000312,0.1353996411154141
CUST_000313,0.09811311677346204
CUST_000314,0.18252438591032913
CUST_000315,0.23498722021115367
CUST_000316,0.6872078658902695
CUST_000317,0.05409033055738313
CUST_000318,0.07423081702399066
CUST_000319,0.6152118077440655
CUST_000320,0.05615553272673511
CUST_000321,0.4397969436311112
CUST_000322,0.08161275261801199
CUST_000323,0.10278240865932682
CUST_000324,0.04007430630591839
CUST_000325,0.3036453327305731
CUST_000326,0.18596871273507973
CUST_000327,0.10786851375639492
CUST_000328,0.0136566039952165
CUST_000329,0.03438859488960876
CUST_000330,0.11176410778576558
CUST_000331,0.08314115842302915
CUST_000332,0.028751027431945183
CUST_000333,0.1185211465541035
CUST_000334,0.07696501117408859
CUST_000335,0.12335182154828442
CUST_000336,0.1040984854921056
CUST_000337,0.12986613039033368
CUST_000338,0.1533866257680863
CUST_000339,0.33860365576261836
CUST_000340,0.023185024002626335
CUST_000341,0.062095187032502316
CUST_000342,0.01804576737833682
CUST_000343,0.5908433568559215
CUST_000344,0.5719176551097795
CUST_000345,0.08028369237547416
CUST_000346,0.058454250542120965
CUST_000347,0.24600107728553158
CUST_000348,0.5523584197220244
CUST_000349,0.4962932941081238
CUST_000350,0.5060037605600831
CUST_000351,0.15728844190147945
CUST_000352,0.6049502767897634
CUST_000353,0.5938638177318221
CUST_000354,0.12649984332232603
CUST_000355,0.14868396894353222
CUST_000356,0.024151100857700954
CUST_000357,0.03174269808324962
CUST_000358,0.3266176702804761
CUST_000359,0.008388718734386293
CUST_000360,0.3677632092456859
CUST_000361,0.060099204895397496
CUST_000362,0.05081465773249014
CUST_000363,0.1510507095517238
CUST_000364,0.018195756475128593
CUST_000365,0.8323345137558721
CUST_000366,0.09177773483168716
CUST_000367,0.18568760409325305
CUST_000368,0.0331324875041085
CUST_000369,0.1182068310422687
CUST_000370,0.06783464485979673
CUST_000371,0.31181353622810015
CUST_000372,0.16213191884494027
CUST_000373,0.01389696138843712
CUST_000374,0.0692365509153506
CUST_000375,0.05056231080261351
CUST_000376,0.07227930438684577
CUST_000377,0.05171427941220242
CUST_000378,0.12507495172422
CUST_000379,0.016082874832127062
CUST_000380,0.017934576144856905
CUST_000381,0.24470250282734973
CUST_000382,0.0976735113399979
CUST_000383,0.04491663941858047
CUST_000384,0.019306807628616134
CUST_000385,0.024683574908021564
CUST_000386,0.12581989036143934
CUST_000387,0.12198189286780811
CUST_000388,0.2107870201593111
CUST_000389,0.09273897211068179
CUST_000390,0.1316238577593243
CUST_000391,0.08001774329645633
CUST_000392,0.05803509980409714
CUST_000393,0.06625955799276653
CUST_000394,0.06631078413747532
CUST_000395,0.11366639943940524
CUST_000396,0.20217303564456235
CUST_000397,0.031097365714925652
CUST_000398,0.05668934710829913
CUST_000399,0.09431757041457453
CUST_000400,0.0340024980541132
CUST_000401,0.04754423541336228
CUST_000402,0.6161529754160235
CUST_000403,0.2035028384147352
CUST_000404,0.33024863315347336
CUST_000405,0.1219728251742804
CUST_000406,0.05209023349903183
CUST_000407,0.13306245696064317
CUST_000408,0.011164589898215609
CUST_000409,0.12428105664651207
CUST_000410,0.04628743258862413
CUST_000411,0.31348076933411806
CUST_000412,0.0552622351034394
CUST_000413,0.04603106604665448
CUST_000414,0.16469409515238273
CUST_000415,0.18995826113497935
CUST_000416,0.035910816004930055
CUST_000417,0.42425783754428986
CUST_000418,0.14096758074099244
CUST_000419,0.12581989036143934
CUST_000420,0.7244011141141248
CUST_000421,0.2984471138831123
CUST_000422,0.7091748521906974
CUST_000423,0.8594241973658572
CUST_000424,0.07303585728619262
CUST_000425,0.07469654531462867
CUST_000426,0.6359669995265034
CUST_000427,0.04658085301070076
CUST_000428,0.10253111276376484
CUST_000429,0.02661041434824083
CUST_000430,0.09735386891604181
CUST_000431,0.035386579927075584
CUST_000432,0.02897591666816212
CUST_000433,0.014689063130181531
CUST_000434,0.7424154589123242
CUST_000435,0.4808030745618064
CUST_000436,0.027441227844011568
CUST_000437,0.010100282354776195
CUST_000438,0.05984429911386327
CUST_000439,0.07454766875863895
CUST_000440,0.12540782765189706
CUST_000441,0.15461882327726933
CUST_000442,0.09987641246376056
CUST_000443,0.10491238920584778
CUST_000444,0.8672327888500561
CUST_000445,0.7224520385980056
CUST_000446,0.07606175800323978
CUST_000447,0.027847142159510785
CUST_000448,0.11618096939735147
CUST_000449,0.0919272761804411
CUST_000450,0.06760438295419774
CUST_000451,0.06243883794517512
CUST_000452,0.0128682110984624
CUST_000453,0.1013336291607825
CUST_000454,0.11263489053555296
CUST_000455,0.07041557195946718
CUST_000456,0.018659323034328622
CUST_000457,0.05857608360157604
CUST_000458,0.04792149366240862
CUST_000459,0.11896737701784729
CUST_000460,0.38508638991630634
CUST_000461,0.02166022294366401
CUST_000462,0.11624138116076844
CUST_000463,0.10692026831052887
CUST_000464,0.11169604437127814
CUST_000465,0.73080136603807
CUST_000466,0.21848759597594009
CUST_000467,0.12330552530512415
CUST_000468,0.5263449262964849
CUST_000469,0.06970602742055373
CUST_000470,0.0908395252491687
CUST_000471,0.026037546041729996
CUST_000472,0.016588056627086
CUST_000473,0.39308616643431965
CUST_000474,0.10172580615883801
CUST_000475,0.16013447513930565
CUST_000476,0.08514308626006398
CUST_000477,0.7937338182147197
CUST_000478,0.18568760409325305
CUST_000479,0.19319857834379114
CUST_000480,0.8607585839334558
CUST_000481,0.07714004235372258
CUST_000482,0.09927332407602303
CUST_000483,0.11571431614407289
CUST_000484,0.1171018055872453
CUST_000485,0.13810372931856155
CUST_000486,0.3918986747215849
CUST_000487,0.10257075025774844
CUST_000488,0.059935405777320955
CUST_000489,0.18005389962034976
CUST_000490,0.022162195775249964
CUST_000491,0.12247574356331403
CUST_000492,0.1549988308196992
CUST_000493,0.008712474602117182
CUST_000494,0.09795667359858419
CUST_000495,0.13222182844243943
CUST_000496,0.05011956521679517
CUST_000497,0.15243038661642788
CUST_000498,0.1530923376377692
CUST_000499,0.008712474602117182
