referrer_id,referred_customer_id,referral_date,referral_channel,is_converted,converted_date,referred_first_spend,referred_frequency,referred_still_active,referrer_loyalty_tendency,referrer_segment,referrer_price_sensitivity,referrer_promotion_responsiveness
CUST_000120,CUST_000350,2024-04-03,Word of Mouth,0,,0.0,0,False,0.5101334164891866,Family,0.022367734093118933,0.36331020068379904
CUST_000123,CUST_000198,2025-01-18,Referral Link,1,2025-02-16,412.26754992354216,2,1,0.6613281983618453,Young Professional,0.16843219864326864,0.5082641058614303
CUST_000125,CUST_000102,2025-05-29,Word of Mouth,1,2025-06-20,181.3190857236102,4,1,0.5348334559185279,Family,0.9075868512700346,0.38325854492802935
CUST_000130,CUST_000063,2024-09-03,Word of Mouth,0,,0.0,0,False,0.6694696290411274,Family,0.707949661581999,0.24740658341232544
CUST_000130,CUST_000259,2023-11-04,Review/Rating,1,2023-11-21,252.750919838059,7,0,0.6694696290411274,Family,0.707949661581999,0.24740658341232544
CUST_000130,CUST_000171,2025-06-10,Word of Mouth,1,2025-06-18,139.37253740539884,7,1,0.6694696290411274,Family,0.707949661581999,0.24740658341232544
CUST_000131,CUST_000282,2025-11-29,Word of Mouth,1,2025-12-08,186.61281360153822,2,1,0.5739991111366776,Family,0.6465405559891603,0.8555674685521872
CUST_000132,CUST_000496,2024-06-03,Referral Link,0,,0.0,0,False,0.785668465005905,Senior,0.17865432061973752,0.4164594558032261
CUST_000137,CUST_000203,2023-02-14,Social Media,1,2023-03-10,488.90418296575456,1,1,0.8171631500926917,Family,0.32179775279128203,0.5789148353075634
CUST_000137,CUST_000485,2023-05-31,Word of Mouth,1,2023-06-23,95.27092679487515,1,1,0.8171631500926917,Family,0.32179775279128203,0.5789148353075634
CUST_000142,CUST_000418,2024-10-01,Referral Link,0,,0.0,0,False,0.7025232506749087,Young Professional,0.45733554708663526,0.6533551400593929
CUST_000148,CUST_000378,2025-10-26,Word of Mouth,1,2025-10-28,163.05818465917056,6,1,0.723843540753446,Young Professional,0.520700821032173,0.7224236805315642
CUST_000155,CUST_000336,2024-05-11,Review/Rating,1,2024-06-04,99.10236185247138,6,1,0.6712957337915895,Senior,0.6955025307666252,0.32002314262416637
CUST_000157,CUST_000330,2023-11-17,Social Media,1,2023-11-28,153.6239560018738,4,0,0.6986354573590743,High Net Worth,0.6895769302017515,0.4432241072681456
CUST_000157,CUST_000005,2023-10-05,Word of Mouth,0,,0.0,0,False,0.6986354573590743,High Net Worth,0.6895769302017515,0.4432241072681456
CUST_000157,CUST_000375,2023-08-13,Social Media,0,,0.0,0,False,0.6986354573590743,High Net Worth,0.6895769302017515,0.4432241072681456
CUST_000158,CUST_000316,2023-09-10,Referral Link,1,2023-09-15,353.25814438449396,4,0,0.7053786959625228,Family,0.28972836429483223,0.6521810867742587
CUST_000158,CUST_000347,2023-01-09,Word of Mouth,1,2023-02-06,129.374644415138,1,1,0.7053786959625228,Family,0.28972836429483223,0.6521810867742587
CUST_000164,CUST_000083,2024-02-24,Review/Rating,0,,0.0,0,False,0.660730870948263,Young Professional,0.16375132482375454,0.7501248480682212
CUST_000164,CUST_000157,2025-11-25,Social Media,0,,0.0,0,False,0.660730870948263,Young Professional,0.16375132482375454,0.7501248480682212
CUST_000164,CUST_000283,2024-04-10,Word of Mouth,1,2024-05-04,320.14227801578835,4,1,0.660730870948263,Young Professional,0.16375132482375454,0.7501248480682212
CUST_000165,CUST_000482,2024-03-18,Review/Rating,0,,0.0,0,False,0.6850266189405476,Senior,0.4159715006303275,0.7360932258181706
CUST_000165,CUST_000353,2024-01-05,Referral Link,1,2024-01-11,162.47455427161648,2,1,0.6850266189405476,Senior,0.4159715006303275,0.7360932258181706
CUST_000165,CUST_000170,2023-01-28,Review/Rating,1,2023-02-04,158.20059709692407,5,0,0.6850266189405476,Senior,0.4159715006303275,0.7360932258181706
CUST_000167,CUST_000231,2023-02-14,Referral Link,0,,0.0,0,False,0.6350868790203147,Family,0.294732849761181,0.6536196568690691
CUST_000167,CUST_000205,2023-05-17,Review/Rating,0,,0.0,0,False,0.6350868790203147,Family,0.294732849761181,0.6536196568690691
CUST_000169,CUST_000271,2024-02-24,Word of Mouth,1,2024-03-03,327.3391774630663,1,1,0.8896322115578359,Family,0.3867538705202503,0.39995216337431544
CUST_000169,CUST_000326,2023-12-26,Word of Mouth,0,,0.0,0,False,0.8896322115578359,Family,0.3867538705202503,0.39995216337431544
CUST_000169,CUST_000170,2023-03-27,Referral Link,0,,0.0,0,False,0.8896322115578359,Family,0.3867538705202503,0.39995216337431544
CUST_000173,CUST_000488,2025-10-16,Community Forum,0,,0.0,0,False,0.7584472169119019,Family,0.5168590286951638,0.8010329922231035
CUST_000176,CUST_000262,2024-02-13,Referral Link,0,,0.0,0,False,0.6216228544655393,Student,0.4169533372854457,0.49759979930968007
CUST_000177,CUST_000200,2024-07-24,Social Media,0,,0.0,0,False,0.7380604208641571,Young Professional,0.18431842837189058,0.6526079026900663
CUST_000179,CUST_000005,2023-07-30,Referral Link,0,,0.0,0,False,0.8096199805128073,Family,0.1781884297527615,0.5422044141358939
CUST_000179,CUST_000380,2024-03-12,Word of Mouth,1,2024-04-02,497.49431024594554,5,1,0.8096199805128073,Family,0.1781884297527615,0.5422044141358939
CUST_000179,CUST_000246,2023-07-11,Social Media,1,2023-07-13,337.40388964247455,4,0,0.8096199805128073,Family,0.1781884297527615,0.5422044141358939
CUST_000182,CUST_000147,2024-05-31,Referral Link,1,2024-06-14,63.516654566980584,3,1,0.7844631749141787,Family,0.20239953158707039,0.5985560272476012
CUST_000182,CUST_000305,2025-11-21,Word of Mouth,1,2025-12-10,250.34961296748526,4,1,0.7844631749141787,Family,0.20239953158707039,0.5985560272476012
CUST_000182,CUST_000470,2024-09-21,Word of Mouth,0,,0.0,0,False,0.7844631749141787,Family,0.20239953158707039,0.5985560272476012
CUST_000184,CUST_000096,2025-04-19,Word of Mouth,1,2025-04-27,66.97097652801851,3,1,0.5364531595624301,Family,0.2630776784835085,0.934951765275308
CUST_000185,CUST_000348,2024-05-30,Review/Rating,1,2024-06-06,162.43433270803428,6,1,0.7548736072439338,Student,0.2571377378662631,0.4307132868886478
CUST_000185,CUST_000493,2024-08-20,Word of Mouth,0,,0.0,0,False,0.7548736072439338,Student,0.2571377378662631,0.4307132868886478
CUST_000185,CUST_000391,2025-11-21,Community Forum,1,2025-12-17,145.86568492540664,3,1,0.7548736072439338,Student,0.2571377378662631,0.4307132868886478
CUST_000185,CUST_000246,2024-06-16,Social Media,1,2024-07-04,189.6552808384313,5,1,0.7548736072439338,Student,0.2571377378662631,0.4307132868886478
CUST_000188,CUST_000077,2024-06-12,Referral Link,0,,0.0,0,False,0.6247430202940095,Student,0.7307712075689045,0.3970938928978664
CUST_000188,CUST_000070,2025-09-03,Word of Mouth,1,2025-09-22,87.88343091446089,7,1,0.6247430202940095,Student,0.7307712075689045,0.3970938928978664
CUST_000188,CUST_000364,2024-12-01,Referral Link,0,,0.0,0,False,0.6247430202940095,Student,0.7307712075689045,0.3970938928978664
CUST_000189,CUST_000405,2024-11-10,Word of Mouth,0,,0.0,0,False,0.7326720067561643,Family,0.8296486521715151,0.5602262782838915
CUST_000190,CUST_000212,2025-06-29,Word of Mouth,1,2025-07-04,434.123847818153,7,1,0.5029299280876653,Senior,0.08795395760385215,0.5924271056664243
CUST_000194,CUST_000018,2025-04-28,Social Media,1,2025-05-05,413.1411969901551,2,1,0.9089509576186376,Student,0.29538910945446706,0.6783811707643876
CUST_000199,CUST_000084,2025-10-27,Social Media,0,,0.0,0,False,0.7912493976537339,Young Professional,0.06774031717695453,0.5460329923613458
CUST_000207,CUST_000194,2023-11-27,Community Forum,1,2023-12-15,444.0819907909415,7,1,0.7690209053451845,Student,0.14910561162376085,0.661820938438607
CUST_000208,CUST_000189,2023-02-22,Review/Rating,0,,0.0,0,False,0.8562843187806247,Student,0.1946040999178858,0.41032233211453367
CUST_000208,CUST_000485,2025-05-16,Referral Link,1,2025-06-04,251.520656004981,4,0,0.8562843187806247,Student,0.1946040999178858,0.41032233211453367
CUST_000208,CUST_000028,2024-03-14,Word of Mouth,0,,0.0,0,False,0.8562843187806247,Student,0.1946040999178858,0.41032233211453367
CUST_000215,CUST_000037,2023-08-23,Social Media,0,,0.0,0,False,0.6273231971480657,High Net Worth,0.5743503954231751,0.6221800674025667
CUST_000215,CUST_000216,2025-03-10,Word of Mouth,1,2025-03-14,361.3537255518939,5,0,0.6273231971480657,High Net Worth,0.5743503954231751,0.6221800674025667
CUST_000215,CUST_000361,2023-01-15,Social Media,1,2023-01-26,198.95451530797754,4,1,0.6273231971480657,High Net Worth,0.5743503954231751,0.6221800674025667
CUST_000215,CUST_000252,2025-06-27,Word of Mouth,1,2025-07-04,308.4563765716621,7,0,0.6273231971480657,High Net Worth,0.5743503954231751,0.6221800674025667
CUST_000217,CUST_000263,2023-07-23,Community Forum,0,,0.0,0,False,0.6187447036096981,Young Professional,0.5455001374346956,0.6927113912727949
CUST_000217,CUST_000220,2025-12-29,Review/Rating,1,2026-01-11,323.36424249654465,2,1,0.6187447036096981,Young Professional,0.5455001374346956,0.6927113912727949
CUST_000217,CUST_000186,2023-08-23,Referral Link,1,2023-09-11,314.2186559823119,2,1,0.6187447036096981,Young Professional,0.5455001374346956,0.6927113912727949
CUST_000219,CUST_000430,2024-10-10,Word of Mouth,1,2024-10-27,378.0627381489759,5,0,0.6052277958368268,High Net Worth,0.060824570760624266,0.632078334654376
CUST_000219,CUST_000270,2023-01-06,Word of Mouth,1,2023-01-16,400.9384353161248,4,0,0.6052277958368268,High Net Worth,0.060824570760624266,0.632078334654376
CUST_000222,CUST_000495,2025-08-06,Social Media,1,2025-08-28,243.198680986269,6,0,0.5226259121471785,High Net Worth,0.2853422555881366,0.4349709624286356
CUST_000227,CUST_000156,2025-07-14,Community Forum,1,2025-07-28,70.36093141328834,1,1,0.8370830264274101,High Net Worth,0.3877699432357372,0.25959904533127015
CUST_000229,CUST_000096,2024-10-15,Word of Mouth,0,,0.0,0,False,0.5278433140658239,Family,0.3323245378630786,0.4975715211567486
CUST_000229,CUST_000469,2025-10-22,Community Forum,0,,0.0,0,False,0.5278433140658239,Family,0.3323245378630786,0.4975715211567486
CUST_000230,CUST_000120,2025-03-06,Referral Link,1,2025-03-10,291.61971234738905,7,1,0.5707587121344736,High Net Worth,0.5291236823961698,0.6049130664794481
CUST_000230,CUST_000333,2024-07-22,Referral Link,1,2024-08-16,414.1390964142597,6,0,0.5707587121344736,High Net Worth,0.5291236823961698,0.6049130664794481
CUST_000230,CUST_000064,2025-04-14,Referral Link,1,2025-04-17,373.45124880851216,4,1,0.5707587121344736,High Net Worth,0.5291236823961698,0.6049130664794481
CUST_000233,CUST_000153,2025-06-23,Word of Mouth,1,2025-07-16,91.66695039200762,6,1,0.6874197578406307,Student,0.3300229720129927,0.6690116207769805
CUST_000235,CUST_000166,2025-05-04,Referral Link,1,2025-05-20,63.93393098685151,1,1,0.9286236001178759,Senior,0.36090929000666316,0.853887244167759
CUST_000235,CUST_000140,2023-05-03,Social Media,1,2023-05-18,354.54174487448245,7,1,0.9286236001178759,Senior,0.36090929000666316,0.853887244167759
CUST_000235,CUST_000332,2023-06-29,Word of Mouth,0,,0.0,0,False,0.9286236001178759,Senior,0.36090929000666316,0.853887244167759
CUST_000235,CUST_000443,2025-08-17,Review/Rating,1,2025-08-24,106.93947055564182,6,0,0.9286236001178759,Senior,0.36090929000666316,0.853887244167759
CUST_000241,CUST_000490,2025-08-23,Word of Mouth,1,2025-09-07,143.53047925492427,4,1,0.9607507492903419,Student,0.06392391212329511,0.4207118038945098
CUST_000246,CUST_000373,2024-03-12,Social Media,1,2024-03-22,100.36019279285895,1,1,0.8190321507927897,Family,0.46949004749713324,0.8176295735987267
CUST_000252,CUST_000414,2025-03-10,Word of Mouth,1,2025-03-16,278.4048030364328,2,1,0.5887801806182545,High Net Worth,0.4123134660531107,0.7610444253798097
CUST_000259,CUST_000462,2024-02-08,Referral Link,1,2024-03-04,431.6304333978281,1,1,0.7812213092003,Family,0.14117985399988608,0.8781646907164198
CUST_000260,CUST_000350,2023-06-15,Community Forum,1,2023-07-13,297.4021297553512,3,1,0.8511060683614362,Student,0.8096458463203526,0.7432893099467556
CUST_000262,CUST_000041,2025-08-12,Referral Link,0,,0.0,0,False,0.7712239633733906,Family,0.2964296060137291,0.7578006739072158
CUST_000262,CUST_000153,2023-08-09,Social Media,1,2023-08-13,318.26989984586095,7,0,0.7712239633733906,Family,0.2964296060137291,0.7578006739072158
CUST_000263,CUST_000027,2023-12-18,Social Media,1,2024-01-04,301.11253657241275,4,1,0.8596031927698493,Senior,0.46599298610044615,0.3599392677381221
CUST_000263,CUST_000467,2023-07-16,Referral Link,0,,0.0,0,False,0.8596031927698493,Senior,0.46599298610044615,0.3599392677381221
CUST_000263,CUST_000439,2023-11-11,Word of Mouth,1,2023-12-06,260.01721852762637,1,0,0.8596031927698493,Senior,0.46599298610044615,0.3599392677381221
CUST_000263,CUST_000272,2025-01-26,Community Forum,0,,0.0,0,False,0.8596031927698493,Senior,0.46599298610044615,0.3599392677381221
CUST_000265,CUST_000268,2024-09-26,Referral Link,1,2024-10-21,303.64804189905226,2,0,0.5033764576272375,High Net Worth,0.41842962700483893,0.744554674613967
CUST_000273,CUST_000330,2023-03-12,Word of Mouth,0,,0.0,0,False,0.8467228679099534,Family,0.2534164849448002,0.7318568478408234
CUST_000273,CUST_000361,2024-02-20,Word of Mouth,1,2024-03-08,117.7612992782035,4,1,0.8467228679099534,Family,0.2534164849448002,0.7318568478408234
CUST_000273,CUST_000324,2024-02-15,Word of Mouth,0,,0.0,0,False,0.8467228679099534,Family,0.2534164849448002,0.7318568478408234
CUST_000281,CUST_000410,2023-10-06,Review/Rating,1,2023-10-08,475.3052176473131,2,1,0.6374359762322861,Senior,0.08361379402246583,0.2269126208087984
CUST_000281,CUST_000451,2024-11-03,Word of Mouth,1,2024-12-02,473.2769920125586,6,0,0.6374359762322861,Senior,0.08361379402246583,0.2269126208087984
CUST_000284,CUST_000377,2025-12-01,Word of Mouth,1,2025-12-16,151.78383376715945,7,0,0.7465704283917763,Student,0.5442773902166395,0.3176757949219666
CUST_000288,CUST_000205,2023-07-02,Social Media,1,2023-07-24,368.52034408294384,6,1,0.7321740786799632,High Net Worth,0.4745196903315144,0.4858634921966226
CUST_000293,CUST_000309,2023-04-21,Social Media,0,,0.0,0,False,0.8124803934594235,Young Professional,0.26199753569461043,0.5347718513382003
CUST_000302,CUST_000254,2023-03-31,Word of Mouth,0,,0.0,0,False,0.5700085038892293,Student,0.810444900049575,0.8372660267996198
CUST_000302,CUST_000359,2025-10-15,Word of Mouth,0,,0.0,0,False,0.5700085038892293,Student,0.810444900049575,0.8372660267996198
CUST_000305,CUST_000010,2025-08-12,Social Media,1,2025-08-29,273.145146891428,6,1,0.72256976869483,High Net Worth,0.6704212608878727,0.26020710193841223
CUST_000306,CUST_000321,2024-11-02,Review/Rating,1,2024-11-27,450.83249324896633,4,0,0.7750588133260653,High Net Worth,0.31038118857799085,0.8051437933706025
CUST_000306,CUST_000183,2023-04-08,Word of Mouth,1,2023-05-02,179.4685617662776,2,1,0.7750588133260653,High Net Worth,0.31038118857799085,0.8051437933706025
CUST_000307,CUST_000255,2024-05-19,Referral Link,0,,0.0,0,False,0.5369446838874926,High Net Worth,0.39219016804853396,0.27921307523642874
CUST_000308,CUST_000429,2025-04-01,Social Media,0,,0.0,0,False,0.8470199419028595,High Net Worth,0.5567531332954277,0.573980502909545
