customer_id,frequency,total_spend,avg_order_value,last_purchase,first_purchase,return_rate,discount_usage,price_sensitivity_x,promotion_responsiveness_x,avg_discount_pct_x,max_discount_pct,promotion_purchase_rate_x,promotion_purchase_count,avg_base_price,total_base_value,total_discount_amount,recency_days,tenure_days,repurchase_rate,deal_hunter_score_x,savings_consciousness_x,promo_sensitivity_x,price_value_ratio,Beauty,Clothing,Electronics,Food,Home,Sports,Bundle Deal,Coupon,Direct Discount,Membership Discount,Seasonal Sale,age,gender,segment,channel,region,loyalty_tendency,price_sensitivity_y,promotion_responsiveness_y,avg_nps,avg_ease_of_use,avg_product_quality,avg_customer_service,nps_surveys,nps_mode_category,complaint_count,unresolved_complaints,avg_resolution_time,complaint_rate,unresolved_rate,total_interactions,avg_duration,App Visit,Click-Through,Email Open,Social Media,Support Call,nps_category_numeric,cluster,pca_x,pca_y,loyalty_level,spend_growth_rate,price_sensitivity,promotion_responsiveness,avg_discount_pct_y,promotion_purchase_rate_y,deal_hunter_score_y,savings_consciousness_y,promo_sensitivity_y,only_promo_buyer,high_price_sensitivity,low_price_sensitivity,dynamic_churn_threshold,active_categories,primary_category,threshold_group,repurchase_probability,avg_inter_purchase_days,repurchase_score,nps_score,complaint_score,engagement_score,value_score,loyalty_index,loyalty_tier
CUST_000010,14,1255.51,89.67928571428571,2025-12-02,2023-02-09,0.14285714285714285,0.35714285714285715,0.1608901791556643,0.3980636786563229,0.08391428571428572,0.4182,0.35714285714285715,5,95.93285714285715,1343.06,87.57,29,1027,1,0.05746077826988011,0.06515334136868889,0.14216559952011534,1.069613347668538,3,6,1,1,2,1,1.0,1.0,3.0,0.0,0.0,28,Female,High Net Worth,Store,West,0.26888486768721137,0.1608901791556643,0.3980636786563229,7.0,3.3333333333333335,3.0,3.3333333333333335,3,detractor,1.0,0.0,4.0,1.0,0.0,5.0,237.4,0.0,2.0,2.0,1.0,0.0,-1,0,-3.2029226024620305,2.0787346983560697,低,-0.6862986459615565,0.1608901791556643,0.3980636786563229,0,0,0.0,0.0,0.0,0,0,1,378.3554667547274,6,Beauty,Short Cycle,0.8446626691202033,79.0,0.6500966687884175,0.5473809523809524,0.8828571428571429,0.39438633117239863,0.2474554017933254,56.05790701051934,中忠诚度
CUST_000011,25,2963.02,118.5208,2025-12-19,2023-01-13,0.04,0.24,0.08580144442577511,0.6513919545010991,0.085804,0.5141,0.24,6,126.62119999999999,3165.5299999999997,202.51,12,1071,1,0.020592346662186026,0.06395328640499222,0.1563340690802638,1.0682556770054703,2,7,4,4,8,0,2.0,1.0,1.0,1.0,1.0,28,Male,High Net Worth,Hybrid,East,0.5765737251334517,0.08580144442577511,0.6513919545010991,10.0,5.0,5.0,5.0,3,promoter,0.0,0.0,0.0,0.0,0.0,9.0,92.55555555555556,1.0,2.0,2.0,3.0,1.0,1,2,1.3885516948734447,-1.6148522312144549,高,-0.3444166926839422,0.08580144442577511,0.6513919545010991,0,0,0.0,0.0,0.0,0,0,1,513.7160654092345,5,Beauty,Long Cycle,0.745857133690807,44.625,0.7409650519267321,0.9999999999999999,1.0,0.4614523434543213,0.4820616701968511,76.38166176256954,高忠诚度
CUST_000012,13,2104.88,161.91384615384615,2025-12-06,2023-04-11,0.15384615384615385,0.15384615384615385,0.2001088105028608,0.20218396004869815,0.02503846153846154,0.1943,0.15384615384615385,2,164.21538461538464,2134.8,29.93,25,970,1,0.03078597084659397,0.014013484408652493,0.03110522462287664,1.0141519517722009,1,5,4,1,1,1,0.0,2.0,0.0,0.0,0.0,41,Female,Family,Online,West,0.016698860364880535,0.2001088105028608,0.20218396004869815,5.0,2.0,2.0,3.5,2,detractor,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,2.0,-1,1,-6.729891794613704,-1.3935578676817812,中,0.9048509869694229,0.2001088105028608,0.20218396004869815,0,0,0.0,0.0,0.0,0,0,1,378.3554667547274,6,Beauty,Short Cycle,0.8712006359217173,80.83333333333333,0.6339468903394868,0.2933571428571428,1.0,0.16526315789473683,0.5046056053698381,51.400366730581794,中忠诚度
CUST_000013,18,2445.96,135.88666666666666,2025-10-30,2023-03-23,0.0,0.3333333333333333,0.2330081734108271,0.8720640383177507,0.0947,0.4391,0.3333333333333333,6,145.72611111111112,2623.07,177.13,62,952,1,0.07766939113694236,0.06750201023600742,0.29068801277258355,1.0723302836305366,2,5,4,3,4,0,1.0,1.0,2.0,1.0,1.0,70,Male,Young Professional,Hybrid,East,0.3684777589251536,0.23300817341082714,0.8720640383177507,8.0,4.5,3.5,3.0,2,passive,2.0,1.0,9.0,2.0,0.5,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0,0,-1.6687631507176794,1.3051904038600295,低,-0.5242224451770101,0.2330081734108271,0.8720640383177507,0,0,0.0,0.0,0.0,0,0,1,378.3554667547274,5,Beauty,Short Cycle,0.4515853787855235,56.0,0.5569460656153592,0.6926428571428571,0.5514285714285714,0.14421052631578946,0.47790212494685586,51.627571737400444,中忠诚度
CUST_000014,27,2693.6,99.76296296296296,2025-08-25,2023-02-28,0.0,0.3333333333333333,0.22283223328420015,0.9496882038282237,0.07476296296296298,0.5455,0.3333333333333333,9,106.98407407407409,2888.57,194.99,128,909,1,0.07427741109473338,0.06748062860564029,0.31656273460940787,1.0722752025895832,5,4,4,9,4,1,1.0,2.0,5.0,1.0,0.0,53,Male,High Net Worth,Online,East,0.5417050420062127,0.22283223328420015,0.9496882038282237,10.0,5.0,5.0,4.5,2,promoter,0.0,0.0,0.0,0.0,0.0,3.0,50.333333333333336,0.0,1.0,2.0,0.0,0.0,1,0,0.7420405582799023,0.7444855653048772,低,1.3995848469122991,0.22283223328420015,0.9496882038282237,0,0,0.0,0.0,0.0,0,0,1,498.32680731697,6,Beauty,Long Cycle,0.029616387630465035,34.96153846153846,0.4823644061126713,0.9824999999999999,1.0,0.22750723363732922,0.5176922585333987,65.21142456594104,中忠诚度
CUST_000015,44,4329.51,98.39795454545455,2025-12-28,2023-01-08,0.0,0.36363636363636365,0.5060840384894199,0.5664026693632754,0.0948,0.5896,0.36363636363636365,16,107.43431818181817,4727.11,397.63,3,1085,1,0.18403055945069813,0.0840991432094431,0.20596460704119107,1.0917239229090403,7,14,7,7,3,6,3.0,3.0,6.0,0.0,4.0,57,Male,Student,Hybrid,West,0.8401386759350017,0.5060840384894199,0.5664026693632754,10.0,5.0,5.0,5.0,3,promoter,1.0,0.0,13.0,1.0,0.0,11.0,54.36363636363637,1.0,2.0,5.0,2.0,1.0,1,2,5.2667326748575105,-0.44349049710406535,高,-0.5119348806511935,0.5060840384894199,0.5664026693632754,0,0,0.0,0.0,0.0,0,0,0,378.3554667547274,6,Beauty,Short Cycle,0.6739297763595185,25.232558139534884,0.884930015853523,0.9999999999999999,0.7542857142857142,0.4724595698774361,0.5168257249300887,77.70146561200427,高忠诚度
CUST_000016,20,2031.91,101.5955,2025-12-26,2023-02-07,0.0,0.35,0.15443717689204847,0.8844273660019863,0.08691499999999999,0.4202,0.35,7,112.19800000000001,2243.96,212.07,5,1053,1,0.05405301191221696,0.09446493478725679,0.3095495781006952,1.1042512462415912,4,6,2,4,4,0,2.0,1.0,3.0,1.0,0.0,41,Male,Young Professional,Store,East,0.45685339722281393,0.15443717689204847,0.8844273660019865,7.0,3.3333333333333335,3.3333333333333335,3.0,3,detractor,0.0,0.0,0.0,0.0,0.0,10.0,34.3,1.0,0.0,5.0,4.0,0.0,-1,0,-0.7705444771491617,1.8577784326284354,低,0.7754814259903936,0.15443717689204847,0.8844273660019863,0,0,0.0,0.0,0.0,0,0,1,378.3554667547274,5,Beauty,Short Cycle,0.8466911150033432,55.421052631578945,0.7220682046290237,0.5507142857142857,1.0,0.3398478189209977,0.471755943667084,62.60395972054907,中忠诚度
CUST_000017,50,4707.3099999999995,94.1462,2025-12-03,2023-01-01,0.04,0.36,0.5126679312485971,0.8236242558333113,0.109306,0.6105,0.36,18,101.2854,5064.2699999999995,356.99,28,1067,1,0.18456045524949496,0.07047798044329326,0.29650473209999206,1.075716734532617,9,15,6,11,7,2,2.0,5.0,8.0,3.0,0.0,20,Other,High Net Worth,Hybrid,East,0.8490969581800873,0.5126679312485971,0.8236242558333113,10.0,5.0,5.0,5.0,1,promoter,1.0,0.0,12.0,1.0,0.0,7.0,111.85714285714286,1.0,1.0,5.0,0.0,0.0,1,2,5.040971295985393,-0.06996403783190001,高,-0.25687044307347173,0.5126679312485971,0.8236242558333113,0,0,0.0,0.0,0.0,0,0,0,378.3554667547274,6,Beauty,Short Cycle,0.449783371598094,21.775510204081634,0.8634712596133411,0.9999999999999999,0.7685714285714286,0.355501436262891,0.5178628760635,75.53317390186753,高忠诚度
CUST_000018,15,2321.5,154.76666666666668,2025-06-29,2023-03-20,0.0,0.3333333333333333,0.5617648916587262,0.6765382013568658,0.11351333333333333,0.4614,0.3333333333333333,5,163.58733333333333,2453.81,132.3,185,832,1,0.18725496388624208,0.05389419140381537,0.22551273378562192,1.0569250317662007,1,4,5,0,1,4,0.0,3.0,2.0,0.0,0.0,39,Female,High Net Worth,Store,South,0.28949014022412883,0.5617648916587262,0.6765382013568658,7.0,4.0,2.0,3.0,1,passive,2.0,1.0,7.0,2.0,0.5,4.0,142.75,0.0,1.0,1.0,1.0,1.0,0,0,-3.134161421243524,2.3086526181920273,低,0.5705927051671733,0.5617648916587262,0.6765382013568658,0,0,0.0,0.0,0.0,0,0,0,438.11544047013047,5,Beauty,Medium Cycle,0.005446622712157012,59.42857142857143,0.3206284277671778,0.5267142857142857,0.58,0.32631386660806505,0.5529914017139159,44.676289000702184,中忠诚度
CUST_000019,27,2865.98,106.14740740740741,2025-12-25,2023-01-15,0.0,0.2962962962962963,0.31393341666372326,0.7889693180897402,0.08921851851851852,0.5632,0.2962962962962963,8,117.62333333333333,3175.83,309.85,6,1075,1,0.09301730864110318,0.0975343345410362,0.2337686868414045,1.1080087221979937,6,5,4,4,6,2,1.0,2.0,1.0,2.0,2.0,70,Female,Family,Store,Central,0.6819118597889053,0.31393341666372326,0.7889693180897402,10.0,5.0,5.0,5.0,1,promoter,0.0,0.0,0.0,0.0,0.0,10.0,104.3,0.0,2.0,7.0,0.0,1.0,1,2,2.9390426074283904,-0.19347620264580823,高,0.5205554043016609,0.31393341666372326,0.7889693180897402,0,0,0.0,0.0,0.0,0,0,0,489.87898021966913,6,Beauty,Long Cycle,0.7632154032110097,41.34615384615385,0.7654903121996095,0.9999999999999999,1.0,0.3940753763322712,0.5184825146800891,76.65307773117368,高忠诚度
CUST_000020,16,1797.44,112.34,2025-12-21,2023-03-16,0.0625,0.1875,0.6737266736646161,0.2691122450512037,0.05324375,0.4469,0.1875,3,115.07875,1841.26,43.81,10,1011,1,0.12632375131211554,0.02378057386036716,0.05045854594710069,1.0242879394748552,1,4,2,3,4,2,0.0,0.0,1.0,0.0,2.0,19,Male,Senior,Store,Central,0.4679785330082866,0.6737266736646161,0.2691122450512037,8.0,4.0,4.0,5.0,1,passive,2.0,1.0,1.0,2.0,0.5,5.0,265.0,2.0,1.0,2.0,0.0,0.0,0,1,-2.5082064788965868,-1.1976368273821405,中,0.593813197513295,0.6737266736646161,0.2691122450512037,0,0,0.0,0.0,0.0,0,0,0,378.3554667547274,6,Beauty,Short Cycle,0.8777577796619322,67.4,0.6813484073610433,0.7581428571428571,0.6657142857142857,0.4559103395231293,0.45732208266572894,63.07822426794989,中忠诚度
CUST_000021,9,1204.5,133.83333333333334,2025-11-19,2023-12-26,0.2222222222222222,0.3333333333333333,0.5714781949326763,0.4370767742562544,0.13234444444444446,0.4668,0.3333333333333333,3,143.63444444444445,1292.71,88.21,42,694,1,0.19049273164422542,0.06818375060871447,0.14569225808541814,1.0731535211150682,0,5,2,0,2,0,0.0,1.0,1.0,0.0,1.0,41,Male,Family,Store,South,0.2374291344783716,0.5714781949326763,0.4370767742562544,5.666666666666667,3.3333333333333335,3.0,3.0,3,detractor,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,-1,0,-4.596214983855771,3.421642500716295,低,-0.859574355444968,0.5714781949326763,0.4370767742562544,0,0,0.0,0.0,0.0,0,0,0,378.3554667547274,3,Clothing,Short Cycle,0.81789114522575,86.75,0.4996580859554277,0.4404761904761905,1.0,0.1531578947368421,0.2502800947434871,47.053217182772535,中忠诚度
CUST_000022,21,2662.43,126.78238095238095,2025-09-22,2023-02-20,0.09523809523809523,0.19047619047619047,0.23296330683659722,0.7546955489599789,0.048728571428571434,0.3699,0.19047619047619047,4,128.53333333333333,2699.2,36.78,100,945,1,0.044373963206970894,0.013621213243463449,0.14375153313523406,1.0137307334074452,2,5,4,6,4,0,1.0,0.0,1.0,1.0,1.0,61,Male,Young Professional,Online,West,0.32397085931827824,0.2329633068365972,0.7546955489599789,8.0,4.0,4.0,4.0,2,passive,2.0,1.0,3.0,2.0,0.5,4.0,60.25,0.0,2.0,2.0,0.0,0.0,0,1,-3.299076827296757,-1.3987110022910358,中,-0.6574656750572082,0.23296330683659722,0.7546955489599789,0,0,0.0,0.0,0.0,0,0,1,498.32680731697,5,Beauty,Long Cycle,0.14240717043600937,47.25,0.4889522261590156,0.7231428571428571,0.6371428571428571,0.294367102516207,0.4363032387554463,53.26433618955954,中忠诚度
CUST_000023,30,4517.83,150.59433333333334,2025-12-26,2023-01-29,0.06666666666666667,0.3333333333333333,0.45575844372043905,0.27676494634926513,0.10381333333333333,0.6072,0.3333333333333333,10,160.597,4817.91,300.1,5,1062,1,0.15191948124014634,0.06227549383574294,0.0922549821164217,1.0663504591501352,6,4,9,2,3,6,2.0,3.0,3.0,2.0,0.0,47,Male,Family,Online,North,0.6917594436451487,0.45575844372043905,0.2767649463492652,10.0,5.0,4.0,4.0,1,promoter,2.0,0.0,7.0,2.0,0.0,8.0,49.0,0.0,2.0,2.0,3.0,1.0,1,2,2.397093549970452,-1.079516327920825,高,2.75401376146789,0.45575844372043905,0.27676494634926513,0,0,0.0,0.0,0.0,0,0,0,438.11544047013047,6,Beauty,Medium Cycle,0.7392860153984856,36.62068965517241,0.7809812415555974,0.9199999999999999,0.7799999999999999,0.3713803428194704,0.6377404161457384,73.26624863114604,高忠诚度
CUST_000024,30,3419.74,113.99133333333333,2025-12-16,2023-04-07,0.06666666666666667,0.23333333333333334,0.29795606102927125,0.44036894767673557,0.06783,0.3625,0.23333333333333334,7,120.64566666666666,3619.37,199.63,15,984,1,0.06952308090682996,0.0551407729044269,0.10275275445790497,1.0582829440591337,7,7,5,4,5,2,1.0,2.0,3.0,0.0,1.0,55,Female,Student,Online,North,0.6723896048474984,0.29795606102927125,0.44036894767673557,9.333333333333334,4.666666666666667,4.666666666666667,4.666666666666667,3,promoter,3.0,0.0,9.333333333333334,3.0,0.0,9.0,54.22222222222222,0.0,1.0,5.0,2.0,1.0,1,2,0.9259802597456257,-2.0670875690195567,高,-0.17530981135054063,0.29795606102927125,0.44036894767673557,0,0,0.0,0.0,0.0,0,0,1,489.87898021966913,6,Beauty,Long Cycle,0.6494546152437669,33.93103448275862,0.7331151093939909,0.9077142857142857,0.6866666666666665,0.3598912207449731,0.49167114533156897,67.759745915825,中忠诚度
CUST_000025,30,2896.65,96.555,2025-12-14,2023-01-04,0.03333333333333333,0.3,0.5676999624743375,0.45394211704633414,0.10930666666666666,0.6043,0.3,9,111.93599999999999,3358.08,461.42,17,1075,1,0.17030998874230124,0.13736499279564643,0.13618263511390025,1.1591777559157042,9,7,4,5,5,0,1.0,1.0,6.0,1.0,0.0,19,Female,Young Professional,Online,North,0.7070298950457968,0.5676999624743375,0.45394211704633414,9.5,4.5,5.0,5.0,2,promoter,3.0,0.0,7.666666666666667,3.0,0.0,13.0,127.15384615384616,1.0,6.0,2.0,2.0,2.0,1,2,4.166500538512639,0.9429091404036255,高,12.353856124432923,0.5676999624743375,0.45394211704633414,0,0,0.0,0.0,0.0,0,0,0,489.87898021966913,5,Beauty,Long Cycle,0.6579671104086969,37.06896551724138,0.7598260100938676,0.9372857142857142,0.7104761904761904,0.6113909714063543,0.5086262965083735,73.68432503582267,高忠诚度
CUST_000026,17,2332.9100000000003,137.23000000000002,2025-11-21,2023-02-03,0.0,0.29411764705882354,0.5311186411322782,0.7644012115381643,0.07703529411764706,0.3363,0.29411764705882354,5,143.5370588235294,2440.13,107.24000000000001,40,1022,1,0.15621136503890537,0.04393047482108696,0.22482388574651893,1.0458835530714763,4,3,5,2,1,2,1.0,3.0,1.0,0.0,0.0,38,Female,Family,Hybrid,South,0.45756507965753934,0.5311186411322782,0.7644012115381643,8.333333333333334,3.6666666666666665,4.0,4.0,3,promoter,0.0,0.0,0.0,0.0,0.0,10.0,74.3,0.0,2.0,3.0,3.0,2.0,1,1,-0.6727768068447012,-0.47258908264004507,中,-0.031939877876937514,0.5311186411322782,0.7644012115381643,0,0,0.0,0.0,0.0,0,0,0,438.11544047013047,6,Beauty,Medium Cycle,0.6858400780664333,63.875,0.6322640186602912,0.7289523809523809,1.0,0.4115492802988682,0.5067195047311608,65.96576185906869,中忠诚度
