feature,rf_importance,gb_importance,lr_importance,normalized_rf,normalized_gb,ensemble_score,cumulative_score
total_discount_amount_x,0.010788284100117248,0.009048798390567606,0.02228229183234181,0.010788284100117248,0.009048798390567608,0.012391291362742304,0.8689769908278433
Clothing_spend,0.0038720681954308674,0.002276064191009768,0.04950261184153911,0.0038720681954308674,0.0022760641910097683,0.012359775322884077,0.8813367661507274
Sports_spend,0.0021000692975388585,0.0014590581992001582,0.046875330782489136,0.0021000692975388585,0.0014590581992001584,0.010798717155193436,0.8921354833059209
price_value_ratio_y,0.008969955985784782,0.014292353337440136,9.988289512686296e-05,0.008969955985784782,0.014292353337440137,0.00932490030831534,0.9014603836142362
Beauty_spend,0.005109944174425303,0.0030512362528019466,0.024545497161620654,0.005109944174425303,0.003051236252801947,0.008173571603215031,0.9096339552174513
tenure_days,0.008098723033679638,0.009039778195239202,1.9531172804527476e-05,0.008098723033679638,0.009039778195239203,0.006859306726128441,0.9164932619435797
avg_customer_service,0.007586321482263162,0.007582061858443435,8.661861001137913e-06,0.007586321482263162,0.0075820618584434354,0.006069085708482866,0.9225623476520626
Click-Through,0.0095765564704365,0.0017435944235684713,3.727946703884712e-05,0.0095765564704365,0.0017435944235684715,0.004535516251009759,0.9270978639030724
recency_days,0.004414714423900479,0.006238572402715353,6.427677767331627e-07,0.004414714423900479,0.006238572402715354,0.004261443284201681,0.931359307187274
Food_spend,0.0017139229663371061,0.0012100017780455326,0.014575370509673637,0.0017139229663371061,0.0012100017780455328,0.004084643999687783,0.9354439511869618
promotion_purchase_count_x,0.005720573907298561,0.002436381303805021,4.414222776629041e-06,0.005720573907298561,0.0024363813038050216,0.003263664928996759,0.9387076161159585
avg_ease_of_use,0.005615201546414378,0.0022432278308055233,5.6790892554568405e-05,0.005615201546414378,0.0022432278308055238,0.003154729929398875,0.9418623460453575
avg_product_quality,0.002422915833038468,0.004706856737902502,6.18612516985185e-05,0.002422915833038468,0.004706856737902503,0.0028642812787160925,0.9447266273240735
Home_avg_discount,0.0029051331047998024,0.003189048198737425,7.004014974619153e-05,0.0029051331047998024,0.0031890481987374253,0.0024516805513641296,0.9471783078754377
promotion_purchase_count_y,0.004610639811871199,0.0013126830362447614,4.41422130351986e-06,0.004610639811871199,0.0013126830362447616,0.0023702119835070884,0.9495485198589447
avg_base_price_x,0.0010315975649776254,0.004502893005653061,0.0002234612195532851,0.0010315975649776254,0.004502893005653062,0.0022584884721629324,0.9518070083311077
spend_growth_rate,0.003754619223104501,0.0014391738548370557,1.7304045837669996e-05,0.003754619223104501,0.001439173854837056,0.002080978040344157,0.9538879863714518
avg_final_price,0.0017844463688177516,0.0029691364033927465,0.0002450174747649639,0.0017844463688177516,0.002969136403392747,0.0019504366038371923,0.955838422975289
max_discount_pct_x,0.001697472873940982,0.003024901620506222,1.0519483753202922e-05,0.001697472873940982,0.0030249016205062223,0.0018910536945295226,0.9577294766698186
max_discount_pct_y,0.0026474358445940835,0.0019844728420920126,1.0519483331150946e-05,0.0026474358445940835,0.001984472842092013,0.0018548673713406688,0.9595843440411592
Email Open,0.003102303981236208,0.0014896798884071808,4.03024493003622e-05,0.003102303981236208,0.001489679888407181,0.001844854037717428,0.9614291980788766
Clothing_promo_rate,0.0007769784131196061,0.0038135353535874695,1.816632727458888e-05,0.0007769784131196061,0.00381353535358747,0.0018398387721377484,0.9632690368510144
avg_duration,0.0012632399179207379,0.00249962565030875,1.911020122721623e-05,0.0012632399179207379,0.0024996256503087505,0.0015089682675372385,0.9647780051185516
Social Media,0.002471796409461456,0.0010064807189456456,2.03604658206423e-05,0.002471796409461456,0.0010064807189456458,0.0013953829445269694,0.9661733880630786
promotion_responsiveness_x,0.0019944486417361653,0.001393670030648332,9.670013943841274e-06,0.0019944486417361653,0.0013936700306483322,0.0013571814717425674,0.9675305695348212
Sports_x,0.002301967592813312,0.001031317000220405,1.8187415318904712e-05,0.002301967592813312,0.0010313170002204052,0.0013369513202772679,0.9688675208550984
Food_avg_discount,0.0016205205382704892,0.0016169070811817231,3.191179461079783e-05,0.0016205205382704892,0.0016169070811817233,0.0013013534067030446,0.9701688742618014
promotion_responsiveness_y,0.002189708788943093,0.0009470662289516789,9.670009899202965e-06,0.002189708788943093,0.000947066228951679,0.0012566440091377495,0.9714255182709391
nps_category_numeric,0.0030919848304406354,0.0,3.9498151078014804e-05,0.0030919848304406354,0.0,0.0012446935623918573,0.972670211833331
Clothing_avg_discount,0.0024965703298045648,0.0005921545779404868,3.3775407365249065e-05,0.0024965703298045648,0.0005921545779404869,0.0012422450445710707,0.9739124568779021
Food_x,0.0026618467040896124,0.0003913710097947658,5.2209087571836976e-05,0.0026618467040896124,0.00039137100979476586,0.0012317289030681186,0.9751441857809702
Support Call,0.0002974322252522042,0.0024380021288130274,1.2576124240742693e-05,0.0002974322252522042,0.002438002128813028,0.0010966889664742415,0.9762408747474444
promotion_responsiveness,0.0015313360294979103,0.0008843026473172673,9.670009194618297e-06,0.0015313360294979103,0.0008843026473172674,0.0009681894725649948,0.9772090642200093
Electronics_x,0.0014662409971615631,0.0005875458086731067,4.971468605453472e-05,0.0014662409971615631,0.0005875458086731069,0.000831457659544775,0.978040521879554
promotion_used_Direct Discount,0.002012699747254892,5.0700589007915615e-05,9.68685088268237e-06,0.002012699747254892,5.070058900791562e-05,0.0008272975046816595,0.9788678193842357
avg_base_price_y,0.001532875658877556,0.00038339466749846753,0.00022346122183678312,0.001532875658877556,0.0003833946674984676,0.0008112003749177661,0.9796790197591535
Electronics_avg_discount,0.0013464662068735456,0.0006474639567042964,6.29519571910694e-05,0.0013464662068735456,0.0006474639567042965,0.0008101624568693507,0.9804891822160229
avg_order_value,0.0015919959045514207,0.0003010366412638535,0.00024501747644395773,0.0015919959045514207,0.00030103664126385356,0.0008062165136149014,0.9812953987296378
Bundle Deal,0.0008767374905280011,0.0010640165859839962,3.3464749033463833e-06,0.0008767374905280011,0.0010640165859839964,0.0007769709255854684,0.9820723696552233
Food_promo_rate,0.0017844125561229942,0.0001187729807625628,6.45821143463899e-05,0.0017844125561229942,0.00011877298076256282,0.0007741906376235009,0.9828465602928468
return_rate,0.0016156392356843385,0.00023440760103863166,1.3473828551234644e-05,0.0016156392356843385,0.0002344076010386317,0.000742713500399435,0.9835892737932462
Beauty_x,0.0011363878640577763,0.000699074713144212,2.9580514268148575e-05,0.0011363878640577763,0.0006990747131442121,0.0007401011337344251,0.9843293749269807
Coupon,0.00150650788350466,0.00033682231886146064,1.2776878948995128e-06,0.00150650788350466,0.0003368223188614607,0.0007375876185254283,0.9850669625455061
Beauty_avg_discount,0.0011855081050493137,0.0006071867648334612,4.002311399191494e-05,0.0011855081050493137,0.0006071867648334613,0.0007250825707514931,0.9857920451162576
Sports_y,0.0012354624433728414,0.0005382345803416227,1.8187419404551728e-05,0.0012354624433728414,0.0005382345803416228,0.000713116293366696,0.9865051614096243
Sports_promo_rate,0.00052744985497896,0.0012330660402613716,2.549142924901698e-05,0.00052744985497896,0.0012330660402613718,0.0007093046439459362,0.9872144660535702
Home_promo_rate,0.0009963882314767444,0.0007282431802654658,5.762023448026386e-05,0.0009963882314767444,0.0007282431802654659,0.000701376611592937,0.9879158426651632
avg_resolution_time,0.0009415533329533268,0.000782099098812479,2.8875650586542217e-05,0.0009415533329533268,0.0007820990988124791,0.0006952361028236309,0.9886110787679868
promotion_used_Coupon,0.001530928095334205,0.00014374450404009128,1.2776886063168058e-06,0.001530928095334205,0.0001437445040400913,0.000670124577470982,0.9892812033454578
Home_x,0.0008256898461560362,0.0008360007287731921,2.4056311739956296e-05,0.0008256898461560362,0.0008360007287731922,0.0006694874923196826,0.9899506908377774
Beauty_promo_rate,0.000944401740760654,0.0006255200000738842,3.567392382079108e-05,0.000944401740760654,0.0006255200000738843,0.0006351034810979736,0.9905857943188754
App Visit,0.0010271686947168127,0.0003810459305786311,2.1414750741062807e-05,0.0010271686947168127,0.00038104593057863113,0.0005675688002663901,0.9911533631191418
Direct Discount,0.0009028028915118705,0.0002277367683096065,9.686847603082324e-06,0.0009028028915118705,0.00022773676830960653,0.0004541532334492073,0.991607516352591
price_sensitivity_x,0.0008969358574561983,0.00021285610092099512,8.025410404194961e-06,0.0008969358574561983,0.00021285610092099515,0.0004455218654317164,0.9920530382180227
promotion_used_Bundle Deal,0.0010834481951733197,0.0,3.346477994611872e-06,0.0010834481951733197,0.0,0.00043404857366825025,0.992487086791691
price_sensitivity,0.0006377851812606022,0.00037219228971779937,8.025413680819645e-06,0.0006377851812606022,0.0003721922897177994,0.0004055960711275246,0.9928926828628185
Electronics_y,0.00084794887147183,9.709915350121479e-05,4.971468704026943e-05,0.00084794887147183,9.70991535012148e-05,0.0003879621473972718,0.9932806450102157
promotion_used_Membership Discount,0.0005505857900282194,0.00036141950680806506,7.429684414591743e-06,0.0005505857900282194,0.0003614195068080651,0.00036628805561743214,0.9936469330658332
segment_Senior,4.4895620165012066e-05,0.000851183737730286,2.9110641705217427e-05,4.4895620165012066e-05,0.0008511837377302861,0.00036425387149916275,0.9940111869373324
Clothing_y,0.0007426122369747589,0.00010485763903506502,2.243403499424471e-05,0.0007426122369747589,0.00010485763903506503,0.00034347475740277854,0.9943546616947352
High,0.0006388906176708953,0.00020376052793204158,3.040244962814077e-05,0.0006388906176708953,0.0002037605279320416,0.0003431409481668029,0.994697802642902
Seasonal Sale,0.0005361682536361459,0.00028070511349968823,4.686966335961898e-06,0.0005361682536361459,0.0002807051134996883,0.00032768674012152607,0.9950254893830235
Membership Discount,0.00012041169524451366,0.0006730509685130652,7.429682516499572e-06,0.00012041169524451366,0.0006730509685130653,0.0003188710020063315,0.9953443603850298
Electronics_promo_rate,0.0006030522944517665,0.0001363560393629936,7.201143000344771e-05,0.0006030522944517665,0.00013635603936299363,0.00031016561952659365,0.9956545260045564
Sports_avg_discount,0.000583902101961953,0.00016561843011963224,8.915233617958127e-06,0.000583902101961953,0.00016561843011963227,0.0003015912595562257,0.9959561172641126
price_sensitivity_y,0.0005889402054047488,0.00013489489964716987,8.025416349262374e-06,0.0005889402054047488,0.0001348948996471699,0.00029113912529061994,0.9962472563894033
complaint_rate,0.0005893253409908192,0.0001287852540586084,5.727962658536126e-06,0.0005893253409908192,0.00012878525405860843,0.0002883898305514783,0.9965356462199547
region_North,0.00019224359075280378,0.0005172724060639405,1.6308068909392095e-05,0.00019224359075280378,0.0005172724060639407,0.0002870680125085762,0.9968227142324633
promotion_used_Seasonal Sale,0.0005283905878789085,0.00017390888098475297,4.686964290530535e-06,0.0005283905878789085,0.000173908880984753,0.0002818571804035707,0.9971045714128668
Beauty_y,0.0006650050734452217,9.285295732849777e-06,2.9580515162731618e-05,0.0006650050734452217,9.285295732849779e-06,0.0002756322507037749,0.9973802036635706
Food_y,0.0006208971243718966,0.0,5.2209093518000867e-05,0.0006208971243718966,0.0,0.00025880066845235884,0.997639004332023
Home_y,0.00030469934846110786,0.0002859791874909067,2.4056312727861278e-05,0.00030469934846110786,0.00028597918749090676,0.00024108267692637812,0.9978800870089494
region_West,0.0003454657590177134,0.0001850804407037964,6.144579850688094e-06,0.0003454657590177134,0.00018508044070379644,0.00021344739585874158,0.9980935344048081
Clothing_x,0.00047071907285468277,2.51605456664081e-06,2.243403195714757e-05,0.00047071907285468277,2.5160545666408106e-06,0.00019378085735995897,0.9982873152621681
Customer Service,0.00025963312457643695,0.00012406216392877724,2.448911212087169e-05,0.00025963312457643695,0.00012406216392877727,0.00015837593782626002,0.9984456911999944
region_Central,0.00038754038447332646,0.0,1.0498112032819896e-05,0.00038754038447332646,0.0,0.00015711577619589458,0.9986028069761903
gender_Female,0.0003286511325062337,5.0255432207904915e-05,7.996489432844772e-06,0.0003286511325062337,5.025543220790492e-05,0.0001531619237722244,0.9987559688999625
channel_Online,0.0002661921254459899,0.0,8.042622542049899e-07,0.0002661921254459899,0.0,0.00010663770262923697,0.9988626066025917
nps_surveys,0.00019278968403184176,4.931280618429046e-05,7.496638407204218e-06,0.00019278968403184176,4.9312806184290466e-05,9.834032376789374e-05,0.9989609469263596
channel_Hybrid,0.00020250716625983412,0.0,3.889342914713577e-06,0.00020250716625983412,0.0,8.178073508687637e-05,0.9990427276614465
gender_Other,0.00018614538833672083,0.0,1.3543630872889391e-05,0.00018614538833672083,0.0,7.716688150926622e-05,0.9991198945429558
Product Defect,0.0001847521519590105,0.0,1.6162066503641965e-05,0.0001847521519590105,0.0,7.71332740843326e-05,0.9991970278170401
segment_Family,0.0001861508092060508,0.0,1.2912169113470373e-05,0.0001861508092060508,0.0,7.704275750511439e-05,0.9992740705745452
Delivery Issue,0.00010782370361796753,6.911722380434192e-05,2.7674532641264502e-05,0.00010782370361796753,6.911722380434193e-05,7.631127749717668e-05,0.9993503818520424
unresolved_rate,0.00018884511059014477,0.0,2.027858268228908e-06,0.00018884511059014477,0.0,7.59436158897037e-05,0.9994263254679321
Low,6.323154066388984e-05,0.00011207929982196738,1.6386610269312856e-05,6.323154066388984e-05,0.00011207929982196739,7.340165824820547e-05,0.9994997271261803
Medium,6.411463189860483e-05,0.00011399075685320878,2.4529380541319915e-06,6.411463189860483e-05,0.00011399075685320879,7.173274311155185e-05,0.9995714598692919
segment_Student,0.00017418573372358508,0.0,3.8332837228158836e-06,0.00017418573372358508,0.0,7.044095023399721e-05,0.9996419008195259
low_price_sensitivity,0.00015712153533561403,0.0,3.3429281007154172e-06,0.00015712153533561403,0.0,6.35171997543887e-05,0.9997054180192803
segment_Young Professional,0.0001445086984559934,0.0,1.248201589522415e-05,0.0001445086984559934,0.0,6.0299882561442195e-05,0.9997657179018417
high_price_sensitivity,0.00012195131207906008,0.0,1.3062267893358207e-05,0.00012195131207906008,0.0,5.139297841029567e-05,0.9998171108802519
unresolved_complaints,0.00011004801199356914,0.0,1.4299416232257274e-05,0.00011004801199356914,0.0,4.6879088043879116e-05,0.9998639899682958
channel_Store,0.0,0.00010001087008611683,2.6237454788551784e-06,0.0,0.00010001087008611684,4.052909713021777e-05,0.9999045190654261
gender_Male,7.288939318889744e-05,0.0,2.30888956050435e-06,7.288939318889744e-05,0.0,2.961753518765985e-05,0.9999341366006138
Other,5.3643915083663874e-05,0.0,1.0911435311124725e-08,5.3643915083663874e-05,0.0,2.1459748320527776e-05,0.9999555963489344
Billing Error,3.434167508829347e-05,0.0,2.165333242444632e-06,3.434167508829347e-05,0.0,1.4169736683806316e-05,0.9999697660856182
region_East,2.6310631205197906e-05,0.0,2.456113275374096e-06,2.6310631205197906e-05,0.0,1.1015475137153982e-05,0.9999807815607553
segment_High Net Worth,2.153452127323576e-05,0.0,4.4833884984072015e-06,2.153452127323576e-05,0.0,9.510486208975744e-06,0.9999902920469643
region_South,1.9791907880543965e-05,0.0,3.2279839329255593e-06,1.9791907880543965e-05,0.0,8.562359938802698e-06,0.9999988544069032
complaint_count,0.0,0.0,5.727961262367878e-06,0.0,0.0,1.1455922524735756e-06,0.9999999999991557
deal_hunter_score,0.0,0.0,1.6377974817970636e-12,0.0,0.0,3.275594963594127e-13,0.9999999999994832
repurchase_rate,0.0,0.0,9.62808811137235e-13,0.0,0.0,1.9256176222744701e-13,0.9999999999996757
savings_consciousness,0.0,0.0,9.193317069844177e-13,0.0,0.0,1.8386634139688354e-13,0.9999999999998596
promo_sensitivity,0.0,0.0,3.5949692402009523e-13,0.0,0.0,7.189938480401905e-14,0.9999999999999315
total_base_value,0.0,0.0,3.039171696554089e-13,0.0,0.0,6.078343393108179e-14,0.9999999999999922
total_discount_amount,0.0,0.0,3.942228910614797e-14,0.0,0.0,7.884457821229595e-15,1.0000000000000002
price_value_ratio,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
avg_discount_pct,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
promotion_purchase_rate,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
only_promo_buyer,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
value_seeker_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
never_promo_buyer,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002
