customer_id,first_purchase,last_purchase,total_purchases,total_spend,avg_order_value,avg_discount_pct,promotion_rate,avg_base_price,age,gender,segment,channel,region,loyalty_tendency,price_sensitivity,promotion_responsiveness,duration_days,days_since_last,active_categories,primary_category,avg_category_threshold,max_category_threshold,weighted_churn_threshold,primary_churn_threshold,dynamic_churn_threshold,churned,avg_inter_purchase_days,time_to_next_purchase,repurchase_rate,threshold_group,expected_next_purchase_days,repurchase_probability
CUST_000033,2023-02-11,2025-11-17,24,3194.35,133.09791666666666,0.1144875,0.4166666666666667,147.85999999999999,44,Male,Family,Store,North,0.6095701512369505,0.17367247078030398,0.6728971749557214,1054,44,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,43.91304347826087,43.91304347826087,1,Short Cycle,43.91304347826087,0.4992966079512846
CUST_000034,2023-03-27,2025-07-13,22,2142.08,97.36727272727272,0.10834545454545454,0.3181818181818182,108.3409090909091,59,Male,Young Professional,Store,North,0.24362263685686988,0.3120180046893607,0.7004744921476913,1010,171,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,39.95238095238095,39.95238095238095,1,Short Cycle,39.95238095238095,0.003940324575958498
CUST_000035,2023-01-09,2025-12-30,40,5172.65,129.31625,0.0668825,0.2,138.371,45,Female,Family,Store,South,0.8692913414666031,0.5446957759720279,0.5699004462775896,1087,1,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,438.11544047013047,438.11544047013047,0,27.846153846153847,27.846153846153847,1,Medium Cycle,27.846153846153847,0.7068950641390643
CUST_000036,2023-01-17,2025-11-09,30,2270.67,75.68900000000001,0.10099333333333332,0.4,84.50933333333334,33,Male,Young Professional,Online,South,0.7400826456264682,0.2559203188872047,0.8498931236815195,1079,52,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,498.32680731697,498.32680731697,0,35.41379310344828,35.41379310344828,1,Long Cycle,35.41379310344828,0.3683206710071999
CUST_000037,2023-02-24,2025-11-28,18,3092.7599999999998,171.82,0.10854444444444444,0.3888888888888889,190.96444444444444,32,Male,Young Professional,Hybrid,South,0.5881414387471137,0.34455929640916183,0.7337519140860875,1041,33,5,Clothing,479.8485693023734,570.7290665608045,479.8485693023734,438.11544047013047,438.11544047013047,0,59.294117647058826,59.294117647058826,1,Medium Cycle,59.294117647058826,0.7030328488381411
CUST_000038,2023-03-26,2025-10-28,11,1700.41,154.58272727272728,0.06742727272727272,0.36363636363636365,163.48454545454544,64,Male,Family,Hybrid,Central,0.148778862217125,0.29442284543558056,0.5963498527799029,1011,64,4,Electronics,505.2218449392849,570.7290665608045,505.2218449392849,438.11544047013047,438.11544047013047,0,94.7,94.7,1,Medium Cycle,94.7,0.7331861137496772
CUST_000039,2023-01-28,2025-12-20,33,3208.42,97.2248484848485,0.12973636363636362,0.42424242424242425,106.35909090909091,68,Male,Family,Store,West,0.7542935593581711,0.3585542446043856,0.7423159258704851,1068,11,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,33.03125,33.03125,1,Short Cycle,33.03125,0.6724573679288686
CUST_000040,2023-03-01,2025-12-19,22,1944.98,88.40818181818182,0.0992818181818182,0.3181818181818182,96.94909090909091,61,Female,High Net Worth,Online,West,0.3371255089771354,0.36640423819315304,0.6730001545657577,1036,12,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,48.76190476190476,48.76190476190476,1,Short Cycle,48.76190476190476,0.7719819532681138
CUST_000041,2023-02-20,2025-12-11,50,6225.39,124.5078,0.142752,0.46,140.8844,72,Female,Family,Store,East,0.9277895561654708,0.6516835140245575,0.8882778190723417,1045,20,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,20.918367346938776,20.918367346938776,1,Short Cycle,20.918367346938776,0.5074282558984904
CUST_000042,2023-01-01,2025-10-14,16,1948.46,121.77875,0.08286875,0.3125,130.630625,69,Male,Senior,Online,South,0.3416033388191895,0.3072400530163768,0.7671259721057853,1095,78,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,67.8,67.8,1,Short Cycle,67.8,0.4180765026479317
CUST_000043,2023-01-12,2025-12-12,23,2873.41,124.93086956521738,0.07350869565217391,0.34782608695652173,134.57782608695652,74,Male,Senior,Online,Central,0.3102699410713611,0.6393893411569495,0.4690052748751427,1084,19,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,438.11544047013047,438.11544047013047,0,48.40909090909091,48.40909090909091,1,Medium Cycle,48.40909090909091,0.7245136137619324
CUST_000044,2023-03-28,2025-08-04,18,2620.66,145.5922222222222,0.08677222222222222,0.3888888888888889,152.30777777777777,20,Female,Young Professional,Online,Central,0.48774968280532194,0.3799468093894144,0.755281515317018,1009,149,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,50.588235294117645,50.588235294117645,1,Short Cycle,50.588235294117645,0.02299900811024924
CUST_000045,2023-01-27,2025-10-16,14,1410.91,100.77928571428572,0.07412857142857143,0.35714285714285715,110.3142857142857,54,Male,Senior,Store,West,0.2667589679643618,0.35275970191007616,0.48118550241230107,1069,76,5,Beauty,475.08115226446023,570.7290665608045,475.08115226446023,378.3554667547274,378.3554667547274,0,76.38461538461539,76.38461538461539,1,Short Cycle,76.38461538461539,0.5031111272155986
CUST_000046,2023-02-21,2025-12-26,22,3934.32,178.83272727272728,0.12741363636363637,0.3181818181818182,204.8618181818182,68,Male,Young Professional,Hybrid,South,0.551182229346772,0.8127859171318603,0.5639038656297772,1044,5,5,Clothing,479.8485693023734,570.7290665608045,479.8485693023734,438.11544047013047,438.11544047013047,0,49.476190476190474,49.476190476190474,1,Medium Cycle,49.476190476190474,0.8164199872558319
CUST_000047,2023-02-06,2025-12-15,24,3972.53,165.52208333333334,0.07132083333333333,0.25,175.97083333333333,24,Male,High Net Worth,Store,East,0.47897749265144185,0.6609433328257592,0.8134928131693722,1059,16,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,438.11544047013047,438.11544047013047,0,45.34782608695652,45.34782608695652,1,Medium Cycle,45.34782608695652,0.7240986073562138
CUST_000048,2023-01-17,2025-11-13,23,2323.16,101.00695652173913,0.06136521739130435,0.30434782608695654,104.40347826086955,38,Male,Young Professional,Store,South,0.5185437625175989,0.06816203889879317,0.68663818134698,1079,48,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,46.86363636363637,46.86363636363637,1,Short Cycle,46.86363636363637,0.49080875332133467
CUST_000049,2023-07-07,2025-09-13,15,1863.43,124.22866666666667,0.033120000000000004,0.06666666666666667,128.61666666666667,26,Female,Family,Store,North,0.47657578119874067,0.44460929630220347,0.5528244965445773,908,109,4,Clothing,475.22900979872423,570.7290665608045,475.22900979872423,378.3554667547274,378.3554667547274,0,57.07142857142857,57.07142857142857,1,Short Cycle,57.07142857142857,0.14619079955557046
CUST_000050,2023-01-07,2025-12-20,34,3075.91,90.46794117647059,0.08748823529411764,0.3235294117647059,96.33147058823529,56,Female,Young Professional,Online,South,0.6318662028196513,0.16219689800660922,0.3833431132159792,1089,11,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,498.32680731697,498.32680731697,0,32.666666666666664,32.666666666666664,1,Long Cycle,32.666666666666664,0.6697839050305053
CUST_000051,2023-03-11,2025-12-11,27,2330.77,86.32481481481481,0.09887777777777777,0.3333333333333333,94.71851851851852,35,Male,High Net Worth,Online,North,0.45360513839368843,0.41821783843593185,0.6732937851212552,1026,20,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,38.69230769230769,38.69230769230769,1,Short Cycle,38.69230769230769,0.6476590379321424
CUST_000052,2023-02-15,2025-12-27,38,3040.45,80.01184210526316,0.05952105263157895,0.2631578947368421,86.8807894736842,21,Male,Family,Hybrid,North,0.8075014712540832,0.2174875572112766,0.5073092946054317,1050,4,5,Beauty,463.67855203414626,513.7160654092345,463.67855203414626,378.3554667547274,378.3554667547274,0,28.27027027027027,28.27027027027027,1,Short Cycle,28.27027027027027,0.6886783578923763
CUST_000053,2023-02-20,2025-08-30,18,1781.0,98.94444444444444,0.058511111111111104,0.2777777777777778,103.35833333333333,42,Female,Senior,Online,East,0.4136794422422366,0.4299711420598287,0.5703471148394912,1045,123,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,54.23529411764706,54.23529411764706,1,Short Cycle,54.23529411764706,0.0816160270502504
CUST_000054,2023-01-23,2025-12-22,34,3244.96,95.44,0.1923470588235294,0.5,114.98117647058824,31,Female,Young Professional,Hybrid,West,0.7402112102984061,0.8054174150123428,0.8734479328266022,1073,9,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,32.24242424242424,32.24242424242424,1,Short Cycle,32.24242424242424,0.6812749021521075
CUST_000055,2023-01-17,2025-12-08,43,5221.21,121.42348837209302,0.09656279069767441,0.3488372093023256,129.18906976744185,67,Female,Student,Store,South,0.8351209131140997,0.5118219363462427,0.32476041603874645,1079,23,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,25.142857142857142,25.142857142857142,1,Short Cycle,25.142857142857142,0.5173281465515649
CUST_000056,2023-03-21,2025-11-19,17,2003.82,117.87176470588236,0.027329411764705883,0.11764705882352941,123.79176470588236,26,Female,Young Professional,Store,North,0.3193132424814279,0.287307498566976,0.47613372995698044,1016,42,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,513.7160654092345,513.7160654092345,0,60.875,60.875,1,Long Cycle,60.875,0.649033451378875
CUST_000057,2023-01-14,2025-12-14,14,1452.49,103.74928571428572,0.09506428571428573,0.42857142857142855,111.29857142857144,43,Male,High Net Worth,Store,South,0.17313559973184353,0.2887076248477267,0.8628355821630626,1082,17,5,Beauty,463.67855203414626,513.7160654092345,463.67855203414626,378.3554667547274,378.3554667547274,0,81.92307692307692,81.92307692307692,1,Short Cycle,81.92307692307692,0.9059783982503756
CUST_000058,2023-01-07,2025-12-28,47,6324.04,134.5540425531915,0.11345531914893617,0.3617021276595745,146.00829787234042,70,Male,Young Professional,Store,West,0.8336399060625599,0.6536705271303919,0.4762078400569624,1089,3,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,438.11544047013047,438.11544047013047,0,23.608695652173914,23.608695652173914,1,Medium Cycle,23.608695652173914,0.6619770752889771
CUST_000059,2023-03-20,2025-12-11,12,1771.7,147.64166666666668,0.07569166666666667,0.25,163.89166666666665,19,Female,Young Professional,Hybrid,West,0.4320268908172819,0.5142701715046041,0.38504639312389866,1017,20,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,513.7160654092345,513.7160654092345,0,90.63636363636364,90.63636363636364,1,Long Cycle,90.63636363636364,0.9239614775151742
CUST_000060,2023-08-05,2025-11-07,19,2678.13,140.9542105263158,0.13027368421052632,0.42105263157894735,159.50105263157894,37,Male,Young Professional,Hybrid,Central,0.5280741854585487,0.6844425924935569,0.4993308458394682,879,54,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,45.833333333333336,45.833333333333336,1,Short Cycle,45.833333333333336,0.43424038223700867
CUST_000061,2023-01-25,2025-11-26,17,2326.79,136.87,0.07677058823529412,0.35294117647058826,149.64705882352942,45,Female,Family,Store,West,0.3172685925558851,0.5046507994145912,0.8215543786924372,1071,35,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,64.75,64.75,1,Short Cycle,64.75,0.7268172996671842
CUST_000062,2023-01-05,2025-12-20,9,1440.3999999999999,160.04444444444442,0.04364444444444445,0.2222222222222222,163.70333333333332,64,Female,Senior,Online,East,0.3590160335523363,0.39881523238357147,0.6356793291395235,1091,11,4,Electronics,505.2218449392849,570.7290665608045,505.2218449392849,438.11544047013047,438.11544047013047,0,135.0,135.0,1,Medium Cycle,135.0,0.994035578723619
CUST_000063,2023-01-04,2025-12-09,47,6777.13,144.19425531914894,0.08116170212765958,0.2553191489361702,149.81851063829788,24,Female,Young Professional,Store,North,0.8597940534704225,0.5550105353963177,0.47102014358679223,1092,22,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,438.11544047013047,438.11544047013047,0,23.26086956521739,23.26086956521739,1,Medium Cycle,23.26086956521739,0.5101980790699262
CUST_000064,2023-04-11,2025-12-09,35,4913.64,140.3897142857143,0.026734285714285714,0.11428571428571428,144.05857142857144,61,Male,Student,Hybrid,Central,0.793655766710111,0.8217040041484396,0.6792122789504154,995,22,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,438.11544047013047,438.11544047013047,0,28.61764705882353,28.61764705882353,1,Medium Cycle,28.61764705882353,0.5533700345704637
CUST_000065,2023-02-13,2025-10-25,20,2754.34,137.717,0.10276,0.3,143.5155,25,Female,Family,Online,East,0.546806940064163,0.3908047034068518,0.8496764724437657,1052,67,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,51.8421052631579,51.8421052631579,1,Short Cycle,51.8421052631579,0.3792908812833927
CUST_000066,2023-01-19,2025-08-25,26,2750.68,105.7953846153846,0.05083461538461538,0.2692307692307692,109.66192307692307,64,Male,Family,Store,South,0.4475445548012922,0.26775149985769525,0.528957370680296,1077,128,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,498.32680731697,498.32680731697,0,37.96,37.96,1,Long Cycle,37.96,0.03395041641808716
CUST_000067,2023-01-11,2025-11-23,25,3114.26,124.5704,0.10580400000000001,0.32,136.4744,52,Female,Family,Store,North,0.6500262334725758,0.26136880092009346,0.4221528830516985,1085,38,5,Beauty,463.67855203414626,513.7160654092345,463.67855203414626,378.3554667547274,378.3554667547274,0,43.625,43.625,1,Short Cycle,43.625,0.5454022421652525
CUST_000068,2023-05-11,2025-12-27,16,1996.28,124.7675,0.12161875000000001,0.375,133.375,31,Female,Family,Store,West,0.3664928081101798,0.5152753040039416,0.7177146259186492,965,4,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,378.3554667547274,378.3554667547274,0,64.06666666666666,64.06666666666666,1,Short Cycle,64.06666666666666,0.8883729317125666
CUST_000069,2023-01-09,2025-12-26,25,4008.97,160.3588,0.060484,0.28,168.1104,34,Male,Senior,Online,North,0.5750792035297724,0.3073364888989973,0.5504910113697399,1087,5,6,Beauty,481.52030445525605,570.7290665608045,481.52030445525605,438.11544047013047,438.11544047013047,0,45.083333333333336,45.083333333333336,1,Medium Cycle,45.083333333333336,0.7918151677716243
