customer_id,purchase_date,purchase_amount,base_price,discount_amount,discount_pct,is_promotion,promotion_type,order_number,discount_used,is_returned,product_category,price_sensitivity,promotion_responsiveness
CUST_000001,2023-04-21,149.05,149.05,0.0,0.0,0,None,4,0,0,Sports,0.9200092164552484,0.9399142854532827
CUST_000001,2023-05-14,74.71,121.33,46.62,0.3842,1,Seasonal Sale,5,1,0,Sports,0.9200092164552484,0.9399142854532827
CUST_000001,2023-06-05,69.57,69.57,0.0,0.0,0,None,6,0,0,Beauty,0.9200092164552484,0.9399142854532827
CUST_000001,2023-06-08,99.39,99.39,0.0,0.0,0,None,7,0,0,Beauty,0.9200092164552484,0.9399142854532827
CUST_000001,2023-09-16,28.06,28.06,0.0,0.0,0,None,8,0,0,Beauty,0.9200092164552484,0.9399142854532827
CUST_000001,2023-10-04,218.47,218.47,0.0,0.0,0,None,9,0,0,Electronics,0.9200092164552484,0.9399142854532827
CUST_000001,2023-10-06,12.96,17.65,4.69,0.2659,1,Coupon,10,1,0,Food,0.9200092164552484,0.9399142854532827
CUST_000001,2023-12-08,93.62,93.62,0.0,0.0,0,None,11,0,0,Clothing,0.9200092164552484,0.9399142854532827
CUST_000001,2023-12-26,153.72,237.78,84.06,0.3535,1,Coupon,12,1,0,Home,0.9200092164552484,0.9399142854532827
CUST_000001,2024-01-07,55.91,55.91,0.0,0.0,0,None,13,0,0,Beauty,0.9200092164552484,0.9399142854532827
CUST_000001,2024-02-09,96.21,119.97,23.76,0.198,1,Seasonal Sale,14,1,0,Sports,0.9200092164552484,0.9399142854532827
CUST_000001,2024-03-06,44.8,82.01,37.2,0.4536,1,Bundle Deal,15,1,0,Clothing,0.9200092164552484,0.9399142854532827
CUST_000001,2024-04-16,195.1,195.1,0.0,0.0,0,None,16,0,0,Home,0.9200092164552484,0.9399142854532827
CUST_000001,2024-04-23,48.52,48.52,0.0,0.0,0,None,17,0,0,Beauty,0.9200092164552484,0.9399142854532827
CUST_000001,2024-06-25,48.29,70.37,22.08,0.3138,1,Coupon,18,1,0,Beauty,0.9200092164552484,0.9399142854532827
CUST_000001,2024-07-02,181.62,181.62,0.0,0.0,0,None,19,0,0,Home,0.9200092164552484,0.9399142854532827
CUST_000001,2024-07-12,123.35,123.35,0.0,0.0,0,None,20,0,0,Home,0.9200092164552484,0.9399142854532827
CUST_000001,2024-09-10,47.33,47.33,0.0,0.0,0,None,21,0,0,Beauty,0.9200092164552484,0.9399142854532827
CUST_000001,2024-10-19,289.26,289.26,0.0,0.0,0,None,22,0,0,Electronics,0.9200092164552484,0.9399142854532827
CUST_000001,2024-10-28,28.61,36.29,7.68,0.2116,1,Membership Discount,23,1,0,Food,0.9200092164552484,0.9399142854532827
CUST_000001,2024-12-07,12.94,16.11,3.17,0.1965,1,Bundle Deal,24,1,0,Food,0.9200092164552484,0.9399142854532827
CUST_000001,2025-02-26,153.88,249.53,95.65,0.3833,1,Bundle Deal,25,1,0,Electronics,0.9200092164552484,0.9399142854532827
CUST_000001,2025-05-13,312.77,312.77,0.0,0.0,0,None,26,0,0,Electronics,0.9200092164552484,0.9399142854532827
CUST_000001,2025-05-31,159.71,159.71,0.0,0.0,0,None,27,0,0,Electronics,0.9200092164552484,0.9399142854532827
CUST_000001,2025-06-25,387.84,387.84,0.0,0.0,0,None,28,0,0,Electronics,0.9200092164552484,0.9399142854532827
CUST_000001,2025-08-12,271.51,271.51,0.0,0.0,0,None,29,0,0,Electronics,0.9200092164552484,0.9399142854532827
CUST_000001,2025-08-13,243.27,243.27,0.0,0.0,0,None,30,0,0,Electronics,0.9200092164552484,0.9399142854532827
CUST_000001,2025-09-11,363.17,363.17,0.0,0.0,0,None,31,0,0,Electronics,0.9200092164552484,0.9399142854532827
CUST_000001,2025-10-23,229.08,268.99,39.91,0.1484,1,Direct Discount,32,1,0,Electronics,0.9200092164552484,0.9399142854532827
CUST_000001,2025-11-04,18.05,59.58,41.53,0.697,1,Coupon,33,1,0,Clothing,0.9200092164552484,0.9399142854532827
CUST_000002,2023-01-13,39.26,51.81,12.55,0.2423,1,Seasonal Sale,1,1,0,Beauty,0.29655499919735395,0.4733691945728094
CUST_000002,2023-01-16,10.36,10.36,0.0,0.0,0,None,2,0,0,Beauty,0.29655499919735395,0.4733691945728094
CUST_000002,2023-04-22,11.56,11.56,0.0,0.0,0,None,3,0,0,Beauty,0.29655499919735395,0.4733691945728094
CUST_000002,2023-06-03,41.44,41.44,0.0,0.0,0,None,4,0,0,Food,0.29655499919735395,0.4733691945728094
CUST_000002,2023-06-09,52.07,52.07,0.0,0.0,0,None,5,0,0,Clothing,0.29655499919735395,0.4733691945728094
CUST_000002,2023-06-30,39.84,73.88,34.05,0.4608,1,Direct Discount,6,1,0,Clothing,0.29655499919735395,0.4733691945728094
CUST_000002,2023-09-10,23.19,23.19,0.0,0.0,0,None,7,0,0,Food,0.29655499919735395,0.4733691945728094
CUST_000002,2023-10-06,313.69,313.69,0.0,0.0,0,None,8,0,0,Electronics,0.29655499919735395,0.4733691945728094
CUST_000002,2023-10-30,10.0,10.0,0.0,0.0,0,None,9,0,0,Beauty,0.29655499919735395,0.4733691945728094
CUST_000002,2024-01-12,81.81,81.81,0.0,0.0,0,None,10,0,0,Home,0.29655499919735395,0.4733691945728094
CUST_000002,2024-01-17,57.88,57.88,0.0,0.0,0,None,11,0,0,Beauty,0.29655499919735395,0.4733691945728094
CUST_000002,2024-12-03,145.19,145.19,0.0,0.0,0,None,12,0,0,Sports,0.29655499919735395,0.4733691945728094
CUST_000002,2025-01-23,306.36,306.36,0.0,0.0,0,None,13,0,0,Electronics,0.29655499919735395,0.4733691945728094
CUST_000002,2025-02-02,85.76,102.71,16.95,0.1651,1,Direct Discount,14,1,0,Sports,0.29655499919735395,0.4733691945728094
CUST_000002,2025-02-14,56.23,56.23,0.0,0.0,0,None,15,0,0,Clothing,0.29655499919735395,0.4733691945728094
CUST_000002,2025-03-26,106.05,106.05,0.0,0.0,0,None,16,0,1,Home,0.29655499919735395,0.4733691945728094
CUST_000002,2025-04-25,161.44,161.44,0.0,0.0,0,None,17,0,0,Electronics,0.29655499919735395,0.4733691945728094
CUST_000002,2025-05-27,102.12,102.12,0.0,0.0,0,None,18,0,0,Sports,0.29655499919735395,0.4733691945728094
CUST_000002,2025-07-18,38.71,38.71,0.0,0.0,0,None,19,0,0,Beauty,0.29655499919735395,0.4733691945728094
CUST_000002,2025-08-01,394.42,394.42,0.0,0.0,0,None,20,0,0,Electronics,0.29655499919735395,0.4733691945728094
CUST_000002,2025-10-26,59.27,59.27,0.0,0.0,0,None,21,0,0,Clothing,0.29655499919735395,0.4733691945728094
CUST_000002,2025-12-19,32.91,32.91,0.0,0.0,0,None,22,0,0,Food,0.29655499919735395,0.4733691945728094
CUST_000003,2023-03-06,97.03,97.03,0.0,0.0,0,None,1,0,0,Sports,0.3739237947029612,0.6660063226994886
CUST_000003,2023-04-24,274.08,274.08,0.0,0.0,0,None,2,0,0,Electronics,0.3739237947029612,0.6660063226994886
CUST_000003,2023-05-13,71.07,93.04,21.97,0.2362,1,Coupon,3,1,0,Home,0.3739237947029612,0.6660063226994886
CUST_000003,2023-05-26,27.57,34.18,6.61,0.1933,1,Direct Discount,4,1,0,Beauty,0.3739237947029612,0.6660063226994886
CUST_000003,2023-06-08,138.97,138.97,0.0,0.0,0,None,5,0,0,Sports,0.3739237947029612,0.6660063226994886
CUST_000003,2023-07-05,9.7,12.85,3.15,0.2454,1,Direct Discount,6,1,0,Clothing,0.3739237947029612,0.6660063226994886
CUST_000003,2023-11-10,28.46,28.46,0.0,0.0,0,None,7,0,0,Food,0.3739237947029612,0.6660063226994886
CUST_000003,2024-02-14,48.86,48.86,0.0,0.0,0,None,8,0,0,Clothing,0.3739237947029612,0.6660063226994886
CUST_000003,2024-03-01,110.67,110.67,0.0,0.0,0,None,9,0,0,Clothing,0.3739237947029612,0.6660063226994886
CUST_000003,2024-08-13,128.8,165.15,36.35,0.2201,1,Direct Discount,10,1,1,Sports,0.3739237947029612,0.6660063226994886
CUST_000003,2024-10-22,27.71,38.6,10.89,0.2821,1,Direct Discount,11,1,0,Sports,0.3739237947029612,0.6660063226994886
CUST_000003,2024-11-10,81.83,117.94,36.11,0.3062,1,Bundle Deal,12,1,0,Clothing,0.3739237947029612,0.6660063226994886
CUST_000003,2024-11-14,171.49,171.49,0.0,0.0,0,None,13,0,0,Home,0.3739237947029612,0.6660063226994886
CUST_000003,2025-01-08,35.02,40.94,5.92,0.1446,1,Bundle Deal,14,1,0,Food,0.3739237947029612,0.6660063226994886
CUST_000003,2025-01-17,75.33,172.8,97.48,0.5641,1,Seasonal Sale,15,1,0,Clothing,0.3739237947029612,0.6660063226994886
CUST_000003,2025-03-11,50.24,69.72,19.48,0.2794,1,Direct Discount,16,1,0,Clothing,0.3739237947029612,0.6660063226994886
CUST_000003,2025-06-15,195.07,195.07,0.0,0.0,0,None,17,0,0,Home,0.3739237947029612,0.6660063226994886
CUST_000003,2025-07-31,203.97,203.97,0.0,0.0,0,None,18,0,0,Home,0.3739237947029612,0.6660063226994886
CUST_000003,2025-10-05,434.05,434.05,0.0,0.0,0,None,19,0,0,Electronics,0.3739237947029612,0.6660063226994886
CUST_000003,2025-10-30,209.49,209.49,0.0,0.0,0,None,20,0,0,Home,0.3739237947029612,0.6660063226994886
CUST_000003,2025-12-14,159.27,206.43,47.16,0.2285,1,Coupon,21,1,0,Electronics,0.3739237947029612,0.6660063226994886
CUST_000004,2023-01-03,31.79,50.09,18.3,0.3654,1,Membership Discount,1,1,0,Beauty,0.15999889561214004,0.44532330716044344
CUST_000004,2024-02-21,388.2,388.2,0.0,0.0,0,None,2,0,0,Electronics,0.15999889561214004,0.44532330716044344
CUST_000004,2024-05-09,77.91,77.91,0.0,0.0,0,None,3,0,0,Clothing,0.15999889561214004,0.44532330716044344
CUST_000004,2024-09-19,182.6,182.6,0.0,0.0,0,None,4,0,0,Electronics,0.15999889561214004,0.44532330716044344
CUST_000004,2024-11-21,452.1,452.1,0.0,0.0,0,None,5,0,0,Electronics,0.15999889561214004,0.44532330716044344
CUST_000004,2024-12-25,83.05,83.05,0.0,0.0,0,None,6,0,0,Clothing,0.15999889561214004,0.44532330716044344
CUST_000004,2025-01-16,129.33,129.33,0.0,0.0,0,None,7,0,0,Electronics,0.15999889561214004,0.44532330716044344
CUST_000004,2025-02-07,26.87,26.87,0.0,0.0,0,None,8,0,0,Food,0.15999889561214004,0.44532330716044344
CUST_000004,2025-05-21,80.63,80.63,0.0,0.0,0,None,9,0,0,Home,0.15999889561214004,0.44532330716044344
CUST_000004,2025-12-11,230.86,230.86,0.0,0.0,0,None,10,0,0,Home,0.15999889561214004,0.44532330716044344
CUST_000005,2023-01-09,121.99,121.99,0.0,0.0,0,None,1,0,0,Home,0.3618485575991256,0.9097812125447142
CUST_000005,2023-05-14,189.52,189.52,0.0,0.0,0,None,2,0,0,Home,0.3618485575991256,0.9097812125447142
CUST_000005,2023-07-15,182.92,209.73,26.81,0.1278,1,Coupon,3,1,0,Electronics,0.3618485575991256,0.9097812125447142
CUST_000005,2023-09-14,279.41,279.41,0.0,0.0,0,None,4,0,0,Electronics,0.3618485575991256,0.9097812125447142
CUST_000005,2023-11-27,347.16,347.16,0.0,0.0,0,None,5,0,0,Electronics,0.3618485575991256,0.9097812125447142
CUST_000005,2023-11-28,47.78,79.33,31.55,0.3977,1,Direct Discount,6,1,0,Beauty,0.3618485575991256,0.9097812125447142
CUST_000005,2023-11-30,23.02,23.02,0.0,0.0,0,None,7,0,0,Clothing,0.3618485575991256,0.9097812125447142
CUST_000005,2023-12-21,53.2,70.16,16.96,0.2418,1,Direct Discount,8,1,0,Clothing,0.3618485575991256,0.9097812125447142
CUST_000005,2024-01-18,193.64,276.14,82.5,0.2987,1,Direct Discount,9,1,0,Electronics,0.3618485575991256,0.9097812125447142
CUST_000005,2024-01-28,33.32,65.56,32.24,0.4918,1,Membership Discount,10,1,0,Clothing,0.3618485575991256,0.9097812125447142
CUST_000005,2024-02-03,44.4,44.4,0.0,0.0,0,None,11,0,0,Sports,0.3618485575991256,0.9097812125447142
CUST_000005,2024-03-26,66.89,121.62,54.73,0.45,1,Seasonal Sale,12,1,0,Clothing,0.3618485575991256,0.9097812125447142
CUST_000005,2024-04-02,241.7,241.7,0.0,0.0,0,None,13,0,1,Electronics,0.3618485575991256,0.9097812125447142
CUST_000005,2024-04-24,33.33,41.92,8.59,0.2049,1,Bundle Deal,14,1,0,Food,0.3618485575991256,0.9097812125447142
CUST_000005,2024-05-25,30.01,32.15,2.15,0.0667,1,Seasonal Sale,15,1,0,Food,0.3618485575991256,0.9097812125447142
CUST_000005,2024-09-25,21.23,35.46,14.24,0.4014,1,Membership Discount,16,1,0,Beauty,0.3618485575991256,0.9097812125447142
CUST_000005,2024-10-03,70.45,70.45,0.0,0.0,0,None,17,0,0,Clothing,0.3618485575991256,0.9097812125447142
CUST_000005,2025-01-30,18.18,27.93,9.75,0.3492,1,Bundle Deal,18,1,0,Beauty,0.3618485575991256,0.9097812125447142
CUST_000005,2025-04-09,396.76,396.76,0.0,0.0,0,None,19,0,0,Electronics,0.3618485575991256,0.9097812125447142
CUST_000005,2025-06-05,111.82,111.82,0.0,0.0,0,None,20,0,0,Home,0.3618485575991256,0.9097812125447142
CUST_000005,2025-06-18,172.23,220.77,48.54,0.2199,1,Membership Discount,21,1,0,Home,0.3618485575991256,0.9097812125447142
CUST_000005,2025-07-04,103.41,103.41,0.0,0.0,0,None,22,0,0,Sports,0.3618485575991256,0.9097812125447142
CUST_000005,2025-07-23,37.97,55.22,17.26,0.3125,1,Direct Discount,23,1,1,Clothing,0.3618485575991256,0.9097812125447142
CUST_000005,2025-08-06,24.29,24.29,0.0,0.0,0,None,24,0,0,Food,0.3618485575991256,0.9097812125447142
CUST_000005,2025-12-18,44.32,62.74,18.41,0.2935,1,Coupon,25,1,0,Sports,0.3618485575991256,0.9097812125447142
CUST_000006,2023-01-15,91.25,91.25,0.0,0.0,0,None,1,0,0,Clothing,0.611205739202266,0.5277620876934614
CUST_000006,2023-02-01,62.93,62.93,0.0,0.0,0,None,2,0,0,Beauty,0.611205739202266,0.5277620876934614
CUST_000006,2023-03-19,135.15,212.45,77.3,0.3639,1,Membership Discount,3,1,0,Sports,0.611205739202266,0.5277620876934614
CUST_000006,2023-04-18,30.9,77.95,47.06,0.6036,1,Bundle Deal,4,1,0,Clothing,0.611205739202266,0.5277620876934614
CUST_000006,2023-11-06,201.75,201.75,0.0,0.0,0,None,5,0,0,Electronics,0.611205739202266,0.5277620876934614
CUST_000006,2024-04-08,55.66,55.66,0.0,0.0,0,None,6,0,0,Clothing,0.611205739202266,0.5277620876934614
CUST_000006,2024-06-17,44.52,44.52,0.0,0.0,0,None,7,0,0,Clothing,0.611205739202266,0.5277620876934614
CUST_000006,2024-07-22,59.4,59.4,0.0,0.0,0,None,8,0,0,Clothing,0.611205739202266,0.5277620876934614
CUST_000006,2024-10-31,22.12,24.88,2.76,0.1111,1,Coupon,9,1,0,Food,0.611205739202266,0.5277620876934614
CUST_000006,2024-11-08,125.47,125.47,0.0,0.0,0,None,10,0,0,Home,0.611205739202266,0.5277620876934614
CUST_000006,2024-11-28,598.63,598.63,0.0,0.0,0,None,11,0,0,Electronics,0.611205739202266,0.5277620876934614
CUST_000006,2025-01-31,291.11,291.11,0.0,0.0,0,None,12,0,0,Electronics,0.611205739202266,0.5277620876934614
CUST_000006,2025-02-02,18.73,23.11,4.38,0.1895,1,Coupon,13,1,0,Food,0.611205739202266,0.5277620876934614
CUST_000006,2025-03-01,23.17,23.17,0.0,0.0,0,None,14,0,0,Clothing,0.611205739202266,0.5277620876934614
CUST_000006,2025-04-09,36.3,36.3,0.0,0.0,0,None,15,0,0,Food,0.611205739202266,0.5277620876934614
CUST_000006,2025-09-05,97.53,140.6,43.07,0.3063,1,Seasonal Sale,16,1,0,Home,0.611205739202266,0.5277620876934614
CUST_000006,2025-09-18,84.79,84.79,0.0,0.0,0,None,17,0,0,Clothing,0.611205739202266,0.5277620876934614
CUST_000006,2025-09-20,213.17,247.57,34.4,0.1389,1,Bundle Deal,18,1,0,Electronics,0.611205739202266,0.5277620876934614
CUST_000006,2025-09-24,42.81,54.06,11.25,0.2081,1,Seasonal Sale,19,1,0,Food,0.611205739202266,0.5277620876934614
CUST_000006,2025-12-15,131.54,131.54,0.0,0.0,0,None,20,0,0,Home,0.611205739202266,0.5277620876934614
CUST_000007,2023-01-08,21.64,27.6,5.96,0.2159,1,Coupon,1,1,0,Food,0.7867572177039411,0.6115696216618407
CUST_000007,2023-03-22,193.73,193.73,0.0,0.0,0,None,2,0,0,Electronics,0.7867572177039411,0.6115696216618407
CUST_000007,2023-04-17,122.95,122.95,0.0,0.0,0,None,3,0,0,Home,0.7867572177039411,0.6115696216618407
CUST_000007,2023-04-18,41.51,41.51,0.0,0.0,0,None,4,0,0,Beauty,0.7867572177039411,0.6115696216618407
CUST_000007,2023-07-08,48.67,86.46,37.79,0.4371,1,Seasonal Sale,5,1,0,Beauty,0.7867572177039411,0.6115696216618407
CUST_000007,2023-07-19,216.06,216.06,0.0,0.0,0,None,6,0,0,Electronics,0.7867572177039411,0.6115696216618407
CUST_000007,2023-10-29,131.56,131.56,0.0,0.0,0,None,7,0,0,Home,0.7867572177039411,0.6115696216618407
CUST_000007,2023-11-03,430.31,430.31,0.0,0.0,0,None,8,0,0,Electronics,0.7867572177039411,0.6115696216618407
CUST_000007,2023-11-24,209.56,209.56,0.0,0.0,0,None,9,0,0,Electronics,0.7867572177039411,0.6115696216618407
CUST_000007,2023-12-12,166.39,166.39,0.0,0.0,0,None,10,0,0,Electronics,0.7867572177039411,0.6115696216618407
CUST_000007,2024-02-10,121.25,162.82,41.58,0.2553,1,Direct Discount,11,1,0,Sports,0.7867572177039411,0.6115696216618407
CUST_000007,2024-07-08,150.34,150.34,0.0,0.0,0,None,12,0,0,Clothing,0.7867572177039411,0.6115696216618407
CUST_000007,2024-08-03,101.23,101.23,0.0,0.0,0,None,13,0,0,Clothing,0.7867572177039411,0.6115696216618407
CUST_000007,2024-08-17,204.85,204.85,0.0,0.0,0,None,14,0,0,Home,0.7867572177039411,0.6115696216618407
CUST_000007,2024-08-31,123.25,123.25,0.0,0.0,0,None,15,0,0,Clothing,0.7867572177039411,0.6115696216618407
CUST_000007,2024-11-16,37.05,115.48,78.43,0.6792,1,Direct Discount,16,1,1,Clothing,0.7867572177039411,0.6115696216618407
CUST_000007,2025-01-22,66.18,66.18,0.0,0.0,0,None,17,0,0,Beauty,0.7867572177039411,0.6115696216618407
CUST_000007,2025-03-04,32.02,32.02,0.0,0.0,0,None,18,0,0,Food,0.7867572177039411,0.6115696216618407
CUST_000007,2025-03-16,73.62,73.62,0.0,0.0,0,None,19,0,0,Clothing,0.7867572177039411,0.6115696216618407
CUST_000007,2025-04-11,29.61,78.85,49.25,0.6245,1,Bundle Deal,20,1,0,Clothing,0.7867572177039411,0.6115696216618407
CUST_000007,2025-06-11,48.13,48.13,0.0,0.0,0,None,21,0,0,Clothing,0.7867572177039411,0.6115696216618407
CUST_000007,2025-07-11,17.62,23.66,6.04,0.2553,1,Membership Discount,22,1,0,Food,0.7867572177039411,0.6115696216618407
CUST_000007,2025-10-24,140.4,140.4,0.0,0.0,0,None,23,0,0,Home,0.7867572177039411,0.6115696216618407
CUST_000007,2025-11-28,303.78,303.78,0.0,0.0,0,None,24,0,0,Home,0.7867572177039411,0.6115696216618407
CUST_000008,2023-01-25,34.42,56.04,21.62,0.3857,1,Direct Discount,1,1,0,Clothing,0.5721340816288807,0.713013181780703
CUST_000008,2023-03-20,171.09,171.09,0.0,0.0,0,None,2,0,0,Electronics,0.5721340816288807,0.713013181780703
CUST_000008,2023-04-14,43.63,43.63,0.0,0.0,0,None,3,0,0,Beauty,0.5721340816288807,0.713013181780703
CUST_000008,2023-07-17,66.4,66.4,0.0,0.0,0,None,4,0,0,Beauty,0.5721340816288807,0.713013181780703
CUST_000008,2023-12-30,20.34,20.34,0.0,0.0,0,None,5,0,1,Food,0.5721340816288807,0.713013181780703
CUST_000008,2024-01-14,76.51,76.51,0.0,0.0,0,None,6,0,0,Beauty,0.5721340816288807,0.713013181780703
CUST_000008,2024-03-12,29.28,38.39,9.11,0.2374,1,Membership Discount,7,1,1,Food,0.5721340816288807,0.713013181780703
CUST_000008,2024-03-25,17.98,24.56,6.58,0.2679,1,Direct Discount,8,1,0,Beauty,0.5721340816288807,0.713013181780703
CUST_000008,2024-04-02,24.49,30.09,5.6,0.186,1,Coupon,9,1,0,Food,0.5721340816288807,0.713013181780703
CUST_000008,2024-07-13,13.74,13.74,0.0,0.0,0,None,10,0,0,Beauty,0.5721340816288807,0.713013181780703
CUST_000008,2024-08-09,24.61,24.61,0.0,0.0,0,None,11,0,1,Beauty,0.5721340816288807,0.713013181780703
CUST_000008,2024-09-18,203.65,203.65,0.0,0.0,0,None,12,0,0,Electronics,0.5721340816288807,0.713013181780703
CUST_000008,2024-11-20,25.37,25.37,0.0,0.0,0,None,13,0,0,Clothing,0.5721340816288807,0.713013181780703
CUST_000008,2025-01-24,21.96,28.1,6.14,0.2184,1,Membership Discount,14,1,0,Beauty,0.5721340816288807,0.713013181780703
CUST_000008,2025-02-06,35.33,80.88,45.55,0.5632,1,Seasonal Sale,15,1,0,Clothing,0.5721340816288807,0.713013181780703
CUST_000008,2025-03-30,59.2,59.2,0.0,0.0,0,None,16,0,0,Clothing,0.5721340816288807,0.713013181780703
CUST_000008,2025-04-13,25.58,32.62,7.03,0.2157,1,Seasonal Sale,17,1,0,Beauty,0.5721340816288807,0.713013181780703
CUST_000008,2025-10-28,412.18,412.18,0.0,0.0,0,None,18,0,0,Electronics,0.5721340816288807,0.713013181780703
CUST_000008,2025-11-28,39.99,39.99,0.0,0.0,0,None,19,0,0,Beauty,0.5721340816288807,0.713013181780703
CUST_000008,2025-12-11,118.48,156.19,37.71,0.2415,1,Seasonal Sale,20,1,0,Home,0.5721340816288807,0.713013181780703
CUST_000009,2023-01-28,63.83,63.83,0.0,0.0,0,None,1,0,0,Clothing,0.08104673210248536,0.6827144177751686
CUST_000009,2023-08-05,196.54,196.54,0.0,0.0,0,None,2,0,0,Electronics,0.08104673210248536,0.6827144177751686
CUST_000009,2023-08-08,481.99,481.99,0.0,0.0,0,None,3,0,1,Electronics,0.08104673210248536,0.6827144177751686
CUST_000009,2023-09-24,36.76,55.71,18.94,0.3401,1,Membership Discount,4,1,0,Clothing,0.08104673210248536,0.6827144177751686
CUST_000009,2023-09-28,40.58,83.17,42.59,0.5121,1,Direct Discount,5,1,0,Clothing,0.08104673210248536,0.6827144177751686
CUST_000009,2023-11-06,18.1,26.56,8.46,0.3185,1,Direct Discount,6,1,0,Clothing,0.08104673210248536,0.6827144177751686
CUST_000009,2024-02-10,236.09,343.06,106.97,0.3118,1,Membership Discount,7,1,0,Electronics,0.08104673210248536,0.6827144177751686
CUST_000009,2024-03-25,61.26,117.98,56.72,0.4808,1,Direct Discount,8,1,0,Clothing,0.08104673210248536,0.6827144177751686
CUST_000009,2024-07-18,141.45,141.45,0.0,0.0,0,None,9,0,0,Home,0.08104673210248536,0.6827144177751686
CUST_000009,2024-08-21,74.72,74.72,0.0,0.0,0,None,10,0,0,Clothing,0.08104673210248536,0.6827144177751686
CUST_000009,2024-10-07,66.13,81.5,15.38,0.1887,1,Bundle Deal,11,1,0,Beauty,0.08104673210248536,0.6827144177751686
CUST_000009,2024-10-31,244.68,244.68,0.0,0.0,0,None,12,0,0,Electronics,0.08104673210248536,0.6827144177751686
CUST_000009,2024-12-18,119.38,119.38,0.0,0.0,0,None,13,0,0,Clothing,0.08104673210248536,0.6827144177751686
CUST_000009,2025-02-12,305.38,305.38,0.0,0.0,0,None,14,0,0,Electronics,0.08104673210248536,0.6827144177751686
CUST_000009,2025-03-02,173.05,173.05,0.0,0.0,0,None,15,0,0,Home,0.08104673210248536,0.6827144177751686
CUST_000009,2025-04-16,92.25,92.25,0.0,0.0,0,None,16,0,0,Clothing,0.08104673210248536,0.6827144177751686
CUST_000009,2025-08-20,339.28,391.67,52.39,0.1338,1,Direct Discount,17,1,0,Electronics,0.08104673210248536,0.6827144177751686
CUST_000009,2025-10-19,121.57,121.57,0.0,0.0,0,None,18,0,1,Clothing,0.08104673210248536,0.6827144177751686
CUST_000009,2025-11-12,29.87,29.87,0.0,0.0,0,None,19,0,0,Food,0.08104673210248536,0.6827144177751686
