customer_id,interaction_date,interaction_type,duration_seconds
CUST_000006,2024-06-02,Click-Through,258
CUST_000007,2023-09-04,Social Media,0
CUST_000007,2025-02-03,Email Open,0
CUST_000007,2024-09-08,Email Open,0
CUST_000007,2025-08-30,Email Open,0
CUST_000007,2024-07-01,Support Call,0
CUST_000007,2024-08-13,Click-Through,225
CUST_000008,2024-06-01,Email Open,0
CUST_000008,2023-03-22,Click-Through,116
CUST_000008,2023-12-14,Click-Through,374
CUST_000009,2024-04-12,Click-Through,599
CUST_000009,2023-06-11,App Visit,43
CUST_000009,2023-01-16,Social Media,0
CUST_000009,2025-01-16,Click-Through,39
CUST_000009,2025-01-09,Click-Through,57
CUST_000009,2025-02-05,Social Media,0
CUST_000009,2024-05-04,Email Open,0
CUST_000010,2024-08-09,Click-Through,593
CUST_000010,2025-10-06,Click-Through,594
CUST_000010,2024-09-03,Email Open,0
CUST_000010,2025-12-02,Email Open,0
CUST_000010,2025-05-23,Social Media,0
CUST_000011,2024-05-09,Email Open,0
CUST_000011,2023-05-21,Click-Through,457
CUST_000011,2025-01-30,Click-Through,339
CUST_000011,2023-10-04,Social Media,0
CUST_000011,2023-03-04,Social Media,0
CUST_000011,2023-01-31,Support Call,0
CUST_000011,2024-10-25,App Visit,37
CUST_000011,2024-06-28,Social Media,0
CUST_000011,2025-11-29,Email Open,0
CUST_000012,2023-01-26,Email Open,0
CUST_000012,2024-04-25,Email Open,0
CUST_000012,2025-06-12,Email Open,0
CUST_000012,2025-11-12,Support Call,0
CUST_000012,2023-11-22,Support Call,0
CUST_000013,2024-11-03,Email Open,0
CUST_000013,2023-06-24,Social Media,0
CUST_000013,2025-12-21,Email Open,0
CUST_000013,2025-10-30,Email Open,0
CUST_000014,2025-01-14,Email Open,0
CUST_000014,2025-03-28,Click-Through,151
CUST_000014,2025-06-17,Email Open,0
CUST_000015,2025-10-05,Email Open,0
CUST_000015,2024-01-21,Support Call,0
CUST_000015,2024-02-25,Email Open,0
CUST_000015,2023-10-04,Email Open,0
CUST_000015,2025-06-13,App Visit,135
CUST_000015,2025-10-12,Click-Through,81
CUST_000015,2023-03-12,Email Open,0
CUST_000015,2024-05-16,Social Media,0
CUST_000015,2023-10-14,Click-Through,382
CUST_000015,2023-01-25,Social Media,0
CUST_000015,2024-04-17,Email Open,0
CUST_000016,2023-08-19,App Visit,343
CUST_000016,2025-11-06,Social Media,0
CUST_000016,2024-01-21,Social Media,0
CUST_000016,2024-09-06,Social Media,0
CUST_000016,2024-05-26,Social Media,0
CUST_000016,2024-01-20,Email Open,0
CUST_000016,2024-03-29,Email Open,0
CUST_000016,2025-04-27,Email Open,0
CUST_000016,2023-01-10,Email Open,0
CUST_000016,2023-08-10,Email Open,0
CUST_000017,2024-12-27,Email Open,0
CUST_000017,2025-07-12,Email Open,0
CUST_000017,2025-08-30,Email Open,0
CUST_000017,2025-10-20,App Visit,237
CUST_000017,2024-01-28,Email Open,0
CUST_000017,2023-12-11,Email Open,0
CUST_000017,2025-05-01,Click-Through,546
CUST_000018,2025-09-03,Support Call,0
CUST_000018,2025-12-16,Social Media,0
CUST_000018,2023-02-13,Email Open,0
CUST_000018,2023-09-07,Click-Through,571
CUST_000019,2025-06-07,Email Open,0
CUST_000019,2024-05-21,Email Open,0
CUST_000019,2025-05-06,Email Open,0
CUST_000019,2025-09-13,Email Open,0
CUST_000019,2023-04-14,Email Open,0
CUST_000019,2024-07-22,Email Open,0
CUST_000019,2024-09-22,Click-Through,461
CUST_000019,2023-03-23,Support Call,0
CUST_000019,2023-04-17,Email Open,0
CUST_000019,2024-09-13,Click-Through,582
CUST_000020,2024-06-09,Email Open,0
CUST_000020,2025-01-16,Click-Through,511
CUST_000020,2023-09-20,App Visit,433
CUST_000020,2025-11-30,Email Open,0
CUST_000020,2024-07-21,App Visit,381
CUST_000021,2024-09-09,Email Open,0
CUST_000021,2023-02-27,Support Call,0
CUST_000021,2023-10-01,Social Media,0
CUST_000022,2024-07-20,Email Open,0
CUST_000022,2023-11-01,Click-Through,58
CUST_000022,2023-05-16,Email Open,0
CUST_000022,2024-09-22,Click-Through,183
CUST_000023,2023-10-11,Support Call,0
CUST_000023,2025-09-24,Email Open,0
CUST_000023,2023-08-23,Social Media,0
CUST_000023,2024-08-31,Social Media,0
CUST_000023,2023-01-07,Email Open,0
CUST_000023,2023-05-28,Click-Through,364
CUST_000023,2023-09-01,Click-Through,28
CUST_000023,2025-08-22,Social Media,0
CUST_000024,2025-07-12,Social Media,0
CUST_000024,2024-10-24,Click-Through,488
CUST_000024,2023-10-29,Email Open,0
CUST_000024,2023-04-02,Email Open,0
CUST_000024,2024-06-13,Email Open,0
CUST_000024,2025-03-04,Email Open,0
CUST_000024,2024-04-09,Support Call,0
CUST_000024,2023-04-28,Social Media,0
CUST_000024,2023-09-20,Email Open,0
CUST_000025,2023-08-27,Click-Through,530
CUST_000025,2024-11-23,Email Open,0
CUST_000025,2025-01-06,Support Call,0
CUST_000025,2023-03-31,Click-Through,30
CUST_000025,2025-01-24,Click-Through,120
CUST_000025,2025-01-16,App Visit,181
CUST_000025,2024-10-29,Social Media,0
CUST_000025,2025-09-07,Click-Through,78
CUST_000025,2023-11-19,Click-Through,562
CUST_000025,2025-11-09,Social Media,0
CUST_000025,2025-03-14,Click-Through,152
CUST_000025,2025-08-17,Support Call,0
CUST_000025,2025-07-14,Email Open,0
CUST_000026,2024-01-11,Email Open,0
CUST_000026,2023-02-21,Click-Through,568
CUST_000026,2025-05-20,Social Media,0
CUST_000026,2025-06-09,Click-Through,175
CUST_000026,2025-10-01,Email Open,0
CUST_000026,2023-05-22,Social Media,0
CUST_000026,2024-11-02,Support Call,0
CUST_000026,2023-06-08,Support Call,0
CUST_000026,2024-02-15,Social Media,0
CUST_000026,2025-06-07,Email Open,0
CUST_000027,2024-04-05,Support Call,0
CUST_000027,2023-01-14,Click-Through,322
CUST_000027,2024-06-24,Email Open,0
CUST_000027,2025-06-29,Email Open,0
CUST_000027,2025-05-21,Email Open,0
CUST_000027,2023-10-09,Social Media,0
CUST_000027,2023-03-03,Social Media,0
CUST_000028,2023-01-13,Email Open,0
CUST_000028,2025-07-29,Email Open,0
CUST_000028,2025-05-07,Social Media,0
CUST_000028,2023-10-12,Click-Through,282
CUST_000028,2025-12-19,Click-Through,352
CUST_000028,2023-09-26,App Visit,271
CUST_000028,2023-07-10,Email Open,0
CUST_000028,2025-09-22,Email Open,0
CUST_000028,2025-08-04,Click-Through,24
CUST_000028,2024-03-22,Email Open,0
CUST_000028,2024-06-05,Email Open,0
CUST_000029,2025-03-03,Support Call,0
CUST_000030,2024-12-26,Email Open,0
CUST_000030,2025-01-10,Email Open,0
CUST_000030,2023-11-01,Social Media,0
CUST_000030,2025-12-22,Email Open,0
CUST_000030,2025-01-26,App Visit,441
CUST_000030,2023-03-14,Click-Through,180
CUST_000030,2025-01-24,Email Open,0
CUST_000030,2024-07-29,Social Media,0
CUST_000031,2024-07-09,Social Media,0
CUST_000031,2025-03-18,App Visit,224
CUST_000031,2023-11-03,Email Open,0
CUST_000031,2024-12-05,Email Open,0
CUST_000031,2024-06-19,Click-Through,62
CUST_000032,2024-10-25,Email Open,0
CUST_000032,2025-07-09,Click-Through,306
CUST_000032,2024-06-02,Click-Through,499
CUST_000032,2025-01-08,App Visit,128
CUST_000032,2025-03-18,Email Open,0
CUST_000032,2024-05-17,Email Open,0
CUST_000033,2024-04-18,Click-Through,307
CUST_000033,2023-03-22,Click-Through,535
CUST_000033,2024-05-02,Email Open,0
CUST_000033,2025-02-10,Email Open,0
CUST_000033,2024-01-30,Click-Through,42
CUST_000033,2023-12-28,Click-Through,444
CUST_000033,2024-12-25,Email Open,0
CUST_000033,2025-02-18,Email Open,0
CUST_000033,2023-10-05,Click-Through,151
CUST_000033,2023-08-22,Social Media,0
CUST_000033,2025-05-09,Click-Through,344
CUST_000034,2024-12-13,Support Call,0
CUST_000034,2025-02-26,Click-Through,491
CUST_000034,2024-04-08,Social Media,0
CUST_000034,2024-01-23,App Visit,244
CUST_000034,2024-07-25,Email Open,0
CUST_000034,2024-09-14,Click-Through,203
CUST_000034,2023-06-06,Social Media,0
CUST_000035,2023-05-30,Click-Through,313
CUST_000035,2023-05-12,Social Media,0
CUST_000035,2025-12-09,Email Open,0
CUST_000035,2025-02-14,Email Open,0
CUST_000035,2023-08-27,Email Open,0
CUST_000035,2023-10-10,Email Open,0
CUST_000035,2025-01-29,Click-Through,230
CUST_000035,2023-06-01,App Visit,433
CUST_000035,2023-09-16,Email Open,0
CUST_000035,2023-12-10,Email Open,0
CUST_000035,2024-04-13,Social Media,0
CUST_000035,2024-01-17,Click-Through,226
CUST_000035,2025-01-30,Email Open,0
CUST_000035,2023-01-30,Email Open,0
CUST_000035,2024-09-08,Email Open,0
CUST_000036,2023-03-25,Social Media,0
CUST_000036,2025-05-10,Email Open,0
CUST_000036,2025-12-07,Social Media,0
CUST_000036,2023-08-27,Social Media,0
CUST_000036,2024-03-27,Email Open,0
CUST_000036,2023-07-13,Email Open,0
CUST_000036,2024-09-16,Email Open,0
CUST_000036,2025-04-24,Social Media,0
CUST_000036,2025-06-19,Social Media,0
CUST_000036,2023-02-11,Social Media,0
CUST_000036,2023-11-25,Email Open,0
CUST_000036,2023-12-04,Social Media,0
CUST_000036,2023-09-12,Click-Through,43
CUST_000037,2024-05-01,Click-Through,339
CUST_000037,2023-05-25,Social Media,0
CUST_000037,2025-07-30,Click-Through,167
CUST_000037,2024-05-16,Social Media,0
CUST_000037,2025-04-04,Click-Through,35
CUST_000037,2023-05-29,Click-Through,572
CUST_000037,2023-02-12,Email Open,0
CUST_000037,2024-07-27,Email Open,0
CUST_000037,2024-12-25,Click-Through,260
CUST_000037,2023-03-17,Click-Through,177
CUST_000037,2024-02-02,Support Call,0
CUST_000037,2025-03-07,Email Open,0
CUST_000037,2023-04-25,Social Media,0
CUST_000038,2024-09-13,Social Media,0
CUST_000038,2025-12-09,Social Media,0
CUST_000038,2025-09-14,Social Media,0
CUST_000038,2025-01-12,App Visit,46
CUST_000038,2025-02-07,Email Open,0
CUST_000039,2024-05-02,Social Media,0
CUST_000039,2025-03-04,Click-Through,475
CUST_000039,2025-02-16,Email Open,0
CUST_000039,2025-11-15,App Visit,201
CUST_000039,2023-05-02,Click-Through,386
CUST_000039,2024-07-08,Click-Through,436
CUST_000039,2024-05-11,Click-Through,506
CUST_000039,2024-07-30,Email Open,0
CUST_000039,2025-09-01,Email Open,0
CUST_000039,2025-02-21,Email Open,0
CUST_000039,2025-04-28,Social Media,0
CUST_000039,2024-08-29,Social Media,0
CUST_000039,2025-04-12,Social Media,0
CUST_000039,2024-03-29,Click-Through,89
CUST_000039,2025-06-20,App Visit,117
CUST_000040,2025-10-31,Click-Through,215
CUST_000040,2024-01-29,Email Open,0
CUST_000040,2023-05-22,Support Call,0
CUST_000040,2025-03-03,Social Media,0
CUST_000040,2024-01-02,Email Open,0
CUST_000040,2025-01-29,Click-Through,591
CUST_000040,2023-07-21,Email Open,0
CUST_000041,2025-07-08,Email Open,0
CUST_000041,2024-01-06,Email Open,0
CUST_000041,2023-12-11,Email Open,0
CUST_000041,2025-06-21,Email Open,0
CUST_000041,2025-01-27,App Visit,261
CUST_000041,2023-10-05,Social Media,0
CUST_000041,2023-06-27,Social Media,0
CUST_000041,2025-04-12,Click-Through,349
CUST_000041,2025-03-05,Click-Through,54
CUST_000042,2025-03-06,Email Open,0
CUST_000042,2024-11-12,Click-Through,300
CUST_000042,2024-05-25,Social Media,0
CUST_000042,2025-08-28,Social Media,0
CUST_000042,2024-06-10,Click-Through,355
CUST_000043,2025-09-24,Social Media,0
CUST_000043,2025-01-23,Email Open,0
CUST_000043,2023-07-25,Email Open,0
CUST_000043,2024-06-29,Email Open,0
CUST_000043,2025-07-26,Click-Through,449
CUST_000043,2024-10-08,Click-Through,490
CUST_000043,2025-04-06,Social Media,0
CUST_000043,2023-03-01,Click-Through,167
CUST_000043,2023-07-16,Social Media,0
CUST_000043,2025-07-09,Click-Through,317
CUST_000043,2024-02-05,Support Call,0
CUST_000044,2024-11-03,Email Open,0
CUST_000044,2025-01-17,Email Open,0
CUST_000044,2024-11-24,App Visit,185
CUST_000044,2025-06-26,Click-Through,562
CUST_000044,2023-11-08,App Visit,287
CUST_000044,2024-03-02,Social Media,0
CUST_000045,2025-05-01,Support Call,0
CUST_000045,2023-12-04,Click-Through,375
CUST_000045,2025-12-02,Email Open,0
CUST_000045,2024-01-01,App Visit,265
CUST_000045,2024-04-30,Social Media,0
CUST_000045,2025-03-08,Click-Through,283
CUST_000045,2024-12-21,Support Call,0
CUST_000045,2024-07-20,Social Media,0
CUST_000046,2024-02-04,Support Call,0
CUST_000046,2025-10-02,Email Open,0
CUST_000046,2024-08-07,Click-Through,385
CUST_000046,2025-02-20,Click-Through,173
CUST_000046,2024-10-28,Email Open,0
CUST_000046,2023-01-21,App Visit,77
CUST_000046,2025-12-22,Email Open,0
CUST_000046,2023-11-13,Click-Through,180
CUST_000047,2023-02-08,Social Media,0
CUST_000047,2023-06-10,Social Media,0
CUST_000047,2023-05-25,Email Open,0
CUST_000048,2023-10-27,Support Call,0
CUST_000048,2023-06-22,Social Media,0
CUST_000048,2023-12-17,Social Media,0
CUST_000048,2025-10-15,Email Open,0
CUST_000048,2025-02-02,Click-Through,14
CUST_000048,2023-06-18,Click-Through,479
CUST_000048,2024-10-20,App Visit,270
CUST_000048,2023-05-05,App Visit,452
CUST_000048,2024-04-23,Click-Through,229
CUST_000048,2023-10-25,Email Open,0
CUST_000049,2025-09-12,App Visit,355
CUST_000049,2023-08-29,Email Open,0
CUST_000049,2024-06-23,App Visit,451
CUST_000049,2024-12-27,Email Open,0
CUST_000049,2024-02-24,Email Open,0
CUST_000049,2024-03-22,Click-Through,100
CUST_000050,2025-10-06,Email Open,0
CUST_000050,2023-02-15,Email Open,0
CUST_000050,2024-02-27,Email Open,0
CUST_000050,2023-03-09,Click-Through,203
CUST_000050,2025-06-21,Social Media,0
CUST_000050,2023-04-19,Email Open,0
CUST_000050,2025-01-08,Support Call,0
CUST_000051,2025-07-26,App Visit,474
CUST_000051,2023-09-17,Click-Through,158
CUST_000051,2025-01-10,Email Open,0
CUST_000051,2023-02-24,Email Open,0
CUST_000051,2024-01-18,Email Open,0
CUST_000051,2023-11-30,Social Media,0
CUST_000051,2023-05-03,Support Call,0
CUST_000051,2023-05-08,Support Call,0
CUST_000052,2023-02-27,Click-Through,248
CUST_000052,2023-01-27,Email Open,0
CUST_000052,2024-03-14,Email Open,0
CUST_000052,2024-01-15,Social Media,0
CUST_000052,2023-07-07,Click-Through,325
CUST_000052,2024-08-30,Email Open,0
CUST_000052,2025-02-17,Click-Through,264
CUST_000052,2024-05-26,Click-Through,428
CUST_000052,2024-10-29,Click-Through,540
CUST_000053,2024-05-07,Click-Through,258
CUST_000053,2023-07-20,Social Media,0
CUST_000053,2024-03-15,Support Call,0
CUST_000053,2023-11-10,Email Open,0
CUST_000053,2023-10-13,Email Open,0
CUST_000053,2023-05-19,Email Open,0
CUST_000054,2023-04-25,Email Open,0
CUST_000054,2024-07-20,Email Open,0
CUST_000054,2024-05-20,Click-Through,415
CUST_000054,2025-11-04,Email Open,0
CUST_000054,2024-06-16,Email Open,0
CUST_000054,2024-11-27,Support Call,0
CUST_000054,2023-04-29,Social Media,0
CUST_000054,2025-07-08,Email Open,0
CUST_000054,2025-06-25,Support Call,0
CUST_000054,2023-08-03,Email Open,0
CUST_000054,2024-07-16,Social Media,0
CUST_000055,2023-11-23,Support Call,0
CUST_000055,2025-07-24,Social Media,0
CUST_000055,2024-04-29,Social Media,0
CUST_000055,2025-08-09,Social Media,0
CUST_000055,2024-08-11,App Visit,588
CUST_000055,2024-01-22,Email Open,0
CUST_000055,2025-12-25,Social Media,0
CUST_000055,2025-08-20,Click-Through,337
CUST_000055,2024-06-25,Social Media,0
CUST_000055,2024-02-05,App Visit,295
CUST_000055,2025-11-05,Social Media,0
CUST_000055,2023-02-14,App Visit,510
CUST_000055,2024-03-22,App Visit,156
CUST_000055,2025-10-06,Email Open,0
CUST_000055,2023-01-06,Support Call,0
CUST_000056,2025-09-25,Email Open,0
CUST_000056,2023-10-08,App Visit,310
CUST_000056,2024-08-24,Email Open,0
CUST_000056,2024-06-28,Email Open,0
CUST_000056,2023-04-16,Email Open,0
CUST_000056,2024-08-08,Support Call,0
CUST_000057,2023-10-13,Click-Through,112
CUST_000057,2024-05-13,Social Media,0
CUST_000057,2025-07-06,Email Open,0
CUST_000058,2024-07-03,Email Open,0
CUST_000058,2025-04-11,Email Open,0
CUST_000058,2025-02-11,App Visit,66
CUST_000058,2024-04-03,Support Call,0
CUST_000058,2023-05-27,Support Call,0
CUST_000058,2023-08-07,Email Open,0
CUST_000058,2023-02-10,Support Call,0
CUST_000058,2025-05-08,Support Call,0
CUST_000058,2024-10-12,App Visit,311
CUST_000058,2025-12-09,Social Media,0
CUST_000058,2024-01-06,Email Open,0
CUST_000059,2023-09-09,App Visit,265
CUST_000059,2025-12-30,App Visit,505
CUST_000059,2025-01-22,Social Media,0
CUST_000059,2023-06-11,Click-Through,513
CUST_000059,2025-10-13,Email Open,0
CUST_000059,2023-11-29,Email Open,0
CUST_000060,2025-10-30,Social Media,0
CUST_000060,2025-07-10,Social Media,0
CUST_000060,2024-09-12,Support Call,0
CUST_000060,2025-12-16,Social Media,0
CUST_000060,2023-11-23,Click-Through,98
CUST_000060,2025-10-15,Click-Through,80
CUST_000060,2023-05-30,Email Open,0
CUST_000060,2023-04-20,Email Open,0
CUST_000060,2023-07-27,Email Open,0
CUST_000060,2025-04-15,Email Open,0
CUST_000061,2024-11-02,Email Open,0
CUST_000061,2023-10-19,Email Open,0
CUST_000061,2025-02-19,Email Open,0
CUST_000061,2024-05-13,Click-Through,194
CUST_000061,2024-11-12,Support Call,0
CUST_000061,2024-01-04,Email Open,0
CUST_000061,2024-01-14,App Visit,96
CUST_000061,2023-04-13,Email Open,0
CUST_000062,2023-01-06,Email Open,0
CUST_000062,2025-11-26,Click-Through,226
CUST_000062,2024-06-14,Email Open,0
CUST_000062,2023-08-09,Social Media,0
CUST_000062,2025-01-11,Email Open,0
CUST_000063,2023-03-30,Email Open,0
CUST_000063,2024-11-23,Email Open,0
CUST_000063,2025-02-24,Social Media,0
CUST_000063,2023-10-06,Email Open,0
CUST_000063,2023-08-19,Email Open,0
CUST_000063,2025-01-03,Email Open,0
CUST_000063,2024-08-06,Click-Through,227
CUST_000064,2023-09-20,Social Media,0
CUST_000064,2024-04-09,Email Open,0
CUST_000064,2025-08-11,Click-Through,539
CUST_000064,2025-03-09,Support Call,0
CUST_000064,2024-10-27,Email Open,0
CUST_000064,2025-12-08,Email Open,0
CUST_000064,2025-06-02,Email Open,0
CUST_000064,2023-04-22,Click-Through,407
CUST_000064,2024-02-15,App Visit,126
CUST_000064,2025-07-09,Click-Through,110
CUST_000064,2024-04-12,App Visit,91
CUST_000065,2025-09-26,Click-Through,132
CUST_000065,2025-03-16,Email Open,0
CUST_000065,2023-07-05,Click-Through,381
CUST_000065,2025-01-02,Support Call,0
CUST_000065,2024-12-20,Click-Through,239
CUST_000065,2024-07-09,Click-Through,590
CUST_000066,2024-07-13,Social Media,0
CUST_000066,2025-11-17,Social Media,0
CUST_000066,2024-12-25,App Visit,329
CUST_000066,2024-03-27,Support Call,0
CUST_000066,2025-10-30,Click-Through,598
CUST_000066,2024-11-23,Email Open,0
CUST_000067,2023-09-08,Email Open,0
CUST_000067,2025-07-10,Email Open,0
CUST_000067,2025-07-27,App Visit,23
CUST_000067,2025-07-21,Click-Through,388
CUST_000067,2025-06-25,Email Open,0
CUST_000067,2024-02-20,Email Open,0
CUST_000067,2025-04-13,Support Call,0
CUST_000067,2025-01-13,Click-Through,44
CUST_000068,2024-09-30,Email Open,0
CUST_000068,2023-03-12,Social Media,0
CUST_000068,2025-06-30,Click-Through,201
CUST_000068,2023-07-07,Click-Through,535
CUST_000068,2024-03-05,Social Media,0
CUST_000068,2024-04-30,Support Call,0
CUST_000068,2023-09-24,App Visit,216
CUST_000068,2024-09-26,Email Open,0
CUST_000068,2025-11-19,Support Call,0
CUST_000068,2023-03-31,Email Open,0
CUST_000069,2025-09-03,Email Open,0
CUST_000069,2023-02-05,Email Open,0
CUST_000069,2024-04-25,Email Open,0
CUST_000069,2024-08-17,App Visit,334
CUST_000069,2025-06-04,Email Open,0
CUST_000070,2023-04-25,Email Open,0
CUST_000070,2023-08-01,Click-Through,549
CUST_000070,2023-11-23,Social Media,0
CUST_000070,2024-09-11,Click-Through,197
CUST_000070,2023-03-21,Email Open,0
CUST_000070,2023-05-23,Support Call,0
CUST_000071,2023-02-06,Click-Through,510
CUST_000071,2025-12-23,Click-Through,537
CUST_000071,2024-01-22,Email Open,0
CUST_000071,2023-03-23,Email Open,0
CUST_000071,2025-06-29,Click-Through,21
CUST_000071,2024-05-15,App Visit,326
CUST_000072,2023-08-21,Click-Through,349
CUST_000072,2024-08-18,Support Call,0
CUST_000072,2024-09-23,Click-Through,334
CUST_000072,2025-03-19,Support Call,0
CUST_000073,2024-07-12,Click-Through,430
CUST_000073,2025-03-01,Email Open,0
CUST_000073,2024-05-26,Email Open,0
CUST_000073,2025-06-16,Support Call,0
CUST_000073,2025-02-10,Click-Through,159
CUST_000073,2024-11-27,Social Media,0
CUST_000073,2025-04-01,Support Call,0
CUST_000074,2023-03-18,Email Open,0
CUST_000074,2023-08-30,Support Call,0
CUST_000074,2025-11-08,Email Open,0
CUST_000074,2025-01-05,Social Media,0
CUST_000074,2025-12-20,Email Open,0
CUST_000074,2023-03-13,Support Call,0
CUST_000074,2025-12-16,Click-Through,545
CUST_000074,2023-09-12,Email Open,0
CUST_000074,2024-07-10,Social Media,0
CUST_000074,2024-09-17,Email Open,0
CUST_000075,2024-08-06,Social Media,0
CUST_000075,2024-08-09,App Visit,87
CUST_000075,2024-05-26,Email Open,0
CUST_000075,2025-03-03,Social Media,0
CUST_000075,2025-03-23,Email Open,0
CUST_000075,2024-06-12,Email Open,0
CUST_000076,2024-06-24,Support Call,0
CUST_000076,2023-05-27,App Visit,215
CUST_000076,2025-12-06,Email Open,0
CUST_000076,2024-05-06,Social Media,0
CUST_000076,2024-05-16,Email Open,0
CUST_000076,2023-12-01,Click-Through,436
CUST_000076,2023-02-24,Email Open,0
CUST_000076,2025-11-17,App Visit,354
CUST_000076,2024-04-12,Click-Through,183
CUST_000076,2023-01-24,Support Call,0
CUST_000076,2024-02-07,Social Media,0
CUST_000077,2025-10-14,Email Open,0
CUST_000077,2025-08-23,App Visit,30
CUST_000077,2023-03-16,Click-Through,216
CUST_000077,2025-02-18,Click-Through,519
CUST_000077,2023-05-07,Social Media,0
CUST_000077,2025-11-09,Click-Through,111
CUST_000077,2025-05-29,App Visit,308
CUST_000078,2023-07-13,App Visit,479
CUST_000079,2024-12-13,Click-Through,196
CUST_000079,2023-07-20,Support Call,0
CUST_000079,2023-07-23,Social Media,0
CUST_000080,2024-04-28,Click-Through,557
CUST_000080,2023-12-12,Click-Through,446
CUST_000080,2025-11-26,Click-Through,84
CUST_000080,2024-08-04,Support Call,0
CUST_000080,2023-12-03,Click-Through,491
CUST_000080,2024-02-26,App Visit,200
CUST_000081,2023-03-21,Click-Through,537
CUST_000081,2025-08-13,Email Open,0
CUST_000081,2025-12-02,Click-Through,66
CUST_000081,2024-08-19,Email Open,0
CUST_000081,2024-12-13,Email Open,0
CUST_000081,2024-06-24,Email Open,0
CUST_000081,2024-12-02,Click-Through,199
CUST_000081,2025-03-02,Support Call,0
CUST_000081,2023-06-10,Email Open,0
CUST_000081,2023-05-07,Email Open,0
CUST_000081,2023-10-13,Email Open,0
CUST_000081,2024-11-22,Click-Through,73
CUST_000082,2025-08-11,App Visit,477
CUST_000082,2023-04-04,Social Media,0
CUST_000082,2025-05-03,App Visit,135
CUST_000082,2023-04-23,Social Media,0
CUST_000082,2023-07-20,Click-Through,559
CUST_000082,2025-01-22,Email Open,0
CUST_000082,2023-02-19,Social Media,0
CUST_000082,2024-01-17,Support Call,0
CUST_000082,2023-11-11,Click-Through,430
CUST_000082,2024-10-25,Social Media,0
CUST_000082,2024-04-22,Click-Through,67
CUST_000082,2024-04-18,Email Open,0
CUST_000082,2023-05-27,App Visit,381
CUST_000083,2025-05-19,Click-Through,346
CUST_000083,2024-10-23,Click-Through,412
CUST_000083,2024-06-22,App Visit,154
CUST_000083,2025-09-20,Email Open,0
CUST_000083,2023-04-04,Social Media,0
CUST_000084,2024-10-03,Social Media,0
CUST_000084,2023-12-22,Email Open,0
CUST_000084,2024-02-06,Click-Through,69
CUST_000084,2023-06-17,Email Open,0
CUST_000084,2025-11-26,Email Open,0
CUST_000084,2025-10-13,App Visit,368
CUST_000084,2025-08-06,Click-Through,293
CUST_000084,2024-04-11,Email Open,0
CUST_000084,2023-01-11,Email Open,0
CUST_000085,2025-01-29,Social Media,0
CUST_000085,2024-09-05,Click-Through,386
CUST_000085,2023-11-20,Social Media,0
CUST_000085,2024-01-27,Email Open,0
CUST_000086,2025-10-05,Click-Through,400
CUST_000086,2023-05-01,Email Open,0
CUST_000086,2024-04-08,Click-Through,202
CUST_000086,2023-03-04,Email Open,0
CUST_000086,2023-01-27,Support Call,0
CUST_000086,2025-12-06,Click-Through,542
CUST_000086,2024-08-13,Click-Through,405
CUST_000086,2023-12-31,Email Open,0
CUST_000087,2025-01-21,Email Open,0
CUST_000087,2023-01-20,Email Open,0
CUST_000087,2025-01-22,Click-Through,470
CUST_000087,2024-04-14,Click-Through,82
CUST_000087,2023-12-14,Email Open,0
