customer_id,switch_date,target_competitor,switch_reasons,primary_reason,price_sensitivity,promotion_responsiveness,loyalty_tendency,previous_spend,previous_frequency,is_returned,return_date,return_competitor,category_switched
CUST_000274,2025-12-04,BrandD,更优服务; 产品丰富度; 更多促销,更优服务,0.12073760550253547,0.625502818766751,0.4558431212630053,1792.5999999999997,12,0,,,Electronics
CUST_000288,2025-12-29,BrandA,更优服务; 更好品质; 新品吸引,更优服务,0.4745196903315144,0.4858634921966226,0.7321740786799632,2510.43,25,1,2026-02-21,BrandC,Clothing
CUST_000291,2026-02-02,BrandB,口碑推荐,口碑推荐,0.2373213157305233,0.6960005651357686,0.2097502926205175,2453.22,16,0,,,Clothing
CUST_000292,2026-01-23,BrandB,更低价格; 新品吸引,更低价格,0.2134410077279595,0.581655541974468,0.46383286192920214,1914.45,15,0,,,Clothing
CUST_000296,2026-03-15,BrandC,更优服务,更优服务,0.32964295233108687,0.7336376679797129,0.3913256389970091,1468.72,19,1,2026-06-26,BrandD,Clothing
CUST_000310,2025-12-11,BrandA,品牌形象,品牌形象,0.35733911443813415,0.20173072351127622,0.4843764990894026,3505.4300000000003,28,0,,,Electronics
CUST_000316,2025-12-10,BrandC,更低价格; 便利性; 产品丰富度,更低价格,0.31183564338796127,0.5564796506239817,0.1380822989258208,3251.8699999999994,19,0,,,Electronics
CUST_000319,2025-11-19,BrandC,更好品质; 更多促销; 新品吸引,更好品质,0.5535919244515447,0.6905025714108259,0.5059188892937314,3147.9399999999996,23,0,,,Electronics
CUST_000321,2025-12-15,BrandE,新品吸引; 产品丰富度; 口碑推荐,新品吸引,0.4050655643636935,0.5523192458304357,0.15057887998859024,1879.96,16,0,,,Clothing
CUST_000343,2025-11-25,BrandB,品牌形象; 更低价格; 新品吸引,品牌形象,0.32788611833293674,0.856016523066158,0.12041704065050118,3267.23,20,0,,,Electronics
CUST_000344,2025-12-02,BrandB,更低价格,更低价格,0.8032653093036903,0.6584191980868525,0.6348671855518568,2279.7199999999993,27,0,,,Food
CUST_000347,2025-11-20,BrandA,口碑推荐; 品牌形象,口碑推荐,0.6769349388379232,0.44669295934608344,0.45808457610368974,2895.37,24,1,2026-04-26,BrandE,Electronics
CUST_000348,2026-03-21,BrandD,更低价格; 口碑推荐; 更优服务,更低价格,0.6316859988646558,0.548598108407692,0.6359207521355592,3286.05,26,0,,,Electronics
CUST_000349,2026-02-01,BrandB,更多促销; 更优服务,更多促销,0.47870749323218575,0.7125792754857603,0.28788992277170683,2308.5299999999997,19,1,2026-07-10,BrandE,Electronics
CUST_000350,2026-02-19,BrandB,产品丰富度; 更低价格; 品牌形象,产品丰富度,0.5391163591289774,0.4029282751771244,0.5917073897565386,3159.32,24,1,2026-06-21,BrandC,Clothing
CUST_000352,2025-03-01,BrandA,便利性; 产品丰富度; 会员权益,便利性,0.3400359004345804,0.9088447446756077,0.17800895617839957,852.53,7,0,,,Clothing
CUST_000353,2026-02-10,BrandD,会员权益,会员权益,0.710068752629599,0.43373130144755173,0.8681506131335458,5665.3200000000015,45,1,2026-04-01,BrandA,Electronics
CUST_000358,2025-09-23,BrandB,会员权益; 更低价格,会员权益,0.5267171427030604,0.6142059013621508,0.38671919798082577,840.6299999999999,16,0,,,Food
CUST_000360,2025-12-19,BrandE,更好品质,更好品质,0.22789087340361455,0.7115642136264932,0.3533867846125684,2338.21,16,0,,,Clothing
CUST_000365,2025-11-06,BrandC,口碑推荐; 更多促销; 更优服务,口碑推荐,0.08575491155692508,0.6922989912122748,0.15219830786242938,2078.86,11,0,,,Electronics
CUST_000371,2026-01-21,BrandB,口碑推荐; 会员权益; 更低价格,口碑推荐,0.7546696382383538,0.5916671499461084,0.6242161471201758,1818.47,20,0,,,Beauty
CUST_000402,2025-12-26,BrandC,口碑推荐; 新品吸引,口碑推荐,0.721839647523239,0.6486489861629939,0.4430363988822813,2122.85,16,0,,,Clothing
CUST_000417,2025-09-20,BrandA,更低价格; 口碑推荐,更低价格,0.19628957702508668,0.4403901333383064,0.5989903126857778,3218.76,25,0,,,Clothing
CUST_000420,2026-03-16,BrandC,更低价格; 便利性; 口碑推荐,更低价格,0.8017723210152761,0.894280188891897,0.7082511041922083,2497.9500000000003,22,1,2026-06-07,BrandA,Clothing
CUST_000421,2025-12-23,BrandA,口碑推荐; 产品丰富度; 会员权益,口碑推荐,0.2695367369594555,0.5261029593411026,0.3966884600173777,2828.2,24,0,,,Food
CUST_000422,2026-02-03,BrandC,便利性,便利性,0.11551069084293876,0.5341439523206815,0.391687409687136,2257.77,18,0,,,Clothing
CUST_000423,2026-01-16,BrandD,更优服务; 新品吸引; 口碑推荐,更优服务,0.7154163859193058,0.14756984457031247,0.73975776304816,4761.41,41,0,,,Clothing
CUST_000426,2026-01-30,BrandC,口碑推荐; 更多促销,口碑推荐,0.5776400996409147,0.7355877453926076,0.5270284231812858,1493.62,16,0,,,Beauty
CUST_000434,2025-11-25,BrandD,更多促销,更多促销,0.06282710114620972,0.8203907159107713,0.5059721637939079,2596.5699999999997,20,0,,,Home
CUST_000435,2026-01-24,BrandC,更优服务; 更低价格,更优服务,0.5069388631897489,0.343162547909747,0.7548628061052428,3394.23,28,0,,,Clothing
CUST_000444,2025-12-15,BrandD,更低价格,更低价格,0.14393001053784435,0.6133567618418182,0.14791033038359003,1230.71,9,0,,,Electronics
CUST_000445,2025-10-30,BrandA,口碑推荐,口碑推荐,0.34761386970382396,0.6959130158662277,0.22079846189084398,1325.9300000000003,12,0,,,Clothing
CUST_000460,2026-02-28,BrandA,更低价格; 品牌形象; 更优服务,更低价格,0.5885186683233075,0.46144146279633264,0.8475351793576419,5726.830000000001,41,0,,,Electronics
CUST_000465,2025-07-20,BrandA,口碑推荐,口碑推荐,0.7153252145251617,0.9370471541147831,0.31542878854667433,2060.9599999999996,19,1,2025-10-18,BrandB,Clothing
CUST_000468,2025-12-25,BrandB,更低价格; 更多促销,更低价格,0.14819121090659235,0.3416745034877919,0.36499703951365375,1498.33,14,0,,,Electronics
CUST_000473,2026-01-16,BrandE,更低价格,更低价格,0.6520758634344199,0.7015020076341031,0.6857128605755609,3082.57,29,0,,,Clothing
CUST_000474,2026-02-19,BrandE,更优服务; 便利性,更优服务,0.31720581775499157,0.38417232639527027,0.7792684917690578,3213.67,32,1,2026-06-22,BrandA,Clothing
CUST_000477,2026-02-08,BrandB,更优服务; 便利性; 更多促销,更优服务,0.7499659484054751,0.7401365943523979,0.28998026571023194,1595.61,14,0,,,Clothing
CUST_000480,2025-11-03,BrandA,更多促销,更多促销,0.5576171922941164,0.19836746450864,0.0416546554401851,1619.11,18,1,2025-12-27,BrandA,Beauty
CUST_000486,2026-02-03,BrandA,更多促销; 会员权益; 更优服务,更多促销,0.23644403285837254,0.2148438848424927,0.4195392458660981,3091.42,26,0,,,Electronics
CUST_000489,2026-02-04,BrandE,会员权益,会员权益,0.31440714760371113,0.604616348475004,0.2517679138603819,2002.53,17,0,,,Clothing
