customer_id,age,gender,segment,channel,region,loyalty_tendency,price_sensitivity,promotion_responsiveness
CUST_000028,29,Female,Family,Hybrid,East,0.6033002883680049,0.12649685666273983,0.7606711337171326
CUST_000029,39,Female,High Net Worth,Online,North,0.1398130599924416,0.2526083905536553,0.16249099667821862
CUST_000030,61,Female,Family,Online,West,0.45949389393491713,0.23260239006317812,0.5577552489794906
CUST_000031,42,Female,Family,Hybrid,West,0.4510847174833744,0.07160488626408137,0.5801857388729785
CUST_000032,66,Male,Student,Store,North,0.47703610287440623,0.14824473343112965,0.9515043622424871
CUST_000033,44,Male,Family,Store,North,0.6095701512369505,0.17367247078030398,0.6728971749557214
CUST_000034,59,Male,Young Professional,Store,North,0.24362263685686988,0.3120180046893607,0.7004744921476913
CUST_000035,45,Female,Family,Store,South,0.8692913414666031,0.5446957759720279,0.5699004462775896
CUST_000036,33,Male,Young Professional,Online,South,0.7400826456264682,0.2559203188872047,0.8498931236815195
CUST_000037,32,Male,Young Professional,Hybrid,South,0.5881414387471137,0.34455929640916183,0.7337519140860875
CUST_000038,64,Male,Family,Hybrid,Central,0.148778862217125,0.29442284543558056,0.5963498527799029
CUST_000039,68,Male,Family,Store,West,0.7542935593581711,0.3585542446043856,0.7423159258704851
CUST_000040,61,Female,High Net Worth,Online,West,0.3371255089771354,0.36640423819315304,0.6730001545657577
CUST_000041,72,Female,Family,Store,East,0.9277895561654708,0.6516835140245575,0.8882778190723417
CUST_000042,69,Male,Senior,Online,South,0.3416033388191895,0.3072400530163768,0.7671259721057853
CUST_000043,74,Male,Senior,Online,Central,0.3102699410713611,0.6393893411569495,0.4690052748751427
CUST_000044,20,Female,Young Professional,Online,Central,0.48774968280532194,0.3799468093894144,0.755281515317018
CUST_000045,54,Male,Senior,Store,West,0.2667589679643618,0.35275970191007616,0.48118550241230107
CUST_000046,68,Male,Young Professional,Hybrid,South,0.551182229346772,0.8127859171318603,0.5639038656297772
CUST_000047,24,Male,High Net Worth,Store,East,0.47897749265144185,0.6609433328257592,0.8134928131693722
CUST_000048,38,Male,Young Professional,Store,South,0.5185437625175989,0.06816203889879317,0.68663818134698
CUST_000049,26,Female,Family,Store,North,0.47657578119874067,0.44460929630220347,0.5528244965445773
CUST_000050,56,Female,Young Professional,Online,South,0.6318662028196513,0.16219689800660922,0.3833431132159792
CUST_000051,35,Male,High Net Worth,Online,North,0.45360513839368843,0.41821783843593185,0.6732937851212552
CUST_000052,21,Male,Family,Hybrid,North,0.8075014712540832,0.2174875572112766,0.5073092946054317
CUST_000053,42,Female,Senior,Online,East,0.4136794422422366,0.4299711420598287,0.5703471148394912
CUST_000054,31,Female,Young Professional,Hybrid,West,0.7402112102984061,0.8054174150123428,0.8734479328266022
CUST_000055,67,Female,Student,Store,South,0.8351209131140997,0.5118219363462427,0.32476041603874645
CUST_000056,26,Female,Young Professional,Store,North,0.3193132424814279,0.287307498566976,0.47613372995698044
CUST_000057,43,Male,High Net Worth,Store,South,0.17313559973184353,0.2887076248477267,0.8628355821630626
CUST_000058,70,Male,Young Professional,Store,West,0.8336399060625599,0.6536705271303919,0.4762078400569624
CUST_000059,19,Female,Young Professional,Hybrid,West,0.4320268908172819,0.5142701715046041,0.38504639312389866
CUST_000060,37,Male,Young Professional,Hybrid,Central,0.5280741854585487,0.6844425924935569,0.4993308458394682
CUST_000061,45,Female,Family,Store,West,0.3172685925558851,0.5046507994145912,0.8215543786924372
CUST_000062,64,Female,Senior,Online,East,0.3590160335523363,0.39881523238357147,0.6356793291395235
CUST_000063,24,Female,Young Professional,Store,North,0.8597940534704225,0.5550105353963177,0.47102014358679223
CUST_000064,61,Male,Student,Hybrid,Central,0.793655766710111,0.8217040041484396,0.6792122789504154
CUST_000065,25,Female,Family,Online,East,0.546806940064163,0.3908047034068518,0.8496764724437657
CUST_000066,64,Male,Family,Store,South,0.4475445548012922,0.26775149985769525,0.528957370680296
CUST_000067,52,Female,Family,Store,North,0.6500262334725758,0.26136880092009346,0.4221528830516985
CUST_000068,31,Female,Family,Store,West,0.3664928081101798,0.5152753040039416,0.7177146259186492
CUST_000069,34,Male,Senior,Online,North,0.5750792035297724,0.3073364888989973,0.5504910113697399
CUST_000070,53,Other,Young Professional,Store,South,0.2753640394760647,0.34726193140439743,0.4171154958067052
CUST_000071,67,Female,Young Professional,Hybrid,Central,0.24366914737766873,0.6659228328142714,0.46943256376077114
CUST_000072,57,Male,High Net Worth,Online,Central,0.5712177558932243,0.18761233801631624,0.4308473844420854
CUST_000073,21,Male,High Net Worth,Online,Central,0.5348188517183244,0.3839378261435945,0.7262193087822094
CUST_000074,19,Male,Family,Hybrid,West,0.5074373970854665,0.6630114927229053,0.6522329666120112
CUST_000075,23,Male,Family,Online,East,0.38429812656608053,0.4622734163992015,0.8921161807915653
CUST_000076,71,Male,Senior,Hybrid,East,0.6252211123001634,0.4226397448768634,0.8095981714171812
CUST_000077,59,Female,Family,Store,North,0.3921763954155282,0.5431273462513025,0.41476098459674715
CUST_000078,21,Male,Young Professional,Online,West,0.10205755417124854,0.4193538422289719,0.3483568325148787
CUST_000079,71,Male,Young Professional,Hybrid,Central,0.45541999221701485,0.33304985184388985,0.3646620470988605
CUST_000080,46,Female,Student,Store,Central,0.27871743778459457,0.0744987882994721,0.5200230335966181
CUST_000081,35,Male,Senior,Store,South,0.6761654491525263,0.5529455067776378,0.7997507028436294
CUST_000082,43,Female,Young Professional,Online,South,0.8337762570742994,0.12683504453818428,0.9368245841442547
CUST_000083,61,Male,Young Professional,Store,Central,0.8947707190912407,0.550981420302003,0.6446800428013839
CUST_000084,51,Male,Young Professional,Online,Central,0.4952437024937919,0.07172695124811075,0.4065527182457684
CUST_000085,27,Female,Senior,Online,West,0.3196783204428613,0.22314274567402578,0.7440340278792437
CUST_000086,53,Female,Young Professional,Hybrid,East,0.519609770458547,0.47257639769643084,0.7777063469940407
CUST_000087,31,Female,Young Professional,Online,South,0.542496857464231,0.34955716868668585,0.8718192339076006
CUST_000088,48,Female,Student,Store,East,0.5941224751137932,0.3033502769772331,0.588588334296051
CUST_000089,65,Female,Young Professional,Online,West,0.7365338911495612,0.8317295095988315,0.151233653480123
CUST_000090,32,Male,Senior,Hybrid,Central,0.38662453233262123,0.6012270440078732,0.16884745155472125
CUST_000091,25,Male,Young Professional,Online,East,0.6272535338429205,0.08000105389196306,0.42157486879305983
CUST_000092,31,Female,Young Professional,Hybrid,Central,0.2870468677867217,0.6980890776053044,0.5248767615764737
CUST_000093,40,Female,Young Professional,Store,Central,0.4646011405274981,0.4939199390887846,0.8270755165462923
CUST_000094,74,Other,Student,Online,North,0.9478110511642187,0.2698997358245522,0.4266740628198657
CUST_000095,57,Male,High Net Worth,Online,East,0.3157174719668682,0.5501497447118708,0.833715195513866
CUST_000096,38,Male,Student,Online,East,0.6820270705716799,0.37030266860446626,0.7017430729538043
CUST_000097,33,Female,Family,Store,Central,0.4271285359573997,0.5979214410270337,0.491092876781865
CUST_000098,62,Male,Senior,Online,West,0.6924501902758637,0.19354354685944616,0.7338111062092928
CUST_000099,35,Female,Young Professional,Hybrid,North,0.7094824614559984,0.25552939003301306,0.6880278439870472
CUST_000100,64,Female,Family,Store,Central,0.3181166504358293,0.15907841523475494,0.8110466909896793
CUST_000101,70,Male,High Net Worth,Online,South,0.6244472705791674,0.2397038458415632,0.6592632765011047
CUST_000102,41,Female,Young Professional,Store,South,0.17893097386726295,0.26186182340331565,0.7198771634354594
CUST_000103,43,Female,Young Professional,Store,North,0.2226544773538982,0.46609304009078867,0.28662812716825076
CUST_000104,42,Male,Young Professional,Online,West,0.5757086367714549,0.2176206735813734,0.7877598555029349
CUST_000105,62,Female,Young Professional,Online,Central,0.7902934233989536,0.3735609283404472,0.6440568393224116
CUST_000106,58,Female,Young Professional,Online,East,0.5993359364676234,0.6203679822450615,0.7667632929177018
CUST_000107,46,Female,Senior,Store,North,0.32831991622944245,0.5096595192535595,0.4682361834654077
CUST_000108,32,Male,Family,Store,West,0.08763691461286953,0.321336977588041,0.8261587689196811
CUST_000109,62,Female,High Net Worth,Store,East,0.6308967691294493,0.025015809627395337,0.24131761241019978
CUST_000110,18,Male,Student,Hybrid,South,0.4720086967342881,0.38806492696731,0.5181113061823036
CUST_000111,42,Male,Family,Hybrid,South,0.5074403165333724,0.30590921867968324,0.8309022134921261
CUST_000112,24,Female,Family,Store,East,0.5863067480612328,0.16776914791901532,0.783832084181025
CUST_000113,26,Male,Family,Hybrid,North,0.7077202896851178,0.41119733308068473,0.38627525312902344
CUST_000114,41,Male,Senior,Online,South,0.47696852094572506,0.6156054247319931,0.5280490659814447
CUST_000115,18,Female,Family,Online,Central,0.8560966874441007,0.22533800132845413,0.6884076196652514
CUST_000116,61,Female,Senior,Online,East,0.34501771095886546,0.5466670127082689,0.9022823845270249
CUST_000117,25,Female,Family,Online,East,0.15809353043260516,0.3321219281106466,0.831872206307609
CUST_000118,41,Female,Senior,Store,South,0.7948426362426161,0.4369142711241468,0.7357592100246689
CUST_000119,28,Male,Family,Hybrid,North,0.20139263162171359,0.6093089756682815,0.5458749030901515
CUST_000120,68,Male,Family,Online,Central,0.5101334164891866,0.022367734093118933,0.36331020068379904
CUST_000121,34,Male,High Net Worth,Online,North,0.8143995218990053,0.17259024174053622,0.30669979862560365
CUST_000122,25,Female,Student,Store,West,0.13481334516761984,0.058803154719198475,0.37510234660757746
CUST_000123,52,Female,Young Professional,Hybrid,West,0.6613281983618453,0.16843219864326864,0.5082641058614303
CUST_000124,52,Female,High Net Worth,Online,South,0.14820928915303386,0.4467251148274376,0.45586982790162334
CUST_000125,50,Female,Family,Store,South,0.5348334559185279,0.9075868512700346,0.38325854492802935
CUST_000126,22,Male,High Net Worth,Online,South,0.028187590648553865,0.33458624127894687,0.2619972454650478
CUST_000127,59,Female,Student,Online,West,0.23848538600475147,0.6587589771413241,0.3949371686066033
CUST_000128,56,Male,Family,Hybrid,North,0.3150085913138461,0.43263449462405607,0.9854713475845713
CUST_000129,58,Female,Young Professional,Hybrid,North,0.12625128397530963,0.3495890701590213,0.745547414530575
CUST_000130,45,Male,Family,Online,South,0.6694696290411274,0.707949661581999,0.24740658341232544
CUST_000131,24,Female,Family,Hybrid,Central,0.5739991111366776,0.6465405559891603,0.8555674685521872
CUST_000132,26,Male,Senior,Store,North,0.785668465005905,0.17865432061973752,0.4164594558032261
CUST_000133,25,Male,Family,Hybrid,West,0.2321616800819741,0.7105863374637742,0.2948633929624539
CUST_000134,29,Male,Young Professional,Store,East,0.43725558246608265,0.008723248778751715,0.12370355319893411
CUST_000135,51,Female,Student,Store,East,0.16732254569572283,0.31658111176975423,0.856978556748479
CUST_000136,50,Female,High Net Worth,Store,East,0.3572449649519239,0.38903510782122475,0.7920042214328994
CUST_000137,65,Male,Family,Store,Central,0.8171631500926917,0.32179775279128203,0.5789148353075634
CUST_000138,72,Male,Young Professional,Online,South,0.6617360135662468,0.3895422254838662,0.8451527017860585
CUST_000139,40,Female,Family,Online,West,0.1929160629686012,0.24855911672623418,0.28618653657690973
CUST_000140,41,Male,Young Professional,Online,Central,0.06497017548977084,0.3615877354090481,0.5798895164783661
CUST_000141,54,Female,High Net Worth,Store,West,0.059852513145332326,0.6028674215987535,0.6470293510132096
CUST_000142,52,Female,Young Professional,Online,West,0.7025232506749087,0.45733554708663526,0.6533551400593929
CUST_000143,61,Male,Senior,Store,South,0.30522247122828133,0.7993290103977019,0.47401719857875774
CUST_000144,57,Male,Family,Hybrid,East,0.9420742203456912,0.4125666356941137,0.8846597126941654
CUST_000145,39,Other,Senior,Online,South,0.6154502104670251,0.35577657751795894,0.421476038976276
CUST_000146,44,Male,Senior,Store,Central,0.31203855668021097,0.8903325737019298,0.9087704450541603
CUST_000147,52,Male,Student,Store,Central,0.1979504061850249,0.6330561667248291,0.8369689825978402
CUST_000148,18,Female,Young Professional,Hybrid,Central,0.723843540753446,0.520700821032173,0.7224236805315642
CUST_000149,52,Female,Young Professional,Online,South,0.3361450248076983,0.09668200713215931,0.19326541262543365
CUST_000150,54,Other,Young Professional,Store,West,0.7053965185801349,0.7445615980684052,0.4372989766612654
CUST_000151,64,Female,High Net Worth,Hybrid,West,0.49500365282967235,0.5851536624991374,0.4132915001443566
CUST_000152,31,Male,High Net Worth,Hybrid,North,0.5428530280229208,0.1945835226985963,0.4979911183033444
CUST_000153,20,Male,Senior,Store,Central,0.7339732748131637,0.4822401489106934,0.6466072777890993
CUST_000154,18,Female,Senior,Store,West,0.1866589187626714,0.1914867404698179,0.35507348282038553
CUST_000155,22,Female,Senior,Store,North,0.6712957337915895,0.6955025307666252,0.32002314262416637
CUST_000156,43,Male,Young Professional,Hybrid,West,0.4517178758610089,0.6944402438921626,0.5098841986379431
CUST_000157,72,Female,High Net Worth,Store,Central,0.6986354573590743,0.6895769302017515,0.4432241072681456
CUST_000158,31,Male,Family,Online,East,0.7053786959625228,0.28972836429483223,0.6521810867742587
CUST_000159,56,Female,Family,Hybrid,Central,0.26698770517451464,0.6268380224172766,0.09333038362514513
CUST_000160,44,Male,Family,Store,South,0.6132239407920819,0.12182935272213963,0.6347545459554313
CUST_000161,26,Male,Young Professional,Store,West,0.23861119106944292,0.3940332546302998,0.7125563856114285
CUST_000162,32,Male,Young Professional,Online,West,0.4381199125816716,0.3287674926968224,0.46005387397375064
CUST_000163,32,Male,Student,Store,South,0.5284459643314237,0.29094850937461525,0.7323327385670336
CUST_000164,43,Male,Young Professional,Online,South,0.660730870948263,0.16375132482375454,0.7501248480682212
CUST_000165,59,Female,Senior,Store,East,0.6850266189405476,0.4159715006303275,0.7360932258181706
CUST_000166,30,Female,Young Professional,Online,West,0.20999787903713343,0.19481573737615598,0.8211883384707391
CUST_000167,68,Female,Family,Store,West,0.6350868790203147,0.294732849761181,0.6536196568690691
CUST_000168,49,Other,Family,Hybrid,East,0.4955881295378641,0.5393806027375769,0.5732556137787791
CUST_000169,56,Male,Family,Online,North,0.8896322115578359,0.3867538705202503,0.39995216337431544
CUST_000170,66,Male,Student,Hybrid,East,0.34189512872156336,0.3170819429765318,0.08835093801305546
CUST_000171,69,Female,Family,Store,Central,0.3871413315258967,0.20993918885344476,0.848588649488696
CUST_000172,49,Male,Senior,Hybrid,West,0.9396462230975946,0.49412742588368946,0.5209809673280859
CUST_000173,21,Other,Family,Hybrid,South,0.7584472169119019,0.5168590286951638,0.8010329922231035
CUST_000174,47,Male,Senior,Store,Central,0.1851608192691574,0.253830901689093,0.5262011643018915
CUST_000175,54,Other,High Net Worth,Store,West,0.40774597648804933,0.31593280348900604,0.8243713731485651
CUST_000176,40,Male,Student,Hybrid,East,0.6216228544655393,0.4169533372854457,0.49759979930968007
CUST_000177,56,Female,Young Professional,Store,Central,0.7380604208641571,0.18431842837189058,0.6526079026900663
CUST_000178,62,Female,Young Professional,Online,West,0.31929511817284656,0.4494429931609411,0.5565163516261099
CUST_000179,32,Other,Family,Store,North,0.8096199805128073,0.1781884297527615,0.5422044141358939
CUST_000180,60,Male,Senior,Hybrid,North,0.16510947576881183,0.2162864333178975,0.4395724558486643
CUST_000181,46,Female,Young Professional,Hybrid,South,0.2282176663823056,0.013173640116984471,0.4343593160818295
CUST_000182,53,Other,Family,Hybrid,West,0.7844631749141787,0.20239953158707039,0.5985560272476012
CUST_000183,30,Female,Senior,Store,North,0.48500273798927424,0.07871278629872085,0.7234922623864146
CUST_000184,49,Female,Family,Hybrid,East,0.5364531595624301,0.2630776784835085,0.934951765275308
CUST_000185,24,Female,Student,Online,West,0.7548736072439338,0.2571377378662631,0.4307132868886478
CUST_000186,68,Male,Young Professional,Store,East,0.3190875611412842,0.08728053973411891,0.324047859154448
CUST_000187,39,Female,Young Professional,Online,East,0.17321124079598504,0.3446879813302094,0.20098489621620302
CUST_000188,45,Female,Student,Online,North,0.6247430202940095,0.7307712075689045,0.3970938928978664
CUST_000189,19,Female,Family,Online,West,0.7326720067561643,0.8296486521715151,0.5602262782838915
CUST_000190,59,Male,Senior,Online,Central,0.5029299280876653,0.08795395760385215,0.5924271056664243
CUST_000191,62,Male,Family,Store,North,0.49295445906310686,0.46348544068645253,0.6865695596202135
CUST_000192,74,Female,Young Professional,Online,North,0.22961954573896093,0.4821572919256301,0.42830331515554343
CUST_000193,70,Female,Student,Store,West,0.3857585296697561,0.5346341368481178,0.6851637321534221
CUST_000194,23,Male,Student,Online,West,0.9089509576186376,0.29538910945446706,0.6783811707643876
CUST_000195,45,Female,Senior,Online,East,0.40356910438949795,0.5144731094696574,0.42357523843461653
CUST_000196,45,Male,Family,Online,West,0.4372517705025126,0.5625250545680979,0.43354267278146313
CUST_000197,61,Male,Senior,Online,East,0.49135543182837266,0.7886233833318019,0.15060395723748038
CUST_000198,61,Male,Family,Store,North,0.36858395953539536,0.44153073626148504,0.7731596729587987
CUST_000199,37,Male,Young Professional,Store,South,0.7912493976537339,0.06774031717695453,0.5460329923613458
CUST_000200,47,Female,High Net Worth,Store,Central,0.7059459464510173,0.32339003709360803,0.6758020448078207
CUST_000201,28,Male,Young Professional,Store,North,0.3689705074998135,0.443256586355564,0.5151921492654141
CUST_000202,72,Other,High Net Worth,Online,West,0.46847824508019703,0.2771090197782022,0.6396754001354412
CUST_000203,45,Other,Family,Hybrid,Central,0.4541023657275746,0.5438781940783874,0.7175082455251282
CUST_000204,42,Female,Young Professional,Store,South,0.4982333815154755,0.1431842764484858,0.5860853575867733
CUST_000205,56,Female,Family,Store,South,0.3783491361894662,0.8121961524981028,0.6197229281986372
CUST_000206,50,Male,High Net Worth,Online,East,0.33083846285729174,0.3056266819321865,0.801658684045627
CUST_000207,18,Female,Student,Online,Central,0.7690209053451845,0.14910561162376085,0.661820938438607
CUST_000208,74,Female,Student,Online,East,0.8562843187806247,0.1946040999178858,0.41032233211453367
CUST_000209,44,Male,Senior,Online,North,0.32051321219288287,0.7080474930981832,0.3326116471258359
CUST_000210,74,Female,Senior,Store,Central,0.44950622120917916,0.2033709674054612,0.499488837322641
CUST_000211,69,Female,Student,Store,North,0.6414651651971283,0.4652705413688146,0.39178465620286906
CUST_000212,30,Female,Young Professional,Store,East,0.16179576875442106,0.7495478914809749,0.6595002867607199
CUST_000213,58,Female,Family,Hybrid,Central,0.7639928372482212,0.18586218244457542,0.14574475126841827
CUST_000214,20,Female,Young Professional,Hybrid,East,0.3138767826004581,0.6946082232076677,0.4371725992672903
CUST_000215,56,Male,High Net Worth,Store,Central,0.6273231971480657,0.5743503954231751,0.6221800674025667
CUST_000216,23,Female,High Net Worth,Hybrid,East,0.0984449427504485,0.07230046299655643,0.6117339759250574
CUST_000217,25,Female,Young Professional,Online,South,0.6187447036096981,0.5455001374346956,0.6927113912727949
CUST_000218,44,Male,Student,Online,East,0.6213535608015543,0.6599684969202565,0.27683872545543375
CUST_000219,26,Male,High Net Worth,Online,South,0.6052277958368268,0.060824570760624266,0.632078334654376
CUST_000220,54,Male,Young Professional,Store,East,0.265674160991582,0.35862181418618133,0.3471497630790774
CUST_000221,50,Female,Senior,Hybrid,Central,0.3630407580592796,0.39324012749801274,0.7022797739111907
CUST_000222,68,Other,High Net Worth,Online,Central,0.5226259121471785,0.2853422555881366,0.4349709624286356
CUST_000223,59,Male,Young Professional,Hybrid,Central,0.382713990243287,0.2834627291320049,0.4837799614273835
CUST_000224,61,Female,Senior,Online,West,0.2866170856734087,0.12919304823840808,0.5493355433771442
CUST_000225,41,Male,Family,Hybrid,North,0.7765279154296235,0.4610834670839732,0.7385065249773034
CUST_000226,32,Other,High Net Worth,Online,Central,0.06671305272208446,0.012638171280138869,0.41384510125722496
CUST_000227,71,Female,High Net Worth,Online,South,0.8370830264274101,0.3877699432357372,0.25959904533127015
CUST_000228,49,Female,High Net Worth,Store,Central,0.23594636809925673,0.3266466860836787,0.5804389476319234
CUST_000229,49,Male,Family,Online,West,0.5278433140658239,0.3323245378630786,0.4975715211567486
CUST_000230,41,Male,High Net Worth,Online,South,0.5707587121344736,0.5291236823961698,0.6049130664794481
CUST_000231,58,Male,Student,Online,West,0.27364300387477447,0.3528483290025047,0.9658277147266123
CUST_000232,69,Male,Family,Hybrid,South,0.3882566960639838,0.43534049555240084,0.6497494285582801
CUST_000233,66,Female,Student,Store,East,0.6874197578406307,0.3300229720129927,0.6690116207769805
CUST_000234,66,Female,Young Professional,Online,North,0.4495575621722931,0.2598162800006217,0.15641304578781218
CUST_000235,69,Other,Senior,Store,North,0.9286236001178759,0.36090929000666316,0.853887244167759
CUST_000236,29,Other,Young Professional,Store,West,0.2863368266028622,0.6708091821717577,0.4672975699190149
CUST_000237,56,Female,Young Professional,Online,North,0.2962854621448152,0.48734062438587994,0.7191033372091185
CUST_000238,19,Female,Young Professional,Store,West,0.2520130107973337,0.02399202252853571,0.38499321224102173
CUST_000239,20,Female,Senior,Online,West,0.34421818250559083,0.4945744627689138,0.2351419654381507
CUST_000240,66,Female,Family,Online,West,0.4805182491848923,0.5369223696946723,0.5179188261201308
CUST_000241,54,Male,Student,Store,North,0.9607507492903419,0.06392391212329511,0.4207118038945098
CUST_000242,66,Male,Young Professional,Online,West,0.33839185791860477,0.5601774253908399,0.45968750143456727
CUST_000243,73,Male,Family,Store,North,0.08067022316025248,0.39510893880347314,0.6024233974548283
CUST_000244,34,Female,Family,Store,West,0.40590550820006427,0.821226272232715,0.840650174154425
CUST_000245,66,Female,Student,Online,Central,0.443079751467833,0.19663322444523507,0.4491498523710273
CUST_000246,19,Male,Family,Store,West,0.8190321507927897,0.46949004749713324,0.8176295735987267
CUST_000247,19,Female,Senior,Online,South,0.48842766962899603,0.2810974485641379,0.9231670014699882
CUST_000248,45,Female,High Net Worth,Hybrid,West,0.34921397695237405,0.7085121525915058,0.3710481749573247
CUST_000249,71,Male,Senior,Store,East,0.2957915961594833,0.3433840643822426,0.4327859172885538
CUST_000250,40,Male,Young Professional,Hybrid,West,0.6060131170157556,0.7463221222342072,0.6002639942454425
CUST_000251,54,Female,Young Professional,Store,South,0.4706481919732903,0.11774091126783634,0.5950124369094063
CUST_000252,49,Female,High Net Worth,Online,South,0.5887801806182545,0.4123134660531107,0.7610444253798097
CUST_000253,50,Female,Young Professional,Store,North,0.22730641986149025,0.477783275926387,0.47142080733203623
CUST_000254,18,Female,High Net Worth,Hybrid,Central,0.45316333715233253,0.5499545845390981,0.7413291210294245
CUST_000255,36,Female,Family,Store,West,0.7409467365426572,0.7117235905578826,0.7725693233029233
CUST_000256,19,Female,High Net Worth,Hybrid,North,0.14257850243280723,0.4413803831269956,0.4720468414452497
CUST_000257,70,Female,Student,Hybrid,Central,0.23929034748927552,0.09037669702984141,0.8143139077456905
CUST_000258,61,Female,High Net Worth,Online,West,0.4328249604127895,0.2336755631372422,0.4663627770398758
CUST_000259,43,Male,Family,Online,East,0.7812213092003,0.14117985399988608,0.8781646907164198
CUST_000260,49,Male,Student,Store,West,0.8511060683614362,0.8096458463203526,0.7432893099467556
CUST_000261,23,Male,Family,Store,South,0.26599849482592275,0.41239676697653854,0.9135709276989827
CUST_000262,49,Female,Family,Hybrid,South,0.7712239633733906,0.2964296060137291,0.7578006739072158
CUST_000263,72,Female,Senior,Hybrid,East,0.8596031927698493,0.46599298610044615,0.3599392677381221
CUST_000264,21,Female,High Net Worth,Online,North,0.6744317614568927,0.5108647767848036,0.9603727106810714
CUST_000265,72,Male,High Net Worth,Online,Central,0.5033764576272375,0.41842962700483893,0.744554674613967
CUST_000266,28,Male,Student,Hybrid,West,0.5237333961294357,0.5018762666588136,0.8381906374873653
CUST_000267,73,Male,Family,Online,South,0.3277873587264933,0.5976550711852392,0.35673441323047833
CUST_000268,34,Male,Family,Hybrid,North,0.332823100162601,0.18715625982593753,0.33133171335627826
CUST_000269,55,Female,Student,Store,East,0.39218215169172016,0.4251119858530567,0.7052611055019062
CUST_000270,41,Male,Young Professional,Store,South,0.38723427760033874,0.46170261306644617,0.1866730248565102
CUST_000271,22,Male,Young Professional,Online,East,0.3706284447612304,0.6195610649116788,0.7113470540401673
CUST_000272,69,Female,Family,Store,West,0.21372282044534482,0.616433474880452,0.44903166572297704
CUST_000273,51,Male,Family,Store,Central,0.8467228679099534,0.2534164849448002,0.7318568478408234
CUST_000274,23,Female,Family,Store,South,0.4558431212630053,0.12073760550253547,0.625502818766751
CUST_000275,39,Female,Young Professional,Online,South,0.352524311525455,0.3695456890621302,0.6730981449608653
CUST_000276,28,Male,Young Professional,Store,West,0.16115776510598945,0.4943008015039763,0.3869238204723623
CUST_000277,65,Female,Young Professional,Hybrid,North,0.6550606523289494,0.6896994213045597,0.8870854256933794
CUST_000278,33,Female,High Net Worth,Online,Central,0.308160420892726,0.17013022746033987,0.9222330809526135
CUST_000279,50,Female,Family,Online,South,0.37717512831387606,0.08766064506261984,0.4501589020836133
CUST_000280,26,Male,Family,Online,Central,0.3190672631443641,0.19318336217129137,0.7424642636929671
