customer_id,period,period_end_date,loyalty_score,purchase_count_quarter,spend_quarter,nps_quarter,trend_direction
CUST_000013,Q2_2024,2024-06-30,46.3,0,0.0,0.0,down
CUST_000013,Q3_2024,2024-09-30,43.0,2,181.39,0.0,down
CUST_000013,Q4_2024,2024-12-31,36.1,0,0.0,0.0,down
CUST_000013,Q1_2025,2025-03-31,38.0,2,515.62,0.0,down
CUST_000013,Q2_2025,2025-06-30,37.5,3,611.11,0.0,down
CUST_000013,Q3_2025,2025-09-30,41.1,2,134.78,0.5,down
CUST_000013,Q4_2025,2025-12-31,42.7,1,66.39,1.0,down
CUST_000014,Q1_2023,2023-03-31,63.2,1,19.27,1.0,up
CUST_000014,Q2_2023,2023-06-30,67.0,2,199.7,0.0,up
CUST_000014,Q3_2023,2023-09-30,58.6,1,34.46,0.0,up
CUST_000014,Q4_2023,2023-12-31,67.4,2,49.36,0.5,up
CUST_000014,Q1_2024,2024-03-31,67.8,3,406.55,0.6666666666666666,up
CUST_000014,Q2_2024,2024-06-30,64.5,6,381.38000000000005,0.5,up
CUST_000014,Q3_2024,2024-09-30,79.6,4,269.7,0.5,up
CUST_000014,Q4_2024,2024-12-31,75.6,2,565.9300000000001,0.0,up
CUST_000014,Q1_2025,2025-03-31,85.4,2,164.21,0.0,up
CUST_000014,Q2_2025,2025-06-30,83.8,2,232.11,0.0,up
CUST_000014,Q3_2025,2025-09-30,76.9,2,370.93,0.0,up
CUST_000014,Q4_2025,2025-12-31,83.0,0,0.0,0.0,up
CUST_000015,Q1_2023,2023-03-31,77.4,3,145.81,0.6666666666666666,stable
CUST_000015,Q2_2023,2023-06-30,79.3,3,196.60999999999999,0.3333333333333333,stable
CUST_000015,Q3_2023,2023-09-30,67.5,5,582.35,0.4,stable
CUST_000015,Q4_2023,2023-12-31,68.3,3,127.69,0.6666666666666666,stable
CUST_000015,Q1_2024,2024-03-31,75.7,1,152.67,1.0,stable
CUST_000015,Q2_2024,2024-06-30,70.5,4,300.1,0.5,stable
CUST_000015,Q3_2024,2024-09-30,72.4,5,772.7,0.4,stable
CUST_000015,Q4_2024,2024-12-31,76.4,4,491.99,0.25,stable
CUST_000015,Q1_2025,2025-03-31,79.9,5,542.69,0.4,stable
CUST_000015,Q2_2025,2025-06-30,75.6,7,483.81,0.2857142857142857,stable
CUST_000015,Q3_2025,2025-09-30,82.8,2,514.85,0.0,stable
CUST_000015,Q4_2025,2025-12-31,70.6,4,296.75,0.0,stable
CUST_000016,Q1_2023,2023-03-31,65.5,2,226.93,0.5,up
CUST_000016,Q2_2023,2023-06-30,68.2,2,90.8,0.5,up
CUST_000016,Q3_2023,2023-09-30,65.3,4,273.61,0.25,up
CUST_000016,Q4_2023,2023-12-31,67.9,1,27.31,0.0,up
CUST_000016,Q1_2024,2024-03-31,69.7,0,0.0,0.0,up
CUST_000016,Q2_2024,2024-06-30,65.8,2,113.43,0.5,up
CUST_000016,Q3_2024,2024-09-30,69.0,1,28.76,0.0,up
CUST_000016,Q4_2024,2024-12-31,63.0,1,377.68,1.0,up
CUST_000016,Q1_2025,2025-03-31,65.1,1,62.82,0.0,up
CUST_000016,Q2_2025,2025-06-30,78.8,1,38.77,0.0,up
CUST_000016,Q3_2025,2025-09-30,75.7,3,388.89,0.3333333333333333,up
CUST_000016,Q4_2025,2025-12-31,82.2,2,402.91,0.5,up
CUST_000017,Q1_2023,2023-03-31,80.5,6,884.8,0.16666666666666666,down
CUST_000017,Q2_2023,2023-06-30,77.5,6,341.86,0.6666666666666666,down
CUST_000017,Q3_2023,2023-09-30,81.8,4,222.59,0.5,down
CUST_000017,Q4_2023,2023-12-31,79.7,3,208.70000000000002,0.3333333333333333,down
CUST_000017,Q1_2024,2024-03-31,70.9,6,621.5,0.5,down
CUST_000017,Q2_2024,2024-06-30,66.1,4,313.65999999999997,0.0,down
CUST_000017,Q3_2024,2024-09-30,67.4,4,262.14,0.5,down
CUST_000017,Q4_2024,2024-12-31,77.2,2,149.89,0.0,down
CUST_000017,Q1_2025,2025-03-31,77.7,9,811.46,0.3333333333333333,down
CUST_000017,Q2_2025,2025-06-30,61.8,2,406.91999999999996,0.0,down
CUST_000017,Q3_2025,2025-09-30,68.1,2,468.25,0.0,down
CUST_000017,Q4_2025,2025-12-31,74.7,4,170.45,0.5,down
CUST_000018,Q1_2023,2023-03-31,48.0,1,131.6,1.0,up
CUST_000018,Q2_2023,2023-06-30,57.3,0,0.0,0.0,up
CUST_000018,Q3_2023,2023-09-30,50.7,3,429.34,0.3333333333333333,up
CUST_000018,Q4_2023,2023-12-31,62.0,3,153.0,0.6666666666666666,up
CUST_000018,Q1_2024,2024-03-31,60.4,1,71.49,0.0,up
CUST_000018,Q2_2024,2024-06-30,65.2,1,135.02,0.0,up
CUST_000018,Q3_2024,2024-09-30,60.8,3,756.47,0.3333333333333333,up
CUST_000018,Q4_2024,2024-12-31,69.1,1,163.05,0.0,up
CUST_000018,Q1_2025,2025-03-31,68.1,0,0.0,0.0,up
CUST_000018,Q2_2025,2025-06-30,76.2,2,481.53,0.0,up
CUST_000018,Q3_2025,2025-09-30,69.1,1,206.69,0.0,up
CUST_000018,Q4_2025,2025-12-31,67.4,0,0.0,0.0,up
CUST_000019,Q1_2023,2023-03-31,62.1,2,88.22,0.5,stable
CUST_000019,Q2_2023,2023-06-30,59.8,1,159.62,0.0,stable
CUST_000019,Q3_2023,2023-09-30,68.1,1,23.37,1.0,stable
CUST_000019,Q4_2023,2023-12-31,65.9,3,98.83,0.3333333333333333,stable
CUST_000019,Q1_2024,2024-03-31,61.8,3,593.3499999999999,0.3333333333333333,stable
CUST_000019,Q2_2024,2024-06-30,72.2,4,853.65,0.5,stable
CUST_000019,Q3_2024,2024-09-30,70.4,0,0.0,0.0,stable
CUST_000019,Q4_2024,2024-12-31,69.4,2,193.25,0.5,stable
CUST_000019,Q1_2025,2025-03-31,74.8,5,401.4,0.4,stable
CUST_000019,Q2_2025,2025-06-30,70.2,3,357.05,0.0,stable
CUST_000019,Q3_2025,2025-09-30,58.8,4,483.20000000000005,0.0,stable
CUST_000019,Q4_2025,2025-12-31,66.6,2,105.89,0.0,stable
CUST_000020,Q1_2023,2023-03-31,60.4,1,133.51,0.0,up
CUST_000020,Q2_2023,2023-06-30,64.4,0,0.0,0.0,up
CUST_000020,Q3_2023,2023-09-30,62.0,1,134.32,0.0,up
CUST_000020,Q4_2023,2023-12-31,67.5,1,297.14,0.0,up
CUST_000020,Q1_2024,2024-03-31,73.1,1,129.94,0.0,up
CUST_000020,Q2_2024,2024-06-30,84.8,2,217.35,0.0,up
CUST_000020,Q3_2024,2024-09-30,71.0,1,64.81,0.0,up
CUST_000020,Q4_2024,2024-12-31,82.1,2,82.15,1.0,up
CUST_000020,Q1_2025,2025-03-31,77.0,4,298.13,0.25,up
CUST_000020,Q2_2025,2025-06-30,80.5,0,0.0,0.0,up
CUST_000020,Q3_2025,2025-09-30,92.7,3,256.02,0.3333333333333333,up
CUST_000020,Q4_2025,2025-12-31,91.5,2,350.77,0.0,up
CUST_000021,Q1_2023,2023-03-31,48.5,0,0.0,0.0,stable
CUST_000021,Q2_2023,2023-06-30,51.7,0,0.0,0.0,stable
CUST_000021,Q3_2023,2023-09-30,53.1,0,0.0,0.0,stable
CUST_000021,Q4_2023,2023-12-31,41.8,1,377.78,0.0,stable
CUST_000021,Q1_2024,2024-03-31,48.5,0,0.0,0.0,stable
CUST_000021,Q2_2024,2024-06-30,44.5,2,129.16,0.5,stable
CUST_000021,Q3_2024,2024-09-30,38.4,1,175.04,0.0,stable
CUST_000021,Q4_2024,2024-12-31,51.4,0,0.0,0.0,stable
CUST_000021,Q1_2025,2025-03-31,52.5,1,115.76,0.0,stable
CUST_000021,Q2_2025,2025-06-30,47.0,1,77.17,0.0,stable
CUST_000021,Q3_2025,2025-09-30,45.5,2,276.53999999999996,0.5,stable
CUST_000021,Q4_2025,2025-12-31,57.7,1,53.05,1.0,stable
CUST_000022,Q1_2023,2023-03-31,63.3,1,419.52,0.0,stable
CUST_000022,Q2_2023,2023-06-30,50.4,1,162.25,0.0,stable
CUST_000022,Q3_2023,2023-09-30,54.4,0,0.0,0.0,stable
CUST_000022,Q4_2023,2023-12-31,53.2,1,82.13,0.0,stable
CUST_000022,Q1_2024,2024-03-31,59.0,5,488.08000000000004,0.2,stable
CUST_000022,Q2_2024,2024-06-30,60.2,2,372.81,0.0,stable
CUST_000022,Q3_2024,2024-09-30,54.5,0,0.0,0.0,stable
CUST_000022,Q4_2024,2024-12-31,54.3,2,69.03999999999999,0.5,stable
CUST_000022,Q1_2025,2025-03-31,46.5,2,40.79,0.0,stable
CUST_000022,Q2_2025,2025-06-30,57.6,5,564.05,0.2,stable
CUST_000022,Q3_2025,2025-09-30,58.2,4,583.15,0.25,stable
CUST_000022,Q4_2025,2025-12-31,59.2,2,143.7,0.5,stable
CUST_000023,Q1_2023,2023-03-31,61.3,5,683.39,0.4,down
CUST_000023,Q2_2023,2023-06-30,71.3,5,882.6600000000001,0.2,down
CUST_000023,Q3_2023,2023-09-30,63.5,1,23.15,1.0,down
CUST_000023,Q4_2023,2023-12-31,70.5,2,162.15,0.5,down
CUST_000023,Q1_2024,2024-03-31,66.7,1,47.33,1.0,down
CUST_000023,Q2_2024,2024-06-30,62.4,2,974.74,0.0,down
CUST_000023,Q3_2024,2024-09-30,74.9,5,820.4200000000001,0.2,down
CUST_000023,Q4_2024,2024-12-31,62.4,2,79.75999999999999,1.0,down
CUST_000023,Q1_2025,2025-03-31,60.6,2,115.9,0.5,down
CUST_000023,Q2_2025,2025-06-30,62.0,4,288.62,0.0,down
CUST_000023,Q3_2025,2025-09-30,53.6,3,512.95,0.3333333333333333,down
CUST_000023,Q4_2025,2025-12-31,54.4,3,477.23,0.3333333333333333,down
CUST_000024,Q1_2023,2023-03-31,72.9,0,0.0,0.0,up
CUST_000024,Q2_2023,2023-06-30,72.9,6,448.9,0.3333333333333333,up
CUST_000024,Q3_2023,2023-09-30,73.1,2,231.36,0.0,up
CUST_000024,Q4_2023,2023-12-31,73.8,3,813.4,0.3333333333333333,up
CUST_000024,Q1_2024,2024-03-31,71.7,1,54.1,1.0,up
CUST_000024,Q2_2024,2024-06-30,81.2,4,472.86,0.5,up
CUST_000024,Q3_2024,2024-09-30,80.0,2,179.61,0.5,up
CUST_000024,Q4_2024,2024-12-31,75.3,2,86.03,0.0,up
CUST_000024,Q1_2025,2025-03-31,85.8,2,129.07999999999998,0.0,up
CUST_000024,Q2_2025,2025-06-30,92.9,3,400.18999999999994,0.0,up
CUST_000024,Q3_2025,2025-09-30,89.2,4,811.29,0.0,up
CUST_000024,Q4_2025,2025-12-31,86.2,4,297.25,0.25,up
CUST_000025,Q1_2023,2023-03-31,72.0,5,294.67,0.4,down
CUST_000025,Q2_2023,2023-06-30,64.1,1,35.35,1.0,down
CUST_000025,Q3_2023,2023-09-30,65.0,2,75.89,0.0,down
CUST_000025,Q4_2023,2023-12-31,62.5,5,538.5500000000001,0.2,down
CUST_000025,Q1_2024,2024-03-31,60.8,1,57.25,0.0,down
CUST_000025,Q2_2024,2024-06-30,64.7,1,76.02,0.0,down
CUST_000025,Q3_2024,2024-09-30,48.6,2,86.02,0.0,down
CUST_000025,Q4_2024,2024-12-31,48.4,5,500.76,0.4,down
CUST_000025,Q1_2025,2025-03-31,49.5,2,382.42,0.0,down
CUST_000025,Q2_2025,2025-06-30,50.5,2,84.48,0.5,down
CUST_000025,Q3_2025,2025-09-30,41.7,4,464.15999999999997,0.5,down
CUST_000025,Q4_2025,2025-12-31,54.4,3,479.87,0.0,down
CUST_000026,Q1_2023,2023-03-31,63.3,1,42.58,1.0,down
CUST_000026,Q2_2023,2023-06-30,52.0,3,97.26,0.3333333333333333,down
CUST_000026,Q3_2023,2023-09-30,57.5,3,543.13,0.3333333333333333,down
CUST_000026,Q4_2023,2023-12-31,57.0,1,86.29,0.0,down
CUST_000026,Q1_2024,2024-03-31,49.9,2,314.9,0.5,down
CUST_000026,Q2_2024,2024-06-30,44.0,1,272.37,0.0,down
CUST_000026,Q3_2024,2024-09-30,47.7,2,742.1600000000001,0.0,down
CUST_000026,Q4_2024,2024-12-31,54.3,0,0.0,0.0,down
CUST_000026,Q1_2025,2025-03-31,42.8,2,152.23000000000002,0.5,down
CUST_000026,Q2_2025,2025-06-30,53.5,0,0.0,0.0,down
CUST_000026,Q3_2025,2025-09-30,41.3,1,40.77,0.0,down
CUST_000026,Q4_2025,2025-12-31,32.4,2,81.99000000000001,0.0,down
CUST_000027,Q1_2023,2023-03-31,61.9,2,237.91000000000003,0.0,stable
CUST_000027,Q2_2023,2023-06-30,56.4,0,0.0,0.0,stable
CUST_000027,Q3_2023,2023-09-30,48.8,1,32.09,1.0,stable
CUST_000027,Q4_2023,2023-12-31,50.0,1,264.04,1.0,stable
CUST_000027,Q1_2024,2024-03-31,55.0,4,301.27,0.25,stable
CUST_000027,Q2_2024,2024-06-30,60.1,0,0.0,0.0,stable
CUST_000027,Q3_2024,2024-09-30,57.4,2,91.94,1.0,stable
CUST_000027,Q4_2024,2024-12-31,58.8,5,440.89,0.4,stable
CUST_000027,Q1_2025,2025-03-31,61.4,3,468.91,0.6666666666666666,stable
CUST_000027,Q2_2025,2025-06-30,60.0,2,318.38,1.0,stable
CUST_000027,Q3_2025,2025-09-30,51.8,2,221.85,0.0,stable
CUST_000027,Q4_2025,2025-12-31,52.1,2,153.24,1.0,stable
CUST_000028,Q1_2023,2023-03-31,69.7,6,1130.57,0.16666666666666666,down
CUST_000028,Q2_2023,2023-06-30,53.7,1,55.13,0.0,down
CUST_000028,Q3_2023,2023-09-30,62.5,0,0.0,0.0,down
CUST_000028,Q4_2023,2023-12-31,65.7,0,0.0,0.0,down
CUST_000028,Q1_2024,2024-03-31,59.7,1,19.56,0.0,down
CUST_000028,Q2_2024,2024-06-30,60.7,3,231.10999999999999,0.0,down
CUST_000028,Q3_2024,2024-09-30,68.7,3,103.34,0.6666666666666666,down
CUST_000028,Q4_2024,2024-12-31,58.4,6,443.15,0.5,down
CUST_000028,Q1_2025,2025-03-31,68.9,4,491.54,0.5,down
CUST_000028,Q2_2025,2025-06-30,52.2,6,733.22,0.6666666666666666,down
CUST_000028,Q3_2025,2025-09-30,59.7,2,84.65,0.5,down
CUST_000028,Q4_2025,2025-12-31,49.1,4,551.15,0.25,down
CUST_000029,Q1_2023,2023-03-31,49.6,2,522.52,0.0,stable
CUST_000029,Q2_2023,2023-06-30,43.0,1,356.18,0.0,stable
CUST_000029,Q3_2023,2023-09-30,42.8,1,326.26,0.0,stable
CUST_000029,Q4_2023,2023-12-31,45.7,1,105.26,0.0,stable
CUST_000029,Q1_2024,2024-03-31,49.8,1,111.17,0.0,stable
CUST_000029,Q2_2024,2024-06-30,52.7,2,116.57,0.5,stable
CUST_000029,Q3_2024,2024-09-30,55.8,1,314.97,1.0,stable
CUST_000029,Q4_2024,2024-12-31,45.2,1,190.7,0.0,stable
CUST_000029,Q1_2025,2025-03-31,44.9,1,189.93,0.0,stable
CUST_000029,Q2_2025,2025-06-30,47.4,2,206.73000000000002,0.0,stable
CUST_000029,Q3_2025,2025-09-30,43.2,0,0.0,0.0,stable
CUST_000029,Q4_2025,2025-12-31,34.3,0,0.0,0.0,stable
