title,genres,director,main_actor,release_date,promotion_budget,runtime,production_budget,promotion_timeseries,competition_environment,pre_sales_data,point_screen_data,wom_scoring,first_week_box_office,total_box_office
电影_0203,"['剧情', '惊悚']",Quentin Tarantino,沈腾,2021-05-13,14446.6871569959,102,12968.184744458893,"{'daily_spend': [957.4879691438006, 882.950895732028, 1068.7364516233279, 753.0998328725759, 857.9406972181393, 994.466426242053, 773.3226167446552, 819.6662626997503, 929.9997435968612, 3054.843860292943, 794.7454109334483, 2559.426988969217], 'spend_pattern': 'random', 'total_spend': 14446.6871560688}","{'same_period_movies': 4, 'average_competitor_budget': 19033.933544778207, 'genre_overlap_ratio': 0.17296887610409972, 'competitor_ratings': [6.2, 6.0, 6.8, 8.0]}","{'total_amount': 8112.178819430051, 'daily_sales': [360.7795606049634, 324.94225417203364, 457.21310711145657, 593.2528923377727, 498.5531509426376, 564.1897751865262, 848.5841831362578, 908.5728805241715, 1021.9757827742161, 868.7307233420793, 766.952595675209, 898.4319136227272], 'presale_days': 12, 'wish_count': 9585}",,"{'douban_score': 7.4, 'maoyan_score': 7.0, 'taopiaopiao_score': 7.6, 'imdb_score': 6.4, 'rotten_tomatoes': 80.0, 'metacritic': 79.0}",28805.04,39754.61
电影_0204,['动画'],陈思诚,刘德华,2021-06-28,2662.0003750446076,153,12081.54678648281,"{'daily_spend': [173.03162214322435, 173.15286979872153, 157.1876763407453, 138.9160534166273, 169.12534525331048, 149.9878973904013, 118.15399300680158, 97.9174586984724, 105.09795681737359, 102.97858495113124, 96.70331267434473, 89.47088071093914, 67.03316643927316, 84.48993528554443, 97.48579903288247, 61.59172648461472, 56.36919407439135, 66.1162919661825, 58.272547148429254, 61.53199986393711, 70.70968410739152, 60.57452745939877, 54.72497666467469, 43.890352358947716, 37.881383565294705, 41.775918973804124, 47.18102564802666, 44.13454301992173, 32.71100247276351, 26.930469180054832, 24.925035351235312, 20.19611979658697, 31.751023895976584], 'spend_pattern': 'random', 'total_spend': 2662.000373991425}","{'same_period_movies': 6, 'average_competitor_budget': 2297.353847530589, 'genre_overlap_ratio': 0.227787974959193, 'competitor_ratings': [8.3, 6.1, 6.4, 5.5, 5.4, 8.7]}","{'total_amount': 12227.148591467565, 'daily_sales': [154.90563083998885, 203.36703702164317, 217.1511761751986, 202.26859803395112, 200.45446701477482, 324.98327488112005, 161.36190050566796, 227.1651575579225, 270.9005897692323, 230.9284678582202, 201.2260053125014, 410.8319615901621, 274.8446893256337, 291.9190135612638, 344.4077884070205, 394.30041393871113, 456.2964629656418, 389.60829362235404, 493.94334528887214, 372.40012659270394, 378.92440140187733, 407.21721174369725, 373.8781188926459, 305.6236999036789, 463.0523405080413, 562.5446160572192, 425.8944559159741, 478.55243394457403, 666.638281374591, 603.6637612662794, 445.73179724756585, 556.0093437556799, 736.1537291931572], 'presale_days': 33, 'wish_count': 2976}","{'screen_count': 75, 'total_viewers': 2519, 'average_occupancy': 0.38, 'point_screen_days': 3, 'average_score': 7.6, 'positive_review_ratio': 0.56, 'social_media_mentions': 1031, 'want_to_watch_increase': 1044, 'viewer_comments': None}",,19747.83,96510.69
电影_0205,"['悬疑', '剧情']",陈思诚,Tom Hanks,2023-11-20,6439.850068721353,104,16449.90931222329,"{'daily_spend': [212.73271650366357, 335.3222390005597, 247.2414367507156, 332.7146674352217, 362.5191166789942, 225.75043198590313, 250.31762518193455, 212.0800325883673, 215.59803577659096, 213.06677980030764, 350.3988494160415, 260.9196756335467, 295.63609291984017, 348.1122938006861, 295.94461417672755, 284.23449911823053, 209.85289902496152, 308.9635029823733, 230.0092578349222, 343.9809172087134, 253.6965498593822, 327.8692001869883, 322.8886337964936], 'spend_pattern': 'random', 'total_spend': 6439.850067661166}","{'same_period_movies': 2, 'average_competitor_budget': 7255.925702728704, 'genre_overlap_ratio': 0.8139034722724935, 'competitor_ratings': [9.0, 5.1]}","{'total_amount': 13058.56084146645, 'daily_sales': [258.5750391329734, 287.4283222881044, 402.12722209763723, 319.4731053550765, 476.70937506213227, 262.69815638641205, 488.89390416102816, 607.9329150222684, 579.6533354108235, 585.213606880111, 218.27270056641615, 681.0324908817271, 423.3626432556739, 560.6617662297045, 520.1319381238767, 562.423742525345, 939.9115935273144, 1063.8431865053428, 509.4658582831297, 941.2138935059493, 646.8274981008817, 872.2847690161904, 850.4237791483304], 'presale_days': 23, 'wish_count': 9802}",,"{'douban_score': 6.9, 'maoyan_score': 6.3, 'taopiaopiao_score': 6.4, 'imdb_score': 6.5, 'rotten_tomatoes': 72.0, 'metacritic': 63.0}",47279.15,194565.68
电影_0206,"['犯罪', '音乐']",周星驰,徐峥,2023-12-05,4633.544736849908,84,13653.036907431388,"{'daily_spend': [105.03237596911997, 90.69370576668096, 135.13622198278355, 269.96787198127157, 101.14802800022672, 73.04590435871604, 284.0205412564154, 77.324373374083, 119.31727799873603, 107.9000954697383, 108.59691800769386, 90.75635429989865, 371.2678742506727, 73.06694298562431, 281.09187850085925, 342.1521795616933, 129.56579233812425, 87.51529847834627, 106.65636722772261, 106.4622216769035, 127.45809402048631, 76.01762873006318, 99.37273511962934, 84.25831988617112, 74.20745233653983, 82.04528927117804, 401.5406331100457, 86.28074805241852, 131.25880224042433, 85.68155673666652, 131.0255035372184, 113.74616755307757, 79.93358175978244], 'spend_pattern': 'random', 'total_spend': 4633.544735839012}","{'same_period_movies': 8, 'average_competitor_budget': 3000.184980281865, 'genre_overlap_ratio': 0.25941375108577436, 'competitor_ratings': [7.7, 7.4, 5.7, 8.5, 7.7, 6.5, 7.7, 5.5]}","{'total_amount': 22720.304637449637, 'daily_sales': [298.7095153893905, 393.03553739974996, 371.11665516041495, 474.1217955636964, 561.7218805956603, 461.5610253854819, 445.39346797425065, 576.5674170733662, 567.8483867655758, 335.06380729273036, 483.2819303455955, 922.3516492669801, 590.3903095886559, 704.3850280129863, 475.0625177688892, 695.2261434104507, 678.4423103693954, 788.9328404550399, 1005.1040504441498, 668.3657400264342, 894.7114388764983, 827.6144791767119, 782.6412370225977, 653.8821331646582, 1001.3146699210448, 608.4619313990435, 929.1691076540775, 1185.2750539377753, 557.7934055258202, 726.8412785411956, 862.8127549616697, 920.7357272104562, 1272.3694117691955], 'presale_days': 33, 'wish_count': 8936}",,"{'douban_score': 7.0, 'maoyan_score': 7.2, 'taopiaopiao_score': 7.4, 'imdb_score': 7.2, 'rotten_tomatoes': 67.0, 'metacritic': 79.0}",36828.4,102191.25
电影_0207,"['动作', '剧情']",宁浩,李连杰,2025-02-22,8323.501065140212,122,20282.449616789483,"{'daily_spend': [685.6888636440004, 710.4257438857335, 793.6301002198646, 630.149957253134, 930.6960608317195, 619.0333204818202, 777.2897726512923, 902.2939706572256, 779.1895568285407, 720.6927431793952, 774.4109744684004], 'spend_pattern': 'random', 'total_spend': 8323.501064101127}","{'same_period_movies': 5, 'average_competitor_budget': 10415.801784611664, 'genre_overlap_ratio': 0.2862037404555897, 'competitor_ratings': [8.4, 7.4, 7.3, 7.6, 8.4]}","{'total_amount': 7476.5739321474175, 'daily_sales': [281.10186907014156, 645.8608715073008, 793.3842495634598, 647.6505686638745, 563.8184689787132, 667.3651652838056, 966.5835049860249, 617.5305925944664, 925.5770328525506, 473.1488725274769, 894.552736119603], 'presale_days': 11, 'wish_count': 14318}",,,34348.29,105395.3
电影_0208,['剧情'],徐克,胡歌,2025-02-22,15780.53098889739,89,39025.56532415589,"{'daily_spend': [758.5477861494659, 744.3237451768507, 913.0828721372537, 1270.4058848774453, 3064.1903778313313, 1052.492248039667, 963.7691951986759, 1076.3550725748828, 1249.5676014786752, 1033.0226824080694, 724.8518734490792, 2929.9216485815246], 'spend_pattern': 'random', 'total_spend': 15780.530987902921}","{'same_period_movies': 6, 'average_competitor_budget': 12522.927989886057, 'genre_overlap_ratio': 0.34866741021174785, 'competitor_ratings': [5.5, 5.6, 8.0, 5.6, 6.0, 5.8]}","{'total_amount': 12640.83734955217, 'daily_sales': [798.4571724707835, 692.6312615417136, 858.7919667433006, 1059.6690301218498, 762.8431607708112, 1356.0477207703673, 1228.6929316292722, 1574.7771877262733, 1161.2595124615423, 1158.8213501299465, 644.0619813814252, 1344.7840738048853], 'presale_days': 12, 'wish_count': 11879}",,"{'douban_score': 7.5, 'maoyan_score': 7.7, 'taopiaopiao_score': 8.5, 'imdb_score': 7.3, 'rotten_tomatoes': 75.0, 'metacritic': 76.0}",16602.57,90647.38
电影_0209,['奇幻'],吴京,徐峥,2020-01-10,19085.804862070243,109,27385.502983555438,"{'daily_spend': [689.513418395247, 808.9251861053525, 1214.4131134394336, 698.6664819069925, 1217.8269849666665, 752.4736237944192, 764.1268371296375, 788.9810687031268, 1155.8559167265298, 967.0208926441437, 771.2537410587834, 1089.6672750885427, 1238.9289774165, 1022.4398956020448, 743.9180455755794, 718.0798817249644, 1153.7906196287813, 1053.9706336899237, 1228.328408579079, 1007.6238588677205], 'spend_pattern': 'random', 'total_spend': 19085.804861043467}","{'same_period_movies': 4, 'average_competitor_budget': 25224.731892214222, 'genre_overlap_ratio': 0.7214044133839546, 'competitor_ratings': [6.0, 7.3, 8.4, 6.2]}","{'total_amount': 18976.731821390196, 'daily_sales': [677.2354986630575, 886.7262135711251, 449.30838506670875, 429.54730065414253, 756.5734777106456, 392.47641109472147, 870.5799138975302, 702.2289608746319, 1032.7533639829715, 768.5355956812416, 1135.1986822929648, 1257.056592820056, 1195.2185583826017, 1007.0863184486852, 1152.69179580513, 732.2734490770979, 1724.2520719257568, 1094.8840549459865, 1400.2735959335214, 1311.8315805616203], 'presale_days': 20, 'wish_count': 19722}","{'screen_count': 240, 'total_viewers': 12742, 'average_occupancy': 0.43, 'point_screen_days': 6, 'average_score': 7.8, 'positive_review_ratio': 0.9, 'social_media_mentions': 5984, 'want_to_watch_increase': 3475, 'viewer_comments': None}","{'douban_score': 7.8, 'maoyan_score': 8.0, 'taopiaopiao_score': 7.5, 'imdb_score': 7.9, 'rotten_tomatoes': 86.0, 'metacritic': 78.0}",58564.22,232476.66
电影_0210,"['悬疑', '犯罪']",吴京,Scarlett Johansson,2023-08-30,1134.1389628618751,47,3172.8906633591764,"{'daily_spend': [89.80703945086813, 51.3155445579468, 62.842846667232, 43.19592772716552, 49.82524126691766, 56.52672409579053, 59.97232808425517, 53.517567131770896, 43.418412644978964, 52.23970517677787, 34.923212885923526, 43.113282904956336, 34.78313810717921, 41.35355452341729, 37.14290314280499, 36.93811245042579, 23.29407680025811, 29.231739473574276, 28.66617092685529, 27.130173149831194, 22.423392700869975, 14.931702550929435, 17.097617099994178, 16.84758759518845, 21.558402570467784, 20.248561167559387, 12.11084531341341, 19.041992995236903, 11.463802498321003, 12.688170169574574, 10.4735940930109, 14.510415840118002, 12.954496673096079, 9.707157477654272, 11.148229704939922, 7.69529227133562], 'spend_pattern': 'random', 'total_spend': 1134.1389618906394}","{'same_period_movies': 7, 'average_competitor_budget': 1566.7631110374218, 'genre_overlap_ratio': 0.6660208284725071, 'competitor_ratings': [8.7, 5.3, 8.8, 8.6, 5.5, 5.7, 6.2]}","{'total_amount': 5232.756951327164, 'daily_sales': [79.97878821765957, 63.94873507308435, 61.524516834271246, 109.89898561338558, 111.49441305602829, 79.05090685356456, 89.89545666277625, 98.2363466395254, 116.07402555760841, 96.26306971820344, 84.35958371974942, 128.75002129219502, 90.17100917702838, 179.71995909993257, 98.08814445013655, 102.70981822856871, 139.6629011629636, 121.29392546292856, 136.31639513726532, 158.39103595417998, 138.21700754183962, 123.41397832326996, 98.98611437195851, 216.7517935802241, 200.6952062801057, 188.4393722867894, 155.40605586865274, 148.69685637457334, 251.17510030200918, 169.82380581336986, 131.0373130278365, 207.27471837781178, 204.18111429374937, 274.47875334437816, 285.8411461130512, 292.51057751648887], 'presale_days': 36, 'wish_count': 2007}","{'screen_count': 164, 'total_viewers': 8010, 'average_occupancy': 0.46, 'point_screen_days': 1, 'average_score': 7.4, 'positive_review_ratio': 0.54, 'social_media_mentions': 4552, 'want_to_watch_increase': 1583, 'viewer_comments': None}",,4097.4,12686.01
电影_0211,"['动作', '冒险', '科幻']",冯小刚,吴京,2025-09-22,4987.1246800975305,79,3592.8082200240624,"{'daily_spend': [59.014179754674544, 60.199618993641614, 65.11598798431665, 74.06510581736919, 75.42544472181692, 112.44122577438408, 117.25417212564568, 133.44559527807434, 121.61088709036282, 170.74946872461433, 125.18228365822259, 183.7923967667002, 167.03578112116745, 214.9185204462336, 207.03590796252442, 297.77113201557864, 342.8987331019934, 348.3991792182753, 268.2437771873087, 315.50205767518537, 500.009443360009, 421.0307169685294, 605.9830633819137], 'spend_pattern': 'random', 'total_spend': 4987.124679128542}","{'same_period_movies': 6, 'average_competitor_budget': 3883.2441725463223, 'genre_overlap_ratio': 0.32152990251404123, 'competitor_ratings': [6.4, 8.2, 7.9, 7.8, 5.1, 8.6]}","{'total_amount': 5266.6503003758135, 'daily_sales': [109.43215882258019, 127.14897748904274, 133.3691032774738, 230.00558334928033, 122.40154210612369, 154.73649731382906, 173.0475121778917, 168.20262707685018, 236.08378472614092, 210.0472106084415, 176.79892019872202, 201.67821865397667, 255.6137886797984, 265.08085597173425, 222.05646959631738, 312.94548255014877, 352.93323176124056, 206.45968401179988, 276.13874117682457, 312.2327756900838, 241.9978450615999, 356.9581626065386, 421.28112746937467], 'presale_days': 23, 'wish_count': 2014}","{'screen_count': 274, 'total_viewers': 23439, 'average_occupancy': 0.31, 'point_screen_days': 6, 'average_score': 7.4, 'positive_review_ratio': 0.94, 'social_media_mentions': 16866, 'want_to_watch_increase': 1047, 'viewer_comments': None}","{'douban_score': 8.9, 'maoyan_score': 9.4, 'taopiaopiao_score': 9.4, 'imdb_score': 9.2, 'rotten_tomatoes': 81.0, 'metacritic': 81.0}",13957.6,34768.18
电影_0212,"['家庭', '惊悚', '剧情']",Martin Scorsese,吴京,2020-04-28,10955.293507114775,138,12244.39459158068,"{'daily_spend': [172.73386629104914, 176.08029342625053, 206.4939026797275, 269.34140259035803, 219.72110218732763, 200.13856288323456, 232.3582615814397, 191.92373270313092, 210.83608836018934, 201.61707315854113, 265.02764463209746, 281.1802694007934, 259.03417699309045, 215.93593684815065, 224.71072767907083, 173.70893524602872, 257.325317329499, 237.1015019459701, 278.24656275375736, 183.86695952817072, 259.0548769559121, 248.9618034816711, 192.63946274533956, 246.6362955379513, 281.19609113693747, 280.3976503419344, 253.66242356663477, 163.3541538862953, 274.1886408033451, 245.34531518224287, 198.63560500622737, 182.0702461456716, 172.51614996654766, 163.6451327078443, 258.29873161726215, 188.60482192639628, 160.15089600118844, 210.31307426540408, 221.78883257420316, 179.64695905894962, 162.8129153840193, 182.3224062162722, 248.21291639986276, 167.94929745758682, 231.5289706639329, 176.57843784893694, 183.20506941992673, 209.74924473188182, 170.4480969564289, 180.1812714092749, 203.81539845743782], 'spend_pattern': 'random', 'total_spend': 10955.293506071397}","{'same_period_movies': 2, 'average_competitor_budget': 10726.472191875495, 'genre_overlap_ratio': 0.18418367915426115, 'competitor_ratings': [6.8, 6.6]}","{'total_amount': 29247.153177699372, 'daily_sales': [203.8973277691946, 397.71426902067367, 434.2573247022331, 282.2796770296925, 233.59909321958975, 513.1076006654088, 352.4209304239136, 475.53570897468614, 429.36960709644393, 387.0074849649208, 383.57301323872616, 437.2832604120898, 410.7027360909375, 616.7187885091363, 389.07327354935956, 403.8675851815211, 533.5711474237731, 584.3298178328301, 545.4402966202575, 518.0049654784127, 449.8291408891449, 411.3021681399053, 742.5447359332585, 660.8035420970231, 428.88222371033044, 466.1142380509775, 504.1162203880823, 564.483807361935, 815.554405236688, 664.1073663806794, 750.8803764368668, 473.61887387493414, 430.4449893364876, 745.9920365511899, 461.81686742781136, 533.1497699948768, 827.9646018640248, 781.54362131629, 970.9268088058243, 687.0295891354816, 931.8198785985338, 840.6084609512847, 288.6371442805923, 986.631370865535, 779.9516001146852, 783.0114664919789, 878.0819884131146, 691.3718536309686, 796.5628330331567, 672.3233280130424, 695.2939621708675], 'presale_days': 51, 'wish_count': 3040}","{'screen_count': 85, 'total_viewers': 2931, 'average_occupancy': 0.82, 'point_screen_days': 3, 'average_score': 7.7, 'positive_review_ratio': 0.76, 'social_media_mentions': 1515, 'want_to_watch_increase': 5534, 'viewer_comments': None}",,36553.57,119882.31
电影_0213,"['家庭', '剧情', '战争']",Steven Spielberg,Tom Hanks,2022-05-15,17785.006569113993,133,30470.375096405976,"{'daily_spend': [2321.0842226284644, 2147.0048009865213, 1557.617607256321, 1454.900800579327, 1511.5921338964492, 1062.2374587734205, 1212.877471100884, 1179.1605867408014, 1005.6004646399642, 707.5679511712724, 677.9220049004967, 649.9317456791074, 465.1492012397268, 536.2551894157382, 388.8724592432804, 434.0857240733898, 272.42383952984807, 200.72290632387504], 'spend_pattern': 'random', 'total_spend': 17785.006568178887}","{'same_period_movies': 9, 'average_competitor_budget': 16508.00861492494, 'genre_overlap_ratio': 0.014163205491512287, 'competitor_ratings': [6.6, 7.5, 5.1, 5.9, 6.3, 5.1, 7.2, 7.5, 5.9]}","{'total_amount': 16150.301347247712, 'daily_sales': [496.8594039508816, 419.125600667351, 640.0779045701408, 733.2074149803403, 583.0981909912379, 739.0509558543807, 959.9099484128278, 752.8150104369256, 1067.9157118807416, 934.9446839866962, 1135.0202839526164, 1132.336490486025, 829.2932976454151, 1048.2728714409448, 1008.017705702453, 1369.3475706789554, 1219.314034330585, 1081.6942672791938], 'presale_days': 18, 'wish_count': 13601}",,"{'douban_score': 5.7, 'maoyan_score': 5.6, 'taopiaopiao_score': 6.1, 'imdb_score': 5.4, 'rotten_tomatoes': 51.0, 'metacritic': 56.0}",29809.93,107086.95
电影_0214,"['奇幻', '动作', '喜剧']",贾樟柯,吴京,2025-05-31,5489.106333044792,119,20596.937912652364,"{'daily_spend': [458.14603515118966, 522.5505879474547, 325.70596367306536, 311.2273943807699, 307.8023623541462, 376.10258356633994, 274.2300068633693, 251.53713742981455, 330.77053152992204, 219.29509444693025, 185.24272676928405, 217.0572145665727, 221.0490551110554, 128.54364255279478, 171.91057910117252, 107.19410176033665, 139.7560422868678, 108.82091235856458, 104.27807518412378, 107.07326404220485, 127.06169513506156, 105.49189349281754, 109.44988977320872, 88.00663636570505, 52.364912608075784, 59.16540925839258, 79.27258432171337], 'spend_pattern': 'random', 'total_spend': 5489.106332030954}","{'same_period_movies': 1, 'average_competitor_budget': 5205.049984729024, 'genre_overlap_ratio': 0.2519915301498806, 'competitor_ratings': [6.8]}","{'total_amount': 25461.635431515548, 'daily_sales': [348.5988436175959, 350.4471989865992, 752.0881016481308, 883.3930187405508, 810.1113060928071, 978.2643913629944, 611.157409667556, 851.5165150722135, 962.3664515112116, 901.6644587170631, 760.5549355007236, 1100.9638878426463, 696.3870462779125, 902.3160683766557, 764.4470871962541, 1029.0975209161331, 840.6382514633325, 763.8295527839164, 1014.721852802357, 1043.3661546038434, 1353.0448665267002, 1196.962909103069, 1044.3189588110138, 1062.7676073844848, 1530.1880639982487, 1409.1632414207886, 1499.2597310907454], 'presale_days': 27, 'wish_count': 15868}",,,69493.58,161101.63
电影_0215,"['惊悚', '家庭']",陈思诚,黄渤,2024-10-09,10129.887943097587,76,21739.68661884045,"{'daily_spend': [1338.84487282215, 1008.8116343937181, 1331.419921112093, 917.751105058346, 574.3950542422764, 543.0903407774359, 552.1241461580242, 422.7193022156613, 610.6581235838072, 528.5447648461147, 493.32892701223903, 381.5103916235277, 325.71724595918585, 331.5465566387744, 295.79394722949036, 252.5250127679973, 221.10659566351399], 'spend_pattern': 'random', 'total_spend': 10129.887942104355}","{'same_period_movies': 3, 'average_competitor_budget': 5731.128488814879, 'genre_overlap_ratio': 0.06646190268272756, 'competitor_ratings': [5.1, 6.7, 8.2]}","{'total_amount': 13578.106968726926, 'daily_sales': [651.5315692962416, 357.55428430586045, 356.66697064561777, 424.11320587313884, 698.7525481900129, 658.5980238471503, 1109.9743443441794, 786.7899830700023, 548.636373416996, 615.2045989173075, 575.9906007257077, 923.4664343250325, 1213.5482005399997, 1350.1759734314842, 1002.417440415004, 878.8933303003179, 1425.7930870828736], 'presale_days': 17, 'wish_count': 4010}",,"{'douban_score': 7.4, 'maoyan_score': 7.5, 'taopiaopiao_score': 7.7, 'imdb_score': 7.4, 'rotten_tomatoes': 74.0, 'metacritic': 63.0}",19565.65,54900.78
电影_0216,['战争'],Quentin Tarantino,胡歌,2025-07-31,15425.038792472013,113,30023.74773217637,"{'daily_spend': [1023.8751658982713, 1146.5102995244765, 1275.9689016358866, 967.9201307060474, 832.1005093170571, 1126.2923484841501, 1016.0416229148899, 943.4657405578408, 538.0091436707199, 537.5367388360443, 571.5721925704996, 657.5793098951909, 579.8611016785507, 568.7581537253725, 545.2175077054559, 470.9916980384725, 319.892706416597, 301.11770828536453, 291.69615932038755, 261.3139873831748, 233.08033570667854, 292.5610753917927, 169.48019510269447, 247.69402376413393, 240.87324688418326, 138.14625120967045, 127.48253686965666], 'spend_pattern': 'random', 'total_spend': 15425.03879149326}","{'same_period_movies': 2, 'average_competitor_budget': 22201.86729984337, 'genre_overlap_ratio': 0.4797158949163032, 'competitor_ratings': [5.2, 5.1]}","{'total_amount': 22767.038983570994, 'daily_sales': [544.8306792522667, 485.5799799788716, 443.7562685680188, 669.9206816285969, 409.40582708371073, 699.9023458006056, 584.4239315217077, 505.70714134785874, 789.2629466834982, 922.0857663321399, 772.4894455683872, 602.2712997021567, 698.6763246642095, 879.5293209300586, 945.0343390662812, 811.4813021668789, 788.7150540712141, 1016.02732243025, 938.9977354825869, 744.7228980188872, 1114.845773652181, 1250.7159848440635, 1310.2568944117345, 1303.0278118050978, 1084.3581517930893, 1110.547254927803, 1340.4665018388387], 'presale_days': 27, 'wish_count': 11693}","{'screen_count': 142, 'total_viewers': 8664, 'average_occupancy': 0.74, 'point_screen_days': 3, 'average_score': 8.2, 'positive_review_ratio': 0.67, 'social_media_mentions': 3889, 'want_to_watch_increase': 8351, 'viewer_comments': None}","{'douban_score': 6.8, 'maoyan_score': 6.5, 'taopiaopiao_score': 6.9, 'imdb_score': 5.8, 'rotten_tomatoes': 55.0, 'metacritic': 64.0}",27408.28,137856.66
电影_0217,"['剧情', '冒险']",James Cameron,胡歌,2020-05-21,5968.947066745312,124,22353.941321055005,"{'daily_spend': [34.508016818595706, 29.13143756155226, 41.763023917884546, 38.56034967253764, 36.04004421513005, 48.437136452925316, 43.93430728483147, 39.99046610749356, 58.47192255068598, 65.54307133688317, 49.21654611017453, 48.28751295138126, 46.28956279639543, 65.96773077669205, 81.23469959450006, 60.193117593348376, 72.17524327810834, 61.493125956172456, 76.00177531788476, 59.73448130087389, 109.63978068823226, 101.60447564773096, 86.32855050830132, 123.1394861366963, 84.75830740144089, 81.69016379328022, 144.50373357369378, 105.58902099334185, 157.13495569345852, 140.82964257097308, 175.00316724700005, 163.48499360387166, 113.12949601205055, 187.5139234794264, 127.5197949248239, 188.33547623821667, 176.40940351616936, 207.16173445807894, 222.97768017822824, 237.54905837547264, 252.04828377412986, 264.85895950280883, 216.92493295800202, 294.9472013482286, 282.6339427425667, 313.8778032650502, 352.3795255862896], 'spend_pattern': 'random', 'total_spend': 5968.947065811614}","{'same_period_movies': 1, 'average_competitor_budget': 4149.5016725767255, 'genre_overlap_ratio': 0.5325838593596457, 'competitor_ratings': [7.4]}","{'total_amount': 34665.12147515453, 'daily_sales': [361.1699718950649, 443.70684621617477, 389.493764631643, 437.8073715041617, 429.9142369612386, 448.9563638297985, 332.666859356553, 500.8916061220998, 419.3361811304611, 624.1021771799692, 617.3356802918088, 543.757471380849, 552.3040776330647, 679.803989349107, 644.1028175538236, 670.3870477426476, 753.6216771826117, 721.2731546869842, 613.439665124362, 670.6143839519381, 647.6085123000294, 835.1970960198786, 679.3865123853815, 689.7359412096487, 787.8173376768714, 722.6852721497794, 742.1366133459505, 645.8798474093745, 858.6263930611793, 820.8279446692453, 845.1616938440915, 611.3407524215339, 835.3108802955188, 588.3007066387951, 1043.8921632466895, 1042.6076973733243, 1500.1311840401431, 830.0958067873198, 1205.936491307545, 1047.6311409894479, 803.3978484129439, 1063.7741966028339, 1053.990070510359, 997.15218416185, 1418.9203015706148, 859.8969488566329, 632.9945941431813], 'presale_days': 47, 'wish_count': 3400}","{'screen_count': 196, 'total_viewers': 17088, 'average_occupancy': 0.31, 'point_screen_days': 4, 'average_score': 9.3, 'positive_review_ratio': 0.97, 'social_media_mentions': 5563, 'want_to_watch_increase': 7802, 'viewer_comments': None}","{'douban_score': 8.6, 'maoyan_score': 9.2, 'taopiaopiao_score': 8.5, 'imdb_score': 8.6, 'rotten_tomatoes': 92.0, 'metacritic': 80.0}",24287.28,101912.17
电影_0218,"['惊悚', '家庭']",Martin Scorsese,徐峥,2020-07-05,10747.120921265923,107,18242.392552140875,"{'daily_spend': [132.3124727863088, 137.7305302145173, 154.8627650917147, 171.29702216300586, 492.35220251919253, 99.68197503834405, 108.23131799996995, 169.2955639949931, 503.1194555044381, 130.39957756863976, 146.78645577780114, 173.74429861222708, 174.223293532438, 163.4536525269319, 115.37525731680552, 159.0264431133178, 106.2802025886563, 518.2384270471653, 330.9251884022405, 459.9940103100144, 148.96320197613042, 162.9344605443103, 432.13527140675114, 102.79847385497415, 156.97786026594804, 129.92573620356634, 124.65520988500569, 542.8186237611668, 147.29966660743304, 157.3863619787982, 141.92819970195717, 162.3537504277068, 160.8531521618269, 152.89519497137024, 181.44836497502155, 136.35059032036395, 471.0206228708411, 164.68474590195189, 129.3288598419332, 136.13107378322823, 179.05277821391905, 100.5118894879721, 125.91359380457254, 138.5654029772661, 293.78297969442593, 173.18112030809502, 121.80149355058937, 119.40894379345458, 499.72507702420285, 121.10893701656909, 152.93513943899123, 166.67369247841762, 164.24033897938207], 'spend_pattern': 'random', 'total_spend': 10747.120920316866}","{'same_period_movies': 3, 'average_competitor_budget': 3523.4948464178688, 'genre_overlap_ratio': 0.6734359014991852, 'competitor_ratings': [8.3, 8.5, 7.8]}","{'total_amount': 33483.52565007381, 'daily_sales': [270.38172318333375, 321.14193500162423, 391.8498651170983, 372.81029020228743, 404.9395678340761, 299.1283639328958, 469.4418857358625, 385.139415831753, 301.6775971733269, 505.71746696873504, 282.13873434785296, 668.9565809756873, 445.9475753224455, 319.9861255660138, 345.5765180896316, 655.7143103726802, 351.22655466201866, 642.8414250358312, 619.7441624296326, 612.7923965742137, 831.197120045059, 421.9759047295761, 746.8564497449906, 826.4887590012391, 578.1437084349, 799.7493892502864, 802.2007759405201, 820.7909090131543, 496.045468887037, 430.2161234252077, 656.0904388685343, 861.5308590745774, 447.24875493271503, 744.6418321161326, 693.1677604483511, 777.7747709775108, 888.832022793359, 813.526021524433, 654.1007325525874, 911.4262612244676, 613.1735036338748, 887.911605063705, 681.6703286637514, 585.068457731026, 996.6034300814587, 652.9117652786211, 1003.6362140377266, 1002.4813303251656, 767.7059083568397, 1147.1111018841334, 717.9233391132972, 617.9964214356582, 940.175687126916], 'presale_days': 53, 'wish_count': 10950}",,"{'douban_score': 5.6, 'maoyan_score': 5.6, 'taopiaopiao_score': 6.0, 'imdb_score': 5.4, 'rotten_tomatoes': 59.0, 'metacritic': 54.0}",39143.34,139349.85
